PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount,MS,MS_Uncertainty,MS_StationCount
1683595,1980-10-19T03:21:31Z,-40.89,0.0,174.89,0.0,62.0,2.0,ML,,,,2.0,0.2,6,,,,,,
1561312,1980-10-19T04:00:06Z,-38.68,0.0,176.06,0.0,111.0,9.0,ML,,,,3.8,0.2,5,,,,,,
1683596,1980-10-19T08:44:27Z,-41.49,0.0,174.03,0.0,27.0,1.0,ML,,,,2.5,0.1,5,2.6,nan,1,,,
1583820,1980-10-19T15:00:40Z,-44.31,0.0,169.92,0.0,10.0,0.0,ML,,,,1.9,0.1,6,,,,,,
1561313,1980-10-19T16:05:05Z,-36.28,0.1,179.21,0.1,178.0,12.0,ML,,,,4.2,0.4,7,,,,,,
1683597,1980-10-20T01:42:24Z,-41.39,0.0,175.04,0.0,25.0,1.0,ML,,,,1.6,0.1,4,,,,,,
1683598,1980-10-21T00:35:49Z,-41.41,0.0,175.07,0.0,26.0,4.0,ML,,,,1.5,0.2,4,,,,,,
1683599,1980-10-21T03:04:40Z,-41.74,0.0,174.47,0.0,53.0,3.0,ML,,,,3.4,0.4,2,2.9,0.2,8,,,
1561314,1980-10-21T04:40:24Z,-38.43,0.1,176.01,0.1,182.0,7.0,ML,,,,4.0,0.3,7,,,,,,
1561315,1980-10-21T05:05:14Z,-45.44,0.0,167.4,0.1,51.0,10.0,ML,,,,3.6,0.2,5,,,,,,
1561316,1980-10-21T07:17:02Z,-43.2,0.0,171.76,0.0,33.0,0.0,ML,,,,3.6,0.3,4,,,,,,
1683600,1980-10-21T19:13:45Z,-41.27,0.0,175.2,0.0,11.0,2.0,ML,,,,1.7,0.2,7,,,,,,
1683601,1980-10-21T19:27:55Z,-41.27,0.0,175.21,0.0,10.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1561317,1980-10-22T00:07:22Z,-39.68,0.0,173.58,0.0,33.0,0.0,ML,,,,3.5,0.5,6,,,,,,
1561318,1980-10-22T02:58:53Z,-39.8,0.0,176.92,0.1,33.0,0.0,ML,,,,4.2,0.2,7,,,,,,
1683602,1980-10-22T04:14:10Z,-41.12,0.0,174.81,0.0,30.0,1.0,ML,,,,1.3,0.1,4,,,,,,
1683603,1980-10-22T09:56:37Z,-41.7,0.0,174.5,0.0,33.0,1.0,ML,,,,2.0,0.1,4,,,,,,
1561319,1980-10-22T10:16:45Z,-41.31,0.0,173.13,0.1,101.0,6.0,ML,,,,3.8,0.3,2,,,,,,
1561320,1980-10-22T19:00:42Z,-41.56,0.0,171.91,0.0,12.0,0.0,ML,,,,3.7,0.3,4,,,,,,
1683604,1980-10-22T20:31:54Z,-41.02,0.0,174.85,0.0,50.0,0.0,ML,,,,2.1,0.1,5,,,,,,
1583821,1980-10-23T03:40:24Z,-43.6,0.0,170.55,0.0,5.0,1.0,ML,,,,2.1,0.1,5,,,,,,
1683605,1980-10-23T07:58:17Z,-41.33,0.0,175.07,0.0,39.0,0.0,ML,,,,1.9,0.1,6,,,,,,
1683606,1980-10-23T08:42:31Z,-41.34,0.0,174.97,0.0,27.0,1.0,ML,,,,1.9,0.1,7,,,,,,
1683607,1980-10-23T08:53:12Z,-40.85,0.0,174.76,0.0,13.0,0.0,ML,,,,2.1,0.2,6,,,,,,
1683608,1980-10-23T09:19:43Z,-41.04,0.0,174.81,0.0,33.0,1.0,ML,,,,1.7,0.2,6,,,,,,
1683609,1980-10-24T01:26:03Z,-41.12,0.0,174.63,0.0,34.0,0.0,ML,,,,1.7,0.2,6,,,,,,
1683610,1980-10-24T02:08:13Z,-41.23,0.0,174.64,0.0,26.0,1.0,ML,,,,2.0,0.2,7,,,,,,
1683611,1980-10-24T02:47:03Z,-41.07,0.0,175.14,0.0,32.0,2.0,ML,,,,1.7,0.2,9,,,,,,
1583822,1980-10-24T07:12:38Z,-43.59,0.0,170.56,0.0,4.0,1.0,ML,,,,2.2,0.2,6,,,,,,
1683612,1980-10-24T11:32:34Z,-40.73,0.0,174.75,0.0,35.0,1.0,ML,,,,1.9,0.2,4,,,,,,
1683613,1980-10-24T17:08:00Z,-41.54,0.0,174.94,0.0,27.0,1.0,ML,,,,1.8,0.1,5,,,,,,
1683614,1980-10-24T17:46:54Z,-40.74,0.0,174.88,0.0,36.0,3.0,ML,,,,1.8,0.3,5,,,,,,
1583823,1980-10-24T20:49:18Z,-43.76,0.0,169.64,0.0,2.0,0.0,ML,,,,2.5,0.1,6,,,,,,
1683615,1980-10-25T00:34:00Z,-40.78,0.0,175.26,0.0,29.0,3.0,ML,,,,2.4,0.2,5,,,,,,
1561321,1980-10-25T11:17:44Z,-45.18,0.0,167.37,0.0,93.0,5.0,ML,,,,3.7,0.3,5,,,,,,
1683616,1980-10-25T15:38:10Z,-40.87,0.0,174.94,0.0,44.0,2.0,ML,,,,2.2,0.1,6,,,,,,
1561322,1980-10-25T21:11:19Z,-37.14,0.1,176.76,0.1,223.0,5.0,ML,,,,3.8,0.3,6,,,,,,
1683617,1980-10-26T01:36:08Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.7,0.1,5,,,,,,
1683618,1980-10-26T03:05:49Z,-41.36,0.0,175.13,0.0,27.0,1.0,ML,,,,1.5,0.1,4,,,,,,
1683619,1980-10-26T03:44:51Z,-40.54,0.1,174.64,0.0,39.0,8.0,ML,,,,2.9,0.1,4,2.9,0.2,5,,,
1561323,1980-10-26T06:37:22Z,-42.83,0.0,171.0,0.1,12.0,0.0,ML,,,,3.8,0.3,9,,,,,,
1683620,1980-10-26T06:39:59Z,-41.24,0.0,175.18,0.0,24.0,1.0,ML,,,,1.6,0.2,7,,,,,,
1561324,1980-10-26T08:14:07Z,-38.84,0.0,175.21,0.1,227.0,8.0,ML,,,,4.0,0.4,7,,,,,,
1583824,1980-10-26T10:03:45Z,-44.31,0.0,169.92,0.0,9.0,0.0,ML,,,,1.4,0.1,5,,,,,,
1683621,1980-10-26T14:05:21Z,-41.25,0.0,174.4,0.0,35.0,1.0,ML,,,,1.7,0.2,5,,,,,,
1683622,1980-10-26T17:01:14Z,-41.06,0.0,175.34,0.0,27.0,1.0,ML,,,,1.7,0.3,7,,,,,,
1683623,1980-10-27T03:13:58Z,-41.05,0.0,174.45,0.0,13.0,3.0,ML,,,,1.3,0.1,4,,,,,,
1683624,1980-10-27T03:24:16Z,-41.38,0.0,174.86,0.0,36.0,4.0,ML,,,,1.6,0.2,5,,,,,,
1683625,1980-10-27T03:30:43Z,-41.01,0.0,175.59,0.0,28.0,1.0,ML,,,,2.4,0.1,5,,,,,,
1561326,1980-10-27T05:07:15Z,-39.77,0.0,177.16,0.0,33.0,0.0,ML,,,,3.4,0.3,9,,,,,,
1683626,1980-10-27T13:45:15Z,-40.71,0.0,175.36,0.0,30.0,3.0,ML,,,,2.1,0.2,4,,,,,,
1583825,1980-10-27T15:16:39Z,-44.0,0.0,169.66,0.0,6.0,1.0,ML,,,,1.9,0.3,4,,,,,,
1561327,1980-10-27T15:58:05Z,-36.1,0.0,174.1,0.1,12.0,0.0,ML,,,,2.8,0.3,3,,,,,,
1683627,1980-10-27T23:52:39Z,-41.47,0.0,175.48,0.0,43.0,1.0,ML,,,,2.3,0.2,3,,,,,,
1561328,1980-10-28T03:22:35Z,-40.74,0.1,176.8,0.1,33.0,0.0,ML,,,,3.8,0.2,10,,,,,,
1561329,1980-10-28T03:40:35Z,-37.94,0.1,176.17,0.2,225.0,26.0,ML,,,,3.6,0.3,5,,,,,,
1561330,1980-10-28T03:59:50Z,-37.77,0.1,176.28,0.1,307.0,6.0,ML,,,,4.4,0.2,6,,,,,,
1683628,1980-10-28T05:39:54Z,-41.68,0.0,174.23,0.0,31.0,1.0,ML,,,,1.9,0.1,4,,,,,,
1583826,1980-10-28T07:29:33Z,-43.63,0.0,169.81,0.0,1.0,0.0,ML,,,,2.2,0.2,6,,,,,,
1683629,1980-10-28T13:44:33Z,-41.53,0.0,174.66,0.0,30.0,2.0,ML,,,,2.0,0.1,4,,,,,,
1683630,1980-10-28T15:11:49Z,-41.34,0.0,175.17,0.0,24.0,0.0,ML,,,,1.7,0.1,4,,,,,,
1683631,1980-10-28T15:21:54Z,-41.34,0.0,175.16,0.0,23.0,0.0,ML,,,,1.9,0.1,6,,,,,,
1683632,1980-10-28T20:00:14Z,-41.33,0.0,175.15,0.0,26.0,1.0,ML,,,,1.7,0.1,4,,,,,,
1683633,1980-10-29T00:41:37Z,-41.51,0.0,175.63,0.0,25.0,1.0,ML,,,,2.1,0.2,2,2.4,nan,2,,,
1561331,1980-10-29T08:37:58Z,-39.59,0.0,174.15,0.1,209.0,5.0,ML,,,,4.5,0.2,4,,,,,,
1683634,1980-10-29T11:47:13Z,-41.1,0.0,174.63,0.0,34.0,1.0,ML,,,,2.1,0.2,6,,,,,,
1683635,1980-10-29T14:56:38Z,-41.56,0.0,174.32,0.0,30.0,7.0,ML,,,,2.0,0.2,5,,,,,,
1561332,1980-10-29T16:36:35Z,-39.95,0.0,175.39,0.0,12.0,0.0,ML,,,,3.6,0.3,8,,,,,,
1683636,1980-10-29T17:30:18Z,-41.28,0.0,175.04,0.0,22.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1561333,1980-10-29T18:13:55Z,-47.7,0.1,166.11,0.1,12.0,0.0,ML,,,,4.4,0.3,7,,,,,,
1683637,1980-10-30T03:52:57Z,-40.84,0.0,174.91,0.0,35.0,1.0,ML,,,,1.9,0.4,3,,,,,,
1583827,1980-10-30T06:29:29Z,-44.24,0.0,169.82,0.0,5.0,0.0,ML,,,,1.9,0.2,6,,,,,,
1683638,1980-10-30T10:02:42Z,-40.83,0.0,175.35,0.0,27.0,3.0,ML,,,,1.9,0.1,5,,,,,,
1683639,1980-10-30T14:54:51Z,-41.08,0.0,175.51,0.0,28.0,1.0,ML,,,,1.8,0.2,6,,,,,,
1683640,1980-10-31T05:22:23Z,-41.27,0.0,175.24,0.0,25.0,0.0,ML,,,,1.9,0.2,7,,,,,,
1561335,1980-10-31T10:26:21Z,-37.93,0.2,176.87,0.1,1.0,20.0,ML,,,,2.9,0.3,3,,,,,,
1683641,1980-10-31T18:23:40Z,-41.17,0.0,175.09,0.0,7.0,1.0,ML,,,,1.2,0.4,3,,,,,,
1683642,1980-10-31T21:44:34Z,-41.21,0.0,174.89,0.0,18.0,1.0,ML,,,,1.8,0.1,6,,,,,,
1683643,1980-11-01T06:47:10Z,-41.46,0.0,175.32,0.0,17.0,1.0,ML,,,,1.5,0.2,6,,,,,,
1683644,1980-11-01T07:26:35Z,-41.83,0.0,174.78,0.0,28.0,1.0,ML,,,,2.2,0.3,5,,,,,,
1683645,1980-11-01T13:53:28Z,-41.25,0.0,175.63,0.0,17.0,2.0,ML,,,,2.1,0.2,5,,,,,,
1683646,1980-11-01T17:22:02Z,-41.08,0.0,174.71,0.0,35.0,1.0,ML,,,,1.6,0.2,5,,,,,,
1561336,1980-11-01T23:59:30Z,-37.98,0.1,175.82,0.1,253.0,16.0,ML,,,,3.6,0.4,6,,,,,,
1561337,1980-11-02T10:10:31Z,-38.79,0.0,177.08,0.0,33.0,0.0,ML,,,,4.1,0.3,11,,,,,,
1561338,1980-11-02T10:21:12Z,-38.77,0.0,177.11,0.1,33.0,0.0,ML,,,,3.4,0.2,10,,,,,,
1561339,1980-11-02T11:01:33Z,-38.78,0.0,177.06,0.0,33.0,0.0,ML,,,,2.7,0.3,4,,,,,,
1683647,1980-11-02T23:53:27Z,-41.16,0.0,175.77,0.0,22.0,0.0,ML,,,,2.1,0.2,7,,,,,,
1683648,1980-11-03T01:46:05Z,-41.09,0.0,175.2,0.0,26.0,2.0,ML,,,,1.6,0.2,6,,,,,,
1561340,1980-11-03T06:56:51Z,-40.05,0.0,176.88,0.1,12.0,0.0,ML,,,,3.2,0.4,2,,,,,,
1561341,1980-11-03T06:57:19Z,-38.58,0.0,175.23,0.1,255.0,5.0,ML,,,,4.8,0.3,7,,,,,,
1683649,1980-11-03T09:38:31Z,-41.41,0.0,175.42,0.0,15.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1583828,1980-11-03T17:12:31Z,-44.33,0.0,170.0,0.0,12.0,1.0,ML,,,,1.7,0.1,6,,,,,,
1683650,1980-11-03T19:15:44Z,-41.77,0.0,174.53,0.0,40.0,6.0,ML,,,,3.2,0.1,2,3.1,0.1,8,,,
1561343,1980-11-04T02:42:59Z,-40.25,0.0,179.01,0.1,33.0,0.0,ML,,,,4.3,0.2,10,,,,,,
1683651,1980-11-04T12:02:17Z,-41.05,0.0,174.45,0.0,39.0,2.0,ML,,,,2.4,0.2,5,,,,,,
1683652,1980-11-04T14:24:25Z,-41.42,0.0,175.01,0.0,25.0,1.0,ML,,,,1.7,0.2,5,,,,,,
1561346,1980-11-04T16:52:21Z,-42.28,0.0,173.15,0.0,12.0,0.0,ML,,,,3.7,0.2,9,,,,,,
1683653,1980-11-04T21:37:43Z,-40.83,0.0,175.07,0.0,43.0,0.0,ML,,,,2.1,0.2,4,,,,,,
1683654,1980-11-04T23:58:36Z,-41.35,0.0,175.11,0.0,25.0,1.0,ML,,,,2.0,0.2,6,,,,,,
1683655,1980-11-05T02:53:42Z,-41.15,0.0,175.16,0.0,11.0,0.0,ML,,,,1.6,0.2,4,,,,,,
1683656,1980-11-05T04:35:00Z,-41.12,0.0,175.71,0.0,18.0,2.0,ML,,,,2.0,0.2,8,,,,,,
1561347,1980-11-05T05:04:35Z,-38.27,0.0,176.35,0.0,144.0,4.0,ML,,,,4.1,0.2,8,,,,,,
1683657,1980-11-05T08:22:49Z,-41.66,0.1,174.09,0.0,62.0,4.0,ML,,,,2.3,0.2,5,,,,,,
1583829,1980-11-05T11:01:50Z,-44.3,0.0,169.59,0.0,5.0,3.0,ML,,,,2.4,0.1,5,,,,,,
1561349,1980-11-05T11:38:25Z,-44.42,0.1,167.1,0.1,12.0,0.0,ML,,,,4.4,0.2,10,,,,,,
1683658,1980-11-05T15:32:33Z,-41.49,0.0,174.52,0.0,29.0,2.0,ML,,,,1.6,0.1,5,,,,,,
1683659,1980-11-05T15:59:05Z,-40.75,0.0,174.66,0.0,46.0,2.0,ML,,,,1.7,0.2,5,,,,,,
1683660,1980-11-05T21:37:21Z,-41.6,0.0,174.3,0.0,23.0,2.0,ML,,,,2.3,0.2,4,,,,,,
1683661,1980-11-06T10:03:57Z,-40.93,0.0,175.48,0.0,24.0,2.0,ML,,,,2.3,0.2,6,2.4,0.1,2,,,
1683662,1980-11-06T10:57:45Z,-41.21,0.0,174.95,0.0,27.0,0.0,ML,,,,1.5,0.1,7,,,,,,
1683663,1980-11-06T13:21:16Z,-41.2,0.0,174.94,0.0,26.0,2.0,ML,,,,1.4,0.1,7,,,,,,
1683664,1980-11-06T15:03:46Z,-40.79,0.0,174.56,0.0,23.0,2.0,ML,,,,1.8,0.1,4,,,,,,
1683665,1980-11-06T23:04:38Z,-40.93,0.0,174.4,0.0,47.0,1.0,ML,,,,2.4,0.1,4,,,,,,
1561350,1980-11-06T23:22:42Z,-36.11,0.0,174.26,0.0,5.0,0.0,ML,,,,2.6,0.2,2,,,,,,
1683666,1980-11-07T02:56:44Z,-41.23,0.0,174.14,0.1,45.0,2.0,ML,,,,2.2,0.2,6,,,,,,
1583830,1980-11-07T03:04:42Z,-43.67,0.0,170.49,0.0,6.0,1.0,ML,,,,2.0,0.2,4,,,,,,
1683667,1980-11-07T03:09:53Z,-40.87,0.0,175.15,0.0,35.0,1.0,ML,,,,2.1,0.3,3,,,,,,
1561351,1980-11-07T03:46:26Z,-41.18,0.1,176.86,0.1,33.0,0.0,ML,,,,3.8,0.2,4,,,,,,
1683668,1980-11-07T05:32:33Z,-41.03,0.0,174.74,0.0,52.0,0.0,ML,,,,2.4,0.1,4,,,,,,
1683669,1980-11-07T08:22:54Z,-40.92,0.0,175.16,0.0,35.0,2.0,ML,,,,1.9,0.2,4,,,,,,
1683670,1980-11-07T10:08:08Z,-40.84,0.0,175.25,0.0,26.0,6.0,ML,,,,1.9,0.3,4,,,,,,
1583831,1980-11-07T12:55:24Z,-44.03,0.0,169.48,0.1,2.0,7.0,ML,,,,2.1,0.1,5,,,,,,
1683671,1980-11-07T13:07:14Z,-41.37,0.0,174.05,0.1,41.0,4.0,ML,,,,2.1,0.1,6,,,,,,
1683672,1980-11-07T15:36:04Z,-40.9,0.0,175.5,0.0,27.0,2.0,ML,,,,2.6,0.1,3,,,,,,
1683673,1980-11-07T18:35:13Z,-41.28,0.0,175.24,0.0,26.0,1.0,ML,,,,1.8,0.2,6,,,,,,
1683674,1980-11-07T21:32:38Z,-41.2,0.0,174.95,0.0,30.0,1.0,ML,,,,1.5,0.2,6,,,,,,
1683675,1980-11-08T02:06:57Z,-41.29,0.0,174.42,0.0,18.0,3.0,ML,,,,1.4,0.4,4,,,,,,
1561353,1980-11-08T05:30:15Z,-42.26,0.0,173.17,0.0,15.0,4.0,ML,,,,4.3,0.5,9,,,,,,
1683676,1980-11-08T06:01:13Z,-40.98,0.0,175.6,0.0,29.0,1.0,ML,,,,3.2,nan,1,3.2,0.1,10,,,
1683677,1980-11-08T17:08:46Z,-41.58,0.0,174.73,0.0,27.0,1.0,ML,,,,2.2,0.3,2,2.4,0.1,3,,,
1683678,1980-11-09T08:45:43Z,-40.89,0.0,174.4,0.0,53.0,3.0,ML,,,,1.9,0.1,6,,,,,,
1683679,1980-11-09T20:36:33Z,-41.33,0.0,174.45,0.0,35.0,1.0,ML,,,,1.8,0.3,6,,,,,,
1683680,1980-11-10T07:12:39Z,-40.87,0.0,174.73,0.0,52.0,3.0,ML,,,,2.3,0.1,7,,,,,,
1683681,1980-11-10T07:51:43Z,-40.47,0.0,174.9,0.0,14.0,1.0,ML,,,,2.2,0.1,4,,,,,,
1683682,1980-11-10T07:53:33Z,-41.59,0.0,174.73,0.0,26.0,0.0,ML,,,,2.1,0.2,7,,,,,,
1683683,1980-11-10T11:17:56Z,-40.87,0.0,175.16,0.0,31.0,1.0,ML,,,,2.7,nan,1,2.7,0.2,5,,,
1683684,1980-11-10T13:49:58Z,-41.06,0.0,174.67,0.0,56.0,0.0,ML,,,,2.4,0.1,8,,,,,,
1583832,1980-11-10T14:05:06Z,-44.37,0.0,170.41,0.0,8.0,0.0,ML,,,,1.7,0.2,6,,,,,,
1561354,1980-11-10T20:39:29Z,-42.01,0.0,171.43,0.0,12.0,0.0,ML,,,,3.9,0.2,4,,,,,,
1583833,1980-11-10T22:42:46Z,-44.35,0.0,170.21,0.0,2.0,0.0,ML,,,,1.5,0.2,5,,,,,,
1683685,1980-11-10T23:11:51Z,-41.31,0.0,174.9,0.0,29.0,1.0,ML,,,,1.8,0.1,6,,,,,,
1561355,1980-11-11T09:26:56Z,-35.21,0.1,178.37,0.1,309.0,11.0,ML,,,,5.1,0.2,4,,,,,,
1561356,1980-11-11T16:37:09Z,-39.55,0.0,173.56,0.0,12.0,0.0,ML,,,,3.5,0.3,5,,,,,,
1683686,1980-11-11T16:42:43Z,-40.87,0.0,175.14,0.0,35.0,1.0,ML,,,,1.7,0.2,4,,,,,,
1683687,1980-11-11T23:20:45Z,-41.03,0.0,174.91,0.0,31.0,3.0,ML,,,,1.8,0.3,6,,,,,,
1683688,1980-11-12T13:59:17Z,-41.35,0.0,174.67,0.0,49.0,3.0,ML,,,,1.9,0.1,5,,,,,,
1683689,1980-11-12T16:01:25Z,-41.62,0.0,174.77,0.0,26.0,2.0,ML,,,,2.2,0.2,7,,,,,,
1683690,1980-11-12T21:15:29Z,-41.4,0.0,174.58,0.0,26.0,2.0,ML,,,,2.1,0.2,7,,,,,,
1683691,1980-11-12T23:03:22Z,-41.03,0.0,175.47,0.0,34.0,3.0,ML,,,,1.8,0.2,4,,,,,,
1561358,1980-11-13T03:58:31Z,-42.02,0.0,173.82,0.0,12.0,0.0,ML,,,,4.3,0.3,6,,,,,,
1683692,1980-11-13T04:21:19Z,-41.29,0.0,175.21,0.0,22.0,1.0,ML,,,,1.5,0.1,3,,,,,,
1561359,1980-11-14T00:34:11Z,-38.26,0.0,177.54,0.1,33.0,0.0,ML,,,,4.5,0.2,10,,,,,,
1583834,1980-11-14T01:26:07Z,-44.09,0.0,170.74,0.0,5.0,0.0,ML,,,,1.9,0.1,5,,,,,,
1683693,1980-11-14T04:31:16Z,-41.86,0.1,174.04,0.1,41.0,3.0,ML,,,,3.3,0.1,2,3.5,0.2,3,,,
1561360,1980-11-14T05:14:50Z,-39.65,0.0,176.8,0.0,33.0,0.0,ML,,,,4.7,0.4,8,,,,,,
1583835,1980-11-14T12:29:58Z,-44.27,0.0,170.6,0.0,4.0,1.0,ML,,,,2.6,0.2,7,,,,,,
1683694,1980-11-15T01:16:50Z,-41.23,0.0,175.29,0.0,24.0,0.0,ML,,,,1.5,0.2,6,,,,,,
1683695,1980-11-15T15:17:41Z,-41.63,0.0,174.22,0.0,31.0,2.0,ML,,,,2.1,0.2,7,,,,,,
1683696,1980-11-15T15:28:36Z,-41.01,0.0,174.43,0.0,46.0,2.0,ML,,,,2.3,0.2,7,,,,,,
1683697,1980-11-15T15:52:05Z,-41.43,0.0,174.39,0.0,30.0,1.0,ML,,,,1.8,0.1,5,,,,,,
1683698,1980-11-15T18:23:31Z,-41.09,0.0,173.98,0.0,65.0,2.0,ML,,,,2.0,0.2,5,,,,,,
1683699,1980-11-15T19:19:27Z,-41.15,0.0,175.07,0.0,21.0,1.0,ML,,,,2.1,0.3,7,,,,,,
1683700,1980-11-15T20:29:27Z,-41.16,0.0,175.07,0.0,22.0,2.0,ML,,,,1.5,0.2,4,,,,,,
1683701,1980-11-15T20:42:40Z,-41.14,0.0,175.13,0.0,21.0,4.0,ML,,,,1.4,0.2,4,,,,,,
1561361,1980-11-16T02:48:09Z,-40.18,0.0,174.9,0.1,12.0,0.0,ML,,,,4.4,0.3,9,,,,,,
1683702,1980-11-16T03:52:49Z,-40.97,0.0,175.39,0.0,24.0,0.0,ML,,,,1.9,0.1,4,,,,,,
1561362,1980-11-16T06:12:24Z,-40.2,0.0,175.03,0.1,12.0,0.0,ML,,,,3.5,0.3,6,,,,,,
1683703,1980-11-16T14:02:05Z,-41.63,0.0,174.05,0.0,43.0,4.0,ML,,,,2.9,0.3,2,,,,,,
1583836,1980-11-16T14:15:30Z,-44.34,0.0,170.08,0.0,10.0,0.0,ML,,,,1.8,0.1,6,,,,,,
1561363,1980-11-16T16:07:08Z,-40.15,0.0,174.85,0.0,12.0,0.0,ML,,,,3.7,0.3,7,,,,,,
1561364,1980-11-17T03:16:49Z,-40.07,0.0,177.01,0.1,33.0,0.0,ML,,,,4.0,0.3,10,,,,,,
1561365,1980-11-17T10:17:42Z,-37.92,0.1,-179.27,0.1,33.0,0.0,ML,,,,4.5,0.3,9,,,,,,
1683704,1980-11-17T13:00:09Z,-41.59,0.0,175.4,0.0,30.0,1.0,ML,,,,2.0,0.2,4,,,,,,
1561366,1980-11-17T15:12:55Z,-38.64,0.0,176.67,0.0,33.0,0.0,ML,,,,2.8,0.2,5,,,,,,
1683705,1980-11-18T05:39:15Z,-41.85,0.0,174.8,0.0,33.0,1.0,ML,,,,2.6,0.2,9,,,,,,
1583837,1980-11-18T08:13:10Z,-44.46,0.0,169.98,0.0,9.0,1.0,ML,,,,2.0,0.0,3,,,,,,
1561368,1980-11-18T08:27:55Z,-37.75,0.0,176.4,0.0,12.0,0.0,ML,,,,2.6,0.3,2,,,,,,
1683706,1980-11-18T12:26:34Z,-41.36,0.0,175.12,0.0,27.0,0.0,ML,,,,1.8,0.2,10,,,,,,
1561370,1980-11-18T21:25:33Z,-39.27,0.0,175.73,0.0,88.0,5.0,ML,,,,4.1,0.2,6,,,,,,
1683707,1980-11-19T06:00:03Z,-40.99,0.0,174.69,0.0,38.0,1.0,ML,,,,1.8,0.3,5,,,,,,
1683708,1980-11-19T08:08:51Z,-41.01,0.0,175.61,0.0,11.0,1.0,ML,,,,2.1,0.4,5,,,,,,
1683709,1980-11-19T13:01:32Z,-40.92,0.0,175.48,0.0,20.0,2.0,ML,,,,2.6,0.1,2,2.4,nan,1,,,
1561372,1980-11-19T16:41:41Z,-45.28,0.1,167.34,0.1,33.0,0.0,ML,,,,4.3,0.2,5,,,,,,
1683710,1980-11-19T18:21:20Z,-41.36,0.0,175.12,0.0,28.0,1.0,ML,,,,1.9,0.4,3,,,,,,
1683711,1980-11-19T22:09:06Z,-41.1,0.0,174.13,0.0,52.0,3.0,ML,,,,2.3,0.2,5,,,,,,
1683712,1980-11-20T04:59:38Z,-41.03,0.0,175.54,0.0,10.0,1.0,ML,,,,2.6,0.1,2,2.8,0.1,3,,,
1683713,1980-11-20T09:58:50Z,-41.09,0.0,174.72,0.0,33.0,2.0,ML,,,,1.6,0.1,5,,,,,,
1683714,1980-11-20T11:17:32Z,-40.99,0.0,175.65,0.0,13.0,1.0,ML,,,,1.9,0.2,4,,,,,,
1683715,1980-11-20T13:14:46Z,-41.02,0.0,175.6,0.0,12.0,1.0,ML,,,,3.1,0.1,2,3.5,0.1,4,,,
1683716,1980-11-20T13:21:35Z,-41.52,0.0,174.08,0.0,32.0,1.0,ML,,,,2.0,0.1,4,,,,,,
1683717,1980-11-20T13:34:18Z,-41.01,0.0,175.61,0.0,12.0,1.0,ML,,,,3.1,nan,1,3.5,0.1,4,,,
1683718,1980-11-20T13:40:08Z,-41.0,0.0,175.62,0.0,12.0,2.0,ML,,,,2.0,nan,4,,,,,,
1561373,1980-11-20T14:20:29Z,-41.0,0.0,175.48,0.0,3.0,0.0,ML,,,,3.5,0.4,4,,,,,,
1683720,1980-11-20T14:34:39Z,-41.01,0.0,175.61,0.0,14.0,0.0,ML,,,,1.9,0.1,5,,,,,,
1583838,1980-11-20T16:21:23Z,-44.42,0.0,169.46,0.0,7.0,0.0,ML,,,,1.8,0.2,4,,,,,,
1683721,1980-11-20T19:47:12Z,-40.87,0.0,175.55,0.0,13.0,2.0,ML,,,,2.3,0.1,5,,,,,,
1561374,1980-11-20T20:56:54Z,-35.81,0.1,179.87,0.1,202.0,9.0,ML,,,,5.1,0.3,8,,,,,,
1683722,1980-11-21T02:20:16Z,-40.96,0.0,175.5,0.0,27.0,1.0,ML,,,,2.2,0.2,4,,,,,,
1683723,1980-11-21T03:01:44Z,-41.23,0.0,173.98,0.0,48.0,2.0,ML,,,,2.5,0.2,3,2.2,0.1,2,,,
1683724,1980-11-21T19:11:15Z,-41.36,0.0,175.11,0.0,27.0,1.0,ML,,,,2.0,0.3,8,,,,,,
1683725,1980-11-21T22:39:12Z,-41.0,0.0,175.64,0.0,12.0,1.0,ML,,,,2.0,0.3,3,,,,,,
1683726,1980-11-22T00:36:05Z,-40.95,0.0,175.0,0.0,27.0,2.0,ML,,,,1.9,0.1,6,,,,,,
1683727,1980-11-22T01:31:43Z,-41.01,0.0,175.62,0.0,13.0,1.0,ML,,,,2.1,0.2,5,,,,,,
1683728,1980-11-22T11:18:17Z,-41.55,0.0,174.49,0.0,19.0,3.0,ML,,,,2.0,0.3,6,,,,,,
1683729,1980-11-22T16:38:55Z,-41.03,0.0,174.68,0.0,55.0,1.0,ML,,,,2.2,0.2,6,,,,,,
1683730,1980-11-22T17:08:29Z,-41.38,0.0,174.73,0.0,53.0,2.0,ML,,,,2.5,0.3,4,,,,,,
1561380,1980-11-22T19:23:09Z,-37.2,0.1,176.93,0.1,234.0,5.0,ML,,,,4.0,0.4,5,,,,,,
1683731,1980-11-22T20:16:01Z,-41.12,0.0,175.83,0.0,27.0,1.0,ML,,,,2.2,0.2,6,,,,,,
