PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2013p003635,2013-01-02T08:16:48Z,-43.63,4.4,170.54,3.3,5.0,0.0,M,,,,3.2,0.2,10,2.9,nan,6,,,,2.9,0.3,6
2013p003996,2013-01-02T11:29:29Z,-43.63,4.4,170.54,4.8,5.0,0.0,M,,,,3.2,0.1,8,3.1,nan,10,,,,3.1,0.3,10
2013p004392,2013-01-02T15:00:23Z,-39.34,1.7,173.69,1.4,10.0,1.0,M,,,,3.6,0.2,22,3.3,nan,29,,,,3.3,0.2,29
2013p004473,2013-01-02T15:43:18Z,-39.33,1.3,173.68,1.3,10.0,1.0,M,,,,3.2,0.2,17,2.9,nan,17,,,,2.9,0.2,17
2013p004530,2013-01-02T16:13:35Z,-39.34,1.2,173.7,1.5,12.0,1.0,M,,,,2.8,0.3,11,2.5,nan,11,,,,2.5,0.4,11
2013p004675,2013-01-02T17:30:58Z,-43.79,5.9,170.5,4.2,5.0,0.0,M,,,,3.4,0.2,9,2.9,nan,5,,,,2.9,0.3,5
2013p004766,2013-01-02T18:19:19Z,-38.31,3.5,176.07,4.1,154.0,7.0,M,,,,,,,2.2,nan,11,,,,2.2,0.4,11
2013p004931,2013-01-02T19:47:20Z,-39.24,1.0,175.36,1.3,18.0,1.0,M,,,,1.5,0.3,11,1.1,nan,11,,,,1.1,0.3,11
2013p005397,2013-01-02T23:55:44Z,-43.63,4.3,170.54,6.3,5.0,0.0,M,,,,3.1,0.1,6,2.6,nan,6,,,,2.6,0.2,6
2013p005667,2013-01-03T02:19:25Z,-42.27,4.9,175.21,4.8,33.0,0.0,M,,,,2.9,0.2,14,2.4,nan,12,,,,2.4,0.2,12
2013p005788,2013-01-03T03:24:55Z,-39.23,1.0,175.36,1.2,18.0,1.0,M,,,,1.5,0.1,11,1.2,nan,11,,,,1.2,0.2,11
2013p005929,2013-01-03T04:39:13Z,-37.89,1.1,176.96,1.5,10.0,2.0,M,,,,2.6,0.3,12,2.3,nan,15,,,,2.3,0.2,15
2013p005955,2013-01-03T04:53:03Z,-38.18,3.5,176.2,2.0,153.0,4.0,M,,,,,,,2.5,nan,28,,,,2.5,0.4,28
2013p005996,2013-01-03T05:14:57Z,-37.9,1.7,176.93,3.4,73.0,3.0,M,,,,2.9,0.2,17,2.6,nan,19,,,,2.6,0.3,19
2013p006075,2013-01-03T05:57:10Z,-37.9,1.0,176.96,1.8,10.0,2.0,M,,,,2.6,0.3,17,2.2,nan,19,,,,2.2,0.5,19
2013p006357,2013-01-03T08:27:23Z,-45.04,4.4,167.51,3.2,5.0,0.0,M,,,,3.0,0.3,8,2.5,nan,5,,,,2.5,0.3,5
2013p006464,2013-01-03T09:25:01Z,-39.17,0.9,177.55,1.4,32.0,2.0,M,,,,3.2,0.3,18,2.8,nan,21,,,,2.8,0.4,21
2013p006750,2013-01-03T11:56:24Z,-38.92,0.5,175.7,1.0,10.0,1.0,M,,,,1.8,0.3,11,1.5,nan,13,,,,1.5,0.4,13
2013p006754,2013-01-03T11:59:03Z,-45.3,2.7,166.94,3.9,15.0,5.0,M,,,,3.5,0.2,13,3.2,nan,12,,,,3.2,0.4,12
2013p006771,2013-01-03T12:08:31Z,-38.92,0.6,175.7,1.0,9.0,1.0,M,,,,1.5,0.3,12,1.3,nan,10,,,,1.3,0.5,10
2013p006791,2013-01-03T12:18:47Z,-38.29,2.4,175.74,2.4,175.0,6.0,M,,,,,,,2.3,nan,28,,,,2.3,0.4,28
2013p006799,2013-01-03T12:22:59Z,-39.34,1.4,173.69,1.4,10.0,1.0,M,,,,2.5,0.3,12,2.2,nan,12,,,,2.2,0.4,12
2013p007223,2013-01-03T16:08:37Z,-38.1,0.6,176.67,0.7,9.0,1.0,M,,,,2.0,0.3,19,1.9,nan,18,,,,1.9,0.4,18
2013p007300,2013-01-03T16:49:38Z,-38.42,2.2,176.02,2.4,157.0,5.0,M,,,,,,,2.5,nan,31,,,,2.5,0.4,31
2013p007387,2013-01-03T17:35:58Z,-35.32,9.7,179.22,11.8,226.0,14.0,M,,,,,,,3.7,nan,26,,,,3.7,0.3,26
2013p007488,2013-01-03T18:29:52Z,-43.48,1.2,172.8,1.1,10.0,2.0,M,,,,2.8,0.4,11,2.3,nan,7,,,,2.3,0.4,7
2013p007705,2013-01-03T20:25:20Z,-40.84,1.2,174.76,1.5,17.0,2.0,M,,,,2.5,0.2,22,2.2,nan,23,,,,2.2,0.2,23
2013p007827,2013-01-03T21:30:36Z,-39.29,1.4,177.74,3.0,22.0,4.0,M,,,,2.5,0.1,11,2.1,nan,9,,,,2.1,0.2,9
2013p008051,2013-01-03T23:29:54Z,-38.13,2.9,176.29,4.2,160.0,5.0,M,,,,,,,2.5,nan,28,,,,2.5,0.3,28
2013p008078,2013-01-03T23:44:22Z,-37.09,4.6,176.93,2.9,209.0,6.0,M,,,,,,,3.4,nan,47,,,,3.4,0.5,47
2013p008132,2013-01-04T00:12:57Z,-41.07,0.8,175.93,2.3,29.0,2.0,M,,,,3.5,0.1,22,3.2,nan,28,,,,3.2,0.2,28
2013p008227,2013-01-04T01:03:36Z,-38.18,3.5,176.03,6.8,155.0,6.0,M,,,,,,,2.3,nan,17,,,,2.3,0.3,17
2013p008518,2013-01-04T03:38:26Z,-44.92,4.4,168.79,4.6,5.0,0.0,M,,,,2.7,0.2,7,2.4,nan,5,,,,2.4,0.4,5
2013p008894,2013-01-04T06:59:04Z,-38.79,5.6,175.17,4.9,204.0,6.0,M,,,,,,,2.3,nan,18,,,,2.3,0.5,18
2013p009004,2013-01-04T07:57:00Z,-38.83,0.6,175.92,0.9,15.0,2.0,M,,,,1.8,0.2,12,1.6,nan,11,,,,1.6,0.3,11
2013p009003,2013-01-04T07:57:20Z,-38.82,0.9,175.94,1.6,13.0,2.0,M,,,,1.8,0.2,9,1.6,nan,12,,,,1.6,0.3,12
2013p009086,2013-01-04T08:41:27Z,-39.24,1.1,175.35,0.9,18.0,1.0,M,,,,1.7,0.4,16,1.3,nan,16,,,,1.3,0.4,16
2013p009292,2013-01-04T10:31:10Z,-39.34,1.3,173.69,1.3,10.0,1.0,M,,,,3.0,0.2,20,2.8,nan,25,,,,2.8,0.3,25
2013p009465,2013-01-04T12:03:01Z,-39.34,1.1,173.69,1.3,10.0,1.0,M,,,,3.0,0.2,19,2.7,nan,22,,,,2.7,0.3,22
2013p009529,2013-01-04T12:37:12Z,-42.54,0.8,172.77,1.3,5.0,1.0,M,,,,2.5,0.2,11,2.4,nan,6,,,,2.4,0.2,6
2013p009533,2013-01-04T12:39:31Z,-37.3,4.3,177.12,2.6,139.0,7.0,M,,,,,,,2.4,nan,12,,,,2.4,0.3,12
2013p009600,2013-01-04T13:15:20Z,-40.12,1.3,174.96,1.0,20.0,3.0,M,,,,3.1,0.2,44,2.9,nan,52,,,,2.9,0.3,52
2013p009626,2013-01-04T13:28:53Z,-40.73,2.7,173.36,3.1,155.0,4.0,M,,,,,,,2.7,nan,24,,,,2.7,0.3,24
2013p010265,2013-01-04T19:09:13Z,-39.16,1.1,175.38,1.1,12.0,2.0,M,,,,1.5,0.2,12,1.3,nan,13,,,,1.3,0.4,13
2013p010556,2013-01-04T21:44:41Z,-37.46,4.9,176.6,5.1,194.0,7.0,M,,,,,,,2.5,nan,13,,,,2.5,0.4,13
2013p010751,2013-01-04T23:28:11Z,-36.99,4.6,177.42,2.4,189.0,6.0,M,,,,,,,3.7,nan,60,,,,3.7,0.5,60
2013p010952,2013-01-05T01:15:37Z,-43.68,4.4,168.59,3.7,12.0,0.0,M,,,,3.1,0.2,11,2.9,nan,7,,,,2.9,0.1,7
2013p011081,2013-01-05T02:24:16Z,-39.64,15.7,174.35,16.5,281.0,16.0,M,,,,,,,2.2,nan,8,,,,2.2,0.3,8
2013p011104,2013-01-05T02:36:32Z,-41.03,1.0,174.77,1.2,56.0,1.0,M,,,,4.3,0.3,35,4.0,nan,48,,,,4.0,0.4,48
2013p011399,2013-01-05T05:14:19Z,-41.03,1.2,174.76,1.2,57.0,2.0,M,,,,2.0,0.2,13,1.7,nan,12,,,,1.7,0.4,12
2013p011576,2013-01-05T06:47:50Z,-45.0,8.7,168.77,5.6,5.0,0.0,M,,,,3.1,0.2,12,2.9,nan,11,,,,2.9,0.2,11
2013p011782,2013-01-05T08:37:26Z,-45.56,3.6,167.07,2.8,61.0,3.0,M,,,,3.0,0.3,8,2.5,nan,6,,,,2.5,0.6,6
2013p011845,2013-01-05T09:11:14Z,-42.71,4.5,171.94,3.5,5.0,0.0,M,,,,2.9,0.2,18,2.7,nan,15,,,,2.7,0.2,15
2013p012312,2013-01-05T13:19:54Z,-35.02,12.2,179.13,15.8,263.0,11.0,M,4.2,0.2,7,,,,3.6,nan,32,3.2,0.4,7,4.0,0.3,32
2013p012659,2013-01-05T16:25:02Z,-38.99,1.0,177.91,1.8,38.0,1.0,M,,,,3.3,0.2,25,3.0,nan,31,,,,3.0,0.3,31
2013p012971,2013-01-05T19:11:21Z,-39.24,1.0,175.42,0.9,17.0,2.0,M,,,,1.8,0.3,18,1.6,nan,21,,,,1.6,0.4,21
2013p013296,2013-01-05T22:04:21Z,-39.01,1.1,177.89,2.0,23.0,2.0,M,,,,3.1,0.3,22,2.8,nan,26,,,,2.8,0.4,26
2013p013724,2013-01-06T01:52:24Z,-38.61,2.4,176.03,2.5,116.0,5.0,M,,,,,,,2.0,nan,14,,,,2.0,0.3,14
2013p014214,2013-01-06T06:13:39Z,-38.17,0.7,176.26,0.8,10.0,2.0,M,,,,1.8,0.4,7,1.6,nan,10,,,,1.6,0.5,10
2013p014218,2013-01-06T06:15:58Z,-38.2,1.2,176.25,1.0,5.0,2.0,M,,,,2.2,0.2,7,1.8,nan,11,,,,1.8,0.4,11
2013p014220,2013-01-06T06:16:34Z,-38.18,0.8,176.24,0.7,10.0,1.0,M,,,,2.4,0.2,12,2.1,nan,14,,,,2.1,0.4,14
2013p014524,2013-01-06T08:58:57Z,-38.02,2.6,176.32,2.6,95.0,6.0,M,,,,,,,2.1,nan,8,,,,2.1,0.3,8
2013p014708,2013-01-06T10:36:55Z,-38.88,7.3,178.51,8.1,33.0,0.0,M,,,,2.7,0.2,10,2.5,nan,10,,,,2.5,0.2,10
2013p014975,2013-01-06T12:58:42Z,-36.8,10.2,176.61,18.2,203.0,16.0,M,,,,,,,2.7,nan,9,,,,2.7,0.3,9
2013p015003,2013-01-06T13:14:05Z,-39.34,1.4,173.69,1.5,10.0,1.0,M,,,,3.0,0.2,14,2.7,nan,16,,,,2.7,0.3,16
2013p015048,2013-01-06T13:38:03Z,-44.1,3.0,171.26,3.3,22.0,5.0,M,,,,2.4,0.3,6,2.5,nan,7,,,,2.5,0.3,7
2013p015127,2013-01-06T14:20:25Z,-41.04,1.5,174.9,1.6,53.0,2.0,M,,,,2.0,0.2,10,1.8,nan,10,,,,1.8,0.1,10
2013p015289,2013-01-06T15:46:09Z,-36.87,8.8,177.06,5.2,245.0,8.0,M,,,,,,,2.5,nan,13,,,,2.5,0.4,13
2013p015295,2013-01-06T15:49:13Z,-38.54,1.2,176.25,1.4,125.0,3.0,M,,,,,,,3.7,nan,78,,,,3.7,0.6,78
2013p015562,2013-01-06T18:11:57Z,-38.5,1.0,178.18,1.4,27.0,2.0,M,,,,3.6,0.2,23,3.3,nan,28,,,,3.3,0.2,28
2013p015969,2013-01-06T21:48:47Z,-38.5,0.8,178.17,1.2,25.0,3.0,M,,,,2.7,0.2,14,2.5,nan,16,,,,2.5,0.3,16
2013p016128,2013-01-06T23:13:22Z,-39.34,1.7,173.7,2.1,10.0,2.0,M,,,,2.9,0.2,14,2.7,nan,17,,,,2.7,0.3,17
2013p016339,2013-01-07T01:05:28Z,-38.5,0.9,178.16,1.2,25.0,2.0,M,,,,3.0,0.2,15,2.7,nan,17,,,,2.7,0.2,17
2013p016411,2013-01-07T01:43:42Z,-41.24,2.6,172.84,3.7,121.0,4.0,M,,,,,,,4.1,nan,18,,,,4.1,0.3,18
2013p016747,2013-01-07T04:42:54Z,-45.2,3.5,167.36,4.5,119.0,4.0,M,,,,,,,3.1,nan,10,,,,3.1,0.4,10
2013p016807,2013-01-07T05:14:49Z,-43.73,1.2,172.6,1.0,13.0,1.0,M,,,,3.0,0.2,12,2.8,nan,9,,,,2.8,0.4,9
2013p017230,2013-01-07T09:00:15Z,-39.66,1.3,176.98,1.4,34.0,3.0,M,,,,2.3,0.3,11,2.0,nan,9,,,,2.0,0.4,9
2013p017281,2013-01-07T09:27:24Z,-39.21,0.6,173.9,1.3,16.0,1.0,M,,,,2.6,0.3,11,2.2,nan,9,,,,2.2,0.3,9
2013p017284,2013-01-07T09:29:24Z,-39.48,0.9,177.26,1.2,18.0,2.0,M,,,,3.0,0.2,20,2.8,nan,24,,,,2.8,0.2,24
2013p017605,2013-01-07T12:20:04Z,-41.85,1.3,174.26,2.3,51.0,3.0,M,,,,2.9,0.3,24,2.5,nan,22,,,,2.5,0.3,22
2013p017755,2013-01-07T13:40:07Z,-38.11,2.3,176.36,2.2,159.0,4.0,M,,,,,,,2.5,nan,42,,,,2.5,0.7,42
2013p017799,2013-01-07T14:03:29Z,-41.51,1.7,173.42,2.7,76.0,3.0,M,,,,3.3,0.1,25,3.0,nan,24,,,,3.0,0.3,24
2013p017902,2013-01-07T14:58:32Z,-37.11,8.2,178.35,11.1,26.0,8.0,M,,,,2.8,0.2,12,2.6,nan,9,,,,2.6,0.4,9
2013p018059,2013-01-07T16:22:24Z,-36.83,5.4,177.56,2.4,184.0,6.0,M,,,,,,,3.9,nan,58,,,,3.9,0.5,58
2013p018068,2013-01-07T16:26:55Z,-38.45,5.2,178.58,7.2,25.0,6.0,M,,,,2.6,0.2,13,2.4,nan,13,,,,2.4,0.2,13
2013p018456,2013-01-07T19:53:57Z,-38.34,3.7,175.7,15.0,195.0,8.0,M,,,,,,,2.6,nan,12,,,,2.6,0.4,12
2013p018507,2013-01-07T20:21:01Z,-35.97,8.7,178.41,10.1,173.0,14.0,M,,,,,,,3.6,nan,19,,,,3.6,0.3,19
2013p018538,2013-01-07T20:37:10Z,-43.62,1.0,172.42,0.9,11.0,1.0,M,,,,3.2,0.2,13,3.0,nan,13,,,,3.0,0.3,13
2013p018576,2013-01-07T20:57:15Z,-37.83,2.6,176.2,2.8,196.0,5.0,M,,,,,,,3.1,nan,47,,,,3.1,0.6,47
2013p018913,2013-01-07T23:56:59Z,-37.9,6.3,179.44,6.8,33.0,0.0,M,,,,3.6,0.2,18,3.3,nan,18,,,,3.3,0.2,18
2013p019029,2013-01-08T00:58:38Z,-37.73,3.2,176.37,2.7,183.0,6.0,M,,,,,,,2.5,nan,15,,,,2.5,0.3,15
2013p019078,2013-01-08T01:24:50Z,-37.44,2.8,176.52,1.8,210.0,5.0,M,,,,,,,3.6,nan,84,,,,3.6,0.5,84
2013p019237,2013-01-08T02:49:29Z,-38.8,1.1,178.0,2.6,34.0,2.0,M,,,,2.9,0.2,17,2.7,nan,20,,,,2.7,0.3,20
2013p019359,2013-01-08T03:54:10Z,-36.67,17.8,179.75,15.8,12.0,0.0,M,,,,3.6,0.2,10,3.4,nan,12,,,,3.4,0.2,12
2013p019395,2013-01-08T04:13:43Z,-38.82,2.4,175.2,3.0,219.0,4.0,M,,,,,,,3.3,nan,69,,,,3.3,0.6,69
2013p019815,2013-01-08T07:57:44Z,-43.49,4.4,171.18,2.8,5.0,0.0,M,,,,2.9,0.2,13,2.7,nan,8,,,,2.7,0.4,8
2013p019869,2013-01-08T08:26:27Z,-37.91,0.8,176.85,1.0,10.0,2.0,M,,,,2.1,0.4,11,1.9,nan,10,,,,1.9,0.3,10
2013p020059,2013-01-08T10:07:45Z,-43.55,0.9,171.87,0.9,11.0,2.0,M,,,,2.3,0.4,6,1.7,nan,3,,,,1.7,0.1,3
2013p020073,2013-01-08T10:14:57Z,-43.57,1.3,172.69,1.0,8.0,1.0,M,,,,2.3,0.4,9,1.9,nan,5,,,,1.9,0.3,5
2013p020182,2013-01-08T11:13:18Z,-38.48,4.4,178.71,3.5,33.0,0.0,M,,,,3.2,0.2,18,2.9,nan,21,,,,2.9,0.3,21
2013p020511,2013-01-08T14:08:34Z,-36.1,13.5,177.31,19.1,265.0,16.0,M,,,,,,,2.9,nan,12,,,,2.9,0.3,12
2013p020585,2013-01-08T14:47:47Z,-39.23,0.9,175.31,0.9,19.0,1.0,M,,,,1.3,0.3,10,0.7,nan,6,,,,0.7,0.2,6
2013p021335,2013-01-08T21:26:56Z,-34.24,3.6,179.12,5.1,12.0,0.0,M,5.8,0.2,14,5.6,0.1,51,5.4,nan,62,5.4,0.4,14,5.4,0.4,62
2013p021406,2013-01-08T22:05:24Z,-37.09,1.4,174.98,1.7,5.0,3.0,M,,,,1.2,0.2,5,1.4,nan,5,,,,1.4,0.6,5
2013p021742,2013-01-09T01:04:49Z,-38.73,0.5,177.12,0.5,16.0,1.0,M,,,,2.0,0.2,7,1.5,nan,4,,,,1.5,0.3,4
2013p021805,2013-01-09T01:37:46Z,-41.36,2.0,172.81,2.5,109.0,4.0,M,,,,,,,3.5,nan,20,,,,3.5,0.3,20
2013p021959,2013-01-09T03:00:48Z,-38.09,0.5,176.51,0.5,9.0,1.0,M,,,,2.1,0.3,13,2.0,nan,15,,,,2.0,0.3,15
2013p022304,2013-01-09T06:03:36Z,-37.9,2.7,176.35,2.8,174.0,5.0,M,,,,,,,2.7,nan,35,,,,2.7,0.3,35
2013p022527,2013-01-09T08:02:32Z,-38.49,0.9,178.18,1.2,27.0,2.0,M,,,,4.3,0.2,19,4.1,nan,24,,,,4.1,0.3,24
2013p022531,2013-01-09T08:04:31Z,-38.48,0.9,178.17,1.3,25.0,2.0,M,,,,3.2,0.3,19,3.0,nan,21,,,,3.0,0.3,21
2013p022537,2013-01-09T08:08:02Z,-38.49,0.9,178.18,1.3,25.0,2.0,M,,,,3.6,0.2,18,3.3,nan,22,,,,3.3,0.3,22
2013p022586,2013-01-09T08:33:35Z,-38.48,1.0,178.17,1.3,24.0,2.0,M,,,,3.3,0.3,9,2.9,nan,9,,,,2.9,0.2,9
2013p022685,2013-01-09T09:26:46Z,-39.34,1.2,173.7,1.2,10.0,1.0,M,,,,3.5,0.2,18,3.2,nan,24,,,,3.2,0.3,24
2013p022763,2013-01-09T10:08:17Z,-39.34,1.4,173.69,1.3,10.0,1.0,M,,,,3.7,0.2,19,3.4,nan,26,,,,3.4,0.3,26
2013p022952,2013-01-09T11:49:18Z,-38.38,7.8,178.82,5.5,12.0,0.0,M,,,,2.5,0.2,11,2.3,nan,9,,,,2.3,0.2,9
2013p023003,2013-01-09T12:16:47Z,-37.78,0.7,177.66,1.2,22.0,1.0,M,,,,2.1,0.2,6,1.8,nan,6,,,,1.8,0.3,6
2013p023377,2013-01-09T15:35:39Z,-38.5,0.9,178.18,1.3,25.0,2.0,M,,,,3.1,0.2,24,2.8,nan,29,,,,2.8,0.2,29
2013p023542,2013-01-09T17:03:21Z,-44.34,8.6,168.32,10.9,12.0,0.0,M,,,,3.1,0.3,6,2.8,nan,5,,,,2.8,0.2,5
2013p023925,2013-01-09T20:27:44Z,-37.8,0.8,176.65,0.5,5.0,1.0,M,,,,2.5,0.2,18,2.3,nan,20,,,,2.3,0.4,20
2013p023975,2013-01-09T20:54:32Z,-39.37,3.0,175.48,3.7,73.0,3.0,M,,,,1.5,0.3,12,1.3,nan,12,,,,1.3,0.6,12
2013p024051,2013-01-09T21:34:52Z,-38.49,1.0,178.18,1.5,25.0,2.0,M,,,,3.0,0.2,16,2.8,nan,20,,,,2.8,0.3,20
2013p024422,2013-01-10T00:52:27Z,-43.63,4.4,170.54,3.7,5.0,0.0,M,,,,3.3,0.2,9,3.0,nan,8,,,,3.0,0.5,8
2013p024459,2013-01-10T01:12:13Z,-38.4,5.3,176.15,11.9,182.0,11.0,M,,,,,,,2.2,nan,8,,,,2.2,0.5,8
2013p024502,2013-01-10T01:34:46Z,-39.15,3.7,174.92,4.2,212.0,6.0,M,,,,,,,2.9,nan,35,,,,2.9,0.5,35
2013p024637,2013-01-10T02:46:40Z,-43.63,4.7,170.54,3.2,5.0,0.0,M,,,,3.1,0.3,7,2.8,nan,5,,,,2.8,0.3,5
2013p024874,2013-01-10T04:52:49Z,-38.12,4.5,178.93,4.4,5.0,0.0,M,,,,3.1,0.3,13,2.9,nan,13,,,,2.9,0.3,13
2013p024941,2013-01-10T05:28:57Z,-41.1,0.8,175.07,0.9,29.0,1.0,M,,,,2.7,0.2,16,2.5,nan,19,,,,2.5,0.2,19
2013p025065,2013-01-10T06:34:41Z,-40.13,2.5,175.0,1.4,39.0,3.0,M,,,,3.0,0.2,24,2.9,nan,25,,,,2.9,0.4,25
2013p025068,2013-01-10T06:36:33Z,-39.33,1.4,173.68,1.7,10.0,1.0,M,,,,4.0,0.2,28,3.7,nan,38,,,,3.7,0.3,38
2013p025135,2013-01-10T07:12:16Z,-40.2,1.1,174.85,1.4,24.0,4.0,M,,,,3.0,0.2,33,2.8,nan,40,,,,2.8,0.3,40
2013p025503,2013-01-10T10:27:55Z,-39.74,3.1,174.01,4.2,252.0,7.0,M,,,,,,,3.1,nan,44,,,,3.1,0.3,44
2013p025577,2013-01-10T11:07:52Z,-42.45,1.6,173.26,3.0,37.0,3.0,M,,,,2.6,0.4,7,2.7,nan,8,,,,2.7,0.5,8
2013p025593,2013-01-10T11:16:19Z,-43.58,7.3,170.45,5.2,5.0,0.0,M,,,,3.4,0.2,16,3.1,nan,10,,,,3.1,0.3,10
2013p025877,2013-01-10T13:47:21Z,-36.81,6.4,177.3,4.8,5.0,0.0,M,,,,2.5,0.1,13,2.2,nan,7,,,,2.2,0.2,7
2013p025946,2013-01-10T14:24:10Z,-38.6,1.5,175.64,2.0,167.0,4.0,M,,,,,,,3.0,nan,71,,,,3.0,0.6,71
2013p026029,2013-01-10T15:08:45Z,-43.6,0.6,172.7,0.5,8.0,1.0,M,,,,2.8,0.2,8,2.7,nan,8,,,,2.7,0.3,8
2013p026032,2013-01-10T15:10:13Z,-38.92,5.4,174.82,14.1,212.0,14.0,M,,,,,,,2.6,nan,10,,,,2.6,0.5,10
2013p026154,2013-01-10T16:15:26Z,-38.15,3.1,176.15,3.4,157.0,6.0,M,,,,,,,2.0,nan,14,,,,2.0,0.3,14
2013p026182,2013-01-10T16:29:51Z,-43.63,4.4,170.54,9.0,5.0,0.0,M,,,,3.4,0.3,13,2.8,nan,9,,,,2.8,0.3,9
2013p026196,2013-01-10T16:37:42Z,-39.11,0.8,174.01,1.6,9.0,1.0,M,,,,2.6,0.2,15,2.2,nan,15,,,,2.2,0.3,15
2013p026240,2013-01-10T17:00:55Z,-41.43,2.0,173.38,2.7,96.0,3.0,M,,,,,,,2.5,nan,16,,,,2.5,0.4,16
2013p026391,2013-01-10T18:21:19Z,-41.67,1.4,174.54,1.7,35.0,2.0,M,,,,2.4,0.1,12,2.2,nan,16,,,,2.2,0.3,16
2013p026419,2013-01-10T18:36:13Z,-38.28,3.6,175.96,10.3,148.0,9.0,M,,,,,,,2.1,nan,11,,,,2.1,0.3,11
2013p026673,2013-01-10T20:51:43Z,-39.35,1.9,173.69,1.9,10.0,2.0,M,,,,2.7,0.2,15,2.3,nan,16,,,,2.3,0.3,16
2013p026676,2013-01-10T20:53:15Z,-40.35,0.7,176.33,0.6,9.0,1.0,M,,,,2.2,0.2,13,2.0,nan,15,,,,2.0,0.3,15
