PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p124153,2017-02-15T22:28:36Z,-38.88,4.0,175.09,4.3,201.0,5.0,M,,,,,,,2.6,0.2,8,2.8,nan,27,,,,2.8,0.3,27
2017p124453,2017-02-16T01:08:33Z,-42.7,3.9,172.06,3.8,12.0,6.0,M,,,,,,,4.5,0.2,18,4.4,nan,18,,,,4.4,0.2,18
2017p124798,2017-02-16T04:13:10Z,-38.91,8.9,175.72,10.9,5.0,0.0,M,,,,,,,1.3,0.1,7,1.0,nan,6,,,,1.0,0.2,6
2017p124826,2017-02-16T04:28:40Z,-38.9,6.3,175.76,9.5,5.0,0.0,M,,,,,,,1.2,0.1,7,0.9,nan,7,,,,0.9,0.1,7
2017p124858,2017-02-16T04:44:36Z,-38.91,10.1,175.71,13.3,4.0,6.0,M,,,,,,,1.1,0.1,6,0.8,nan,4,,,,0.8,0.2,4
2017p124913,2017-02-16T05:14:09Z,-38.91,4.2,175.7,7.0,4.0,5.0,M,,,,,,,1.6,0.2,13,1.3,nan,13,,,,1.3,0.2,13
2017p124941,2017-02-16T05:28:55Z,-39.19,8.6,175.51,19.0,16.0,45.0,M,,,,,,,0.8,0.2,7,0.3,nan,5,,,,0.3,0.3,5
2017p124985,2017-02-16T05:52:07Z,-42.49,3.5,173.13,5.6,23.0,8.0,M,,,,,,,3.2,0.2,22,3.1,nan,22,,,,3.1,0.2,22
2017p125005,2017-02-16T06:02:57Z,-38.9,3.9,175.7,5.3,3.0,14.0,M,,,,,,,1.6,0.3,13,1.2,nan,10,,,,1.2,0.3,10
2017p125042,2017-02-16T06:22:50Z,-38.91,5.1,175.71,9.8,3.0,51.0,M,,,,,,,1.4,0.2,8,1.2,nan,6,,,,1.2,0.2,6
2017p125083,2017-02-16T06:44:40Z,-38.91,10.1,175.7,12.0,1.0,59.0,M,,,,,,,1.4,0.2,6,1.1,nan,7,,,,1.1,0.2,7
2017p125091,2017-02-16T06:49:00Z,-39.53,3.0,176.99,3.6,22.0,5.0,M,,,,,,,3.1,0.2,14,2.8,nan,13,,,,2.8,0.2,13
2017p125172,2017-02-16T07:32:24Z,-38.91,5.1,175.71,8.8,0.0,0.0,M,,,,,,,1.5,0.1,9,1.3,nan,9,,,,1.3,0.2,9
2017p125233,2017-02-16T08:04:37Z,-39.15,3.9,175.35,4.9,14.0,10.0,M,,,,,,,2.3,0.2,23,2.0,nan,20,,,,2.0,0.2,20
2017p125299,2017-02-16T08:39:22Z,-38.31,9.1,176.75,5.8,0.0,0.0,M,,,,,,,1.7,0.2,6,1.4,nan,7,,,,1.4,0.1,7
2017p125332,2017-02-16T08:57:01Z,-42.15,2.3,173.68,3.2,10.0,4.0,M,,,,,,,3.2,0.2,14,3.0,nan,13,,,,3.0,0.2,13
2017p125345,2017-02-16T09:04:17Z,-38.91,3.0,175.7,4.1,5.0,11.0,M,,,,,,,2.0,0.3,18,1.7,nan,17,,,,1.7,0.2,17
2017p125348,2017-02-16T09:05:49Z,-38.89,4.2,175.74,6.0,6.0,13.0,M,,,,,,,1.5,0.2,9,1.2,nan,7,,,,1.2,0.1,7
2017p125682,2017-02-16T12:02:18Z,-36.94,11.7,179.13,12.1,12.0,0.0,M,,,,,,,2.6,0.2,7,2.1,nan,2,,,,2.1,0.1,2
2017p125720,2017-02-16T12:23:52Z,-41.95,3.1,177.85,3.3,33.0,0.0,M,,,,,,,3.3,0.4,18,3.2,nan,9,,,,3.2,0.3,9
2017p125768,2017-02-16T12:49:39Z,-37.24,4.5,176.75,4.4,189.0,6.0,M,,,,,,,3.0,0.3,8,3.0,nan,28,,,,3.0,0.3,28
2017p125858,2017-02-16T13:37:52Z,-38.9,5.6,175.69,8.1,5.0,0.0,M,,,,,,,1.6,0.2,4,1.4,nan,3,,,,1.4,0.1,3
2017p125934,2017-02-16T14:17:54Z,-39.27,6.6,173.9,6.1,17.0,7.0,M,,,,,,,3.3,0.4,10,3.0,nan,10,,,,3.0,0.4,10
2017p125956,2017-02-16T14:29:28Z,-42.16,2.6,173.73,3.2,13.0,3.0,M,,,,,,,3.3,0.2,29,3.2,nan,49,,,,3.2,0.4,49
2017p126453,2017-02-16T18:54:25Z,-39.16,6.1,175.39,9.9,13.0,40.0,M,,,,,,,1.3,0.1,8,0.9,nan,6,,,,0.9,0.2,6
2017p126609,2017-02-16T20:17:23Z,-37.23,6.3,178.82,8.5,12.0,0.0,M,,,,,,,2.7,0.2,13,2.5,nan,7,,,,2.5,0.2,7
2017p126752,2017-02-16T21:33:55Z,-38.91,4.4,175.72,6.4,5.0,0.0,M,,,,,,,2.3,0.2,13,2.1,nan,13,,,,2.1,0.2,13
2017p126753,2017-02-16T21:34:26Z,-38.9,4.7,175.7,5.0,7.0,11.0,M,,,,,,,2.3,0.3,16,2.1,nan,15,,,,2.1,0.2,15
2017p126808,2017-02-16T22:03:53Z,-38.92,4.9,175.72,6.0,5.0,0.0,M,,,,,,,1.4,0.2,11,1.2,nan,8,,,,1.2,0.3,8
2017p126991,2017-02-16T23:41:09Z,-36.15,15.4,177.5,18.7,228.0,17.0,M,,,,,,,,,,3.0,nan,6,,,,3.0,0.3,6
2017p126997,2017-02-16T23:44:09Z,-39.88,2.4,176.76,3.7,27.0,5.0,M,,,,,,,2.3,0.2,13,1.9,nan,9,,,,1.9,0.1,9
2017p127109,2017-02-17T00:44:06Z,-38.35,4.3,176.22,5.4,0.0,0.0,M,,,,,,,2.0,0.2,7,1.6,nan,7,,,,1.6,0.2,7
2017p127213,2017-02-17T01:39:19Z,-38.62,5.8,178.91,6.8,12.0,0.0,M,,,,,,,2.7,0.3,9,2.4,nan,6,,,,2.4,0.2,6
2017p127301,2017-02-17T02:26:07Z,-39.96,4.4,174.4,4.5,105.0,9.0,M,,,,,,,2.9,0.2,5,2.4,nan,10,,,,2.4,0.2,10
2017p127385,2017-02-17T03:11:01Z,-39.04,4.8,176.27,3.0,63.0,6.0,M,,,,,,,2.4,0.2,24,2.2,nan,19,,,,2.2,0.2,19
2017p127423,2017-02-17T03:31:08Z,-37.38,4.1,179.02,5.1,12.0,0.0,M,4.9,nan,1,,,,3.7,0.3,46,3.4,nan,33,4.2,0.4,1,3.4,0.2,33
2017p127727,2017-02-17T06:12:53Z,-37.3,5.5,179.07,6.5,5.0,0.0,M,,,,,,,3.6,0.2,22,3.2,nan,19,,,,3.2,0.1,19
2017p127734,2017-02-17T06:16:49Z,-41.13,2.8,174.47,2.3,38.0,5.0,M,,,,,,,2.8,0.2,19,2.5,nan,13,,,,2.5,0.3,13
2017p127748,2017-02-17T06:24:34Z,-36.86,8.3,177.7,9.1,106.0,13.0,M,,,,,,,3.1,0.2,13,2.8,nan,10,,,,2.8,0.2,10
2017p128347,2017-02-17T11:43:29Z,-39.26,5.3,175.23,5.0,14.0,13.0,M,,,,,,,2.1,0.2,18,1.9,nan,14,,,,1.9,0.1,14
2017p128423,2017-02-17T12:23:52Z,-44.04,3.8,169.37,3.4,44.0,8.0,M,,,,,,,2.4,0.2,7,2.3,nan,3,,,,2.3,0.4,3
2017p128444,2017-02-17T12:35:42Z,-40.63,4.9,175.82,3.7,23.0,9.0,M,,,,,,,1.7,0.6,5,1.8,nan,4,,,,1.8,0.5,4
2017p128446,2017-02-17T12:36:15Z,-42.66,3.6,172.94,6.3,25.0,9.0,M,,,,,,,4.0,0.2,22,3.9,nan,22,,,,3.9,0.2,22
2017p128514,2017-02-17T13:12:40Z,-37.27,4.3,177.08,3.3,5.0,0.0,M,,,,,,,2.5,0.2,19,2.4,nan,12,,,,2.4,0.3,12
2017p128569,2017-02-17T13:41:44Z,-37.14,8.3,178.75,9.8,5.0,0.0,M,,,,,,,2.5,0.2,7,2.1,nan,4,,,,2.1,0.1,4
2017p128640,2017-02-17T14:20:03Z,-36.97,4.7,178.85,9.6,12.0,0.0,M,,,,,,,2.8,0.2,12,2.4,nan,6,,,,2.4,0.1,6
2017p128641,2017-02-17T14:20:10Z,-41.25,2.6,174.65,2.7,27.0,5.0,M,,,,,,,3.5,0.2,28,3.2,nan,26,,,,3.2,0.2,26
2017p129220,2017-02-17T19:28:55Z,-37.51,6.0,177.15,5.3,119.0,10.0,M,,,,,,,2.7,0.2,7,2.3,nan,9,,,,2.3,0.2,9
2017p129329,2017-02-17T20:26:44Z,-36.98,5.7,177.63,6.6,108.0,9.0,M,,,,,,,3.0,0.3,19,2.8,nan,14,,,,2.8,0.2,14
2017p129602,2017-02-17T22:52:13Z,-38.4,3.8,175.94,3.3,139.0,7.0,M,,,,,,,2.5,0.3,31,2.7,nan,42,,,,2.7,0.3,42
2017p129819,2017-02-18T00:47:39Z,-38.14,7.3,176.21,7.0,139.0,16.0,M,,,,,,,2.2,0.6,10,2.1,nan,18,,,,2.1,0.4,18
2017p130052,2017-02-18T02:51:47Z,-42.48,4.2,173.44,5.8,7.0,6.0,M,,,,,,,2.4,0.3,8,2.1,nan,2,,,,2.1,0.0,2
2017p130131,2017-02-18T03:33:59Z,-41.11,2.9,174.45,3.3,35.0,5.0,M,,,,,,,3.4,0.2,24,3.1,nan,23,,,,3.1,0.2,23
2017p130165,2017-02-18T03:52:02Z,-37.32,6.8,178.87,7.0,12.0,0.0,M,,,,,,,3.0,0.2,14,2.7,nan,11,,,,2.7,0.2,11
2017p131046,2017-02-18T11:41:29Z,-41.69,3.5,174.4,4.6,11.0,5.0,M,,,,,,,3.3,0.2,23,3.0,nan,21,,,,3.0,0.2,21
2017p131081,2017-02-18T12:00:13Z,-41.68,3.4,174.41,4.2,7.0,5.0,M,,,,,,,3.2,0.2,19,2.9,nan,19,,,,2.9,0.1,19
2017p131143,2017-02-18T12:33:29Z,-39.16,4.9,175.36,5.7,13.0,22.0,M,,,,,,,1.7,0.2,18,1.5,nan,18,,,,1.5,0.2,18
2017p131174,2017-02-18T12:49:57Z,-39.16,4.9,175.36,5.9,15.0,24.0,M,,,,,,,1.8,0.2,17,1.5,nan,16,,,,1.5,0.2,16
2017p131226,2017-02-18T13:17:37Z,-46.34,24.4,166.36,17.2,30.0,22.0,M,,,,,,,3.2,0.2,8,3.1,nan,3,,,,3.1,0.4,3
2017p131364,2017-02-18T14:31:02Z,-38.9,11.4,175.7,13.0,5.0,43.0,M,,,,,,,1.1,0.1,7,0.9,nan,6,,,,0.9,0.1,6
2017p131377,2017-02-18T14:37:59Z,-38.9,12.3,175.7,13.4,5.0,0.0,M,,,,,,,1.1,0.1,6,0.7,nan,3,,,,0.7,0.2,3
2017p131452,2017-02-18T15:17:42Z,-38.36,4.4,176.06,7.1,155.0,10.0,M,,,,,,,2.3,0.4,20,2.1,nan,14,,,,2.1,0.3,14
2017p131506,2017-02-18T15:46:44Z,-39.52,16.9,175.66,10.0,19.0,26.0,M,,,,,,,1.0,0.4,9,0.6,nan,5,,,,0.6,0.4,5
2017p131538,2017-02-18T16:03:49Z,-39.16,5.5,175.4,8.6,14.0,36.0,M,,,,,,,1.1,0.1,12,0.9,nan,7,,,,0.9,0.1,7
2017p131579,2017-02-18T16:25:12Z,-45.07,3.5,167.44,4.7,5.0,0.0,M,,,,,,,3.2,0.1,12,3.0,nan,7,,,,3.0,0.1,7
2017p131972,2017-02-18T19:55:09Z,-39.48,6.4,175.72,5.7,16.0,13.0,M,,,,,,,1.4,0.3,16,1.2,nan,13,,,,1.2,0.2,13
2017p132681,2017-02-19T02:12:21Z,-36.94,9.7,178.97,11.6,12.0,0.0,M,,,,,,,2.8,0.1,10,2.5,nan,7,,,,2.5,0.1,7
2017p132892,2017-02-19T04:05:19Z,-41.58,3.0,173.46,2.4,37.0,5.0,M,,,,,,,2.6,0.2,17,2.4,nan,12,,,,2.4,0.2,12
2017p133069,2017-02-19T05:39:28Z,-38.93,4.5,175.74,7.6,5.0,0.0,M,,,,,,,1.3,0.2,10,1.0,nan,8,,,,1.0,0.2,8
2017p133328,2017-02-19T07:57:22Z,-38.91,4.1,175.69,7.8,2.0,27.0,M,,,,,,,2.0,0.3,13,1.7,nan,13,,,,1.7,0.2,13
2017p133395,2017-02-19T08:33:19Z,-38.91,3.2,175.71,5.0,7.0,11.0,M,,,,,,,2.2,0.3,19,2.0,nan,18,,,,2.0,0.2,18
2017p133420,2017-02-19T08:46:30Z,-38.94,7.3,175.72,10.0,5.0,0.0,M,,,,,,,1.2,0.2,6,1.0,nan,3,,,,1.0,0.1,3
2017p133424,2017-02-19T08:48:53Z,-38.89,4.8,175.72,6.5,5.0,0.0,M,,,,,,,1.6,0.2,10,1.4,nan,7,,,,1.4,0.2,7
2017p133508,2017-02-19T09:33:17Z,-38.9,5.9,175.77,6.8,5.0,0.0,M,,,,,,,1.2,0.2,9,0.9,nan,4,,,,0.9,0.2,4
2017p133583,2017-02-19T10:13:13Z,-38.91,4.4,175.76,8.3,5.0,0.0,M,,,,,,,1.1,0.2,8,0.8,nan,5,,,,0.8,0.2,5
2017p133616,2017-02-19T10:31:04Z,-38.91,5.2,175.71,9.1,5.0,0.0,M,,,,,,,1.5,0.2,10,1.2,nan,10,,,,1.2,0.2,10
2017p133711,2017-02-19T11:21:37Z,-38.91,4.0,175.69,7.0,0.0,0.0,M,,,,,,,1.8,0.3,13,1.4,nan,13,,,,1.4,0.2,13
2017p133722,2017-02-19T11:27:08Z,-38.91,10.1,175.71,12.7,2.0,70.0,M,,,,,,,1.7,0.2,5,1.3,nan,5,,,,1.3,0.1,5
2017p133741,2017-02-19T11:37:37Z,-38.92,8.2,175.72,10.4,0.0,0.0,M,,,,,,,1.0,0.2,7,0.8,nan,5,,,,0.8,0.2,5
2017p133759,2017-02-19T11:46:49Z,-41.81,2.9,174.17,2.9,14.0,3.0,M,,,,,,,3.4,0.1,23,3.2,nan,23,,,,3.2,0.1,23
2017p133771,2017-02-19T11:53:35Z,-38.91,10.0,175.71,11.6,0.0,0.0,M,,,,,,,1.1,0.2,8,0.9,nan,6,,,,0.9,0.2,6
2017p133781,2017-02-19T11:58:58Z,-38.89,5.0,175.7,5.7,2.0,19.0,M,,,,,,,1.5,0.2,11,1.3,nan,10,,,,1.3,0.3,10
2017p133876,2017-02-19T12:49:39Z,-38.91,6.6,175.71,11.8,0.0,42.0,M,,,,,,,1.2,0.2,6,0.9,nan,4,,,,0.9,0.2,4
2017p133896,2017-02-19T13:00:11Z,-38.91,3.9,175.69,7.0,0.0,0.0,M,,,,,,,1.6,0.2,13,1.3,nan,12,,,,1.3,0.2,12
2017p133907,2017-02-19T13:05:40Z,-38.92,8.4,175.72,11.3,0.0,0.0,M,,,,,,,1.1,0.1,6,0.9,nan,4,,,,0.9,0.1,4
2017p133909,2017-02-19T13:06:57Z,-38.92,10.4,175.71,14.8,2.0,86.0,M,,,,,,,1.3,0.1,4,1.0,nan,3,,,,1.0,0.2,3
2017p133912,2017-02-19T13:08:32Z,-38.91,9.9,175.71,11.1,5.0,0.0,M,,,,,,,1.2,0.2,6,0.9,nan,4,,,,0.9,0.2,4
2017p133919,2017-02-19T13:12:12Z,-39.1,3.8,178.05,5.4,15.0,5.0,M,,,,,,,2.7,0.2,18,2.4,nan,16,,,,2.4,0.2,16
2017p133957,2017-02-19T13:32:18Z,-38.91,9.4,175.71,11.5,1.0,59.0,M,,,,,,,1.2,0.1,6,1.0,nan,7,,,,1.0,0.2,7
2017p134055,2017-02-19T14:24:38Z,-38.91,4.4,175.71,9.7,4.0,28.0,M,,,,,,,1.7,0.2,13,1.4,nan,13,,,,1.4,0.2,13
2017p134056,2017-02-19T14:25:23Z,-38.89,4.0,175.68,9.9,5.0,0.0,M,,,,,,,1.6,0.2,11,1.3,nan,9,,,,1.3,0.2,9
2017p134163,2017-02-19T15:22:15Z,-38.05,5.6,178.61,8.7,33.0,7.0,M,,,,,,,2.4,0.2,12,2.1,nan,8,,,,2.1,0.2,8
2017p134264,2017-02-19T16:16:01Z,-38.91,3.1,175.68,5.7,5.0,16.0,M,,,,,,,2.8,0.3,22,2.5,nan,22,,,,2.5,0.3,22
2017p134283,2017-02-19T16:26:22Z,-38.92,5.1,175.73,8.6,5.0,0.0,M,,,,,,,1.2,0.2,6,0.9,nan,3,,,,0.9,0.2,3
2017p134300,2017-02-19T16:35:18Z,-38.91,4.8,175.7,8.2,3.0,48.0,M,,,,,,,1.3,0.2,11,1.0,nan,11,,,,1.0,0.2,11
2017p134303,2017-02-19T16:37:03Z,-38.91,10.0,175.7,12.4,6.0,46.0,M,,,,,,,1.4,0.1,6,1.1,nan,6,,,,1.1,0.1,6
2017p134312,2017-02-19T16:41:28Z,-42.67,2.9,171.85,2.5,5.0,0.0,M,,,,,,,2.6,0.1,19,2.4,nan,13,,,,2.4,0.1,13
2017p134317,2017-02-19T16:44:16Z,-38.91,4.7,175.7,8.0,1.0,48.0,M,,,,,,,1.5,0.2,11,1.2,nan,11,,,,1.2,0.2,11
2017p134328,2017-02-19T16:50:43Z,-38.9,11.3,175.71,12.6,0.0,0.0,M,,,,,,,1.1,0.2,6,0.8,nan,4,,,,0.8,0.2,4
2017p134347,2017-02-19T17:00:25Z,-38.91,9.5,175.71,11.6,5.0,53.0,M,,,,,,,1.3,0.2,7,1.0,nan,6,,,,1.0,0.2,6
2017p134349,2017-02-19T17:01:41Z,-38.91,7.7,175.73,9.8,0.0,0.0,M,,,,,,,1.2,0.1,8,1.5,nan,8,,,,1.5,0.2,8
2017p134352,2017-02-19T17:02:50Z,-38.91,4.8,175.7,7.0,0.0,0.0,M,,,,,,,1.7,0.2,12,1.4,nan,12,,,,1.4,0.2,12
2017p134361,2017-02-19T17:07:48Z,-38.91,10.7,175.71,12.7,10.0,45.0,M,,,,,,,1.2,0.2,6,1.5,nan,6,,,,1.5,0.1,6
2017p134362,2017-02-19T17:08:29Z,-38.9,3.3,175.7,4.8,3.0,14.0,M,,,,,,,1.7,0.3,16,1.4,nan,14,,,,1.4,0.2,14
2017p134393,2017-02-19T17:25:02Z,-38.66,3.4,175.54,3.7,167.0,4.0,M,,,,,,,2.7,0.2,8,3.0,nan,69,,,,3.0,0.4,69
2017p134394,2017-02-19T17:25:26Z,-41.9,2.3,173.96,4.2,13.0,4.0,M,,,,,,,3.2,0.2,10,2.9,nan,10,,,,2.9,0.2,10
2017p134401,2017-02-19T17:29:23Z,-38.93,4.4,175.73,8.3,5.0,0.0,M,,,,,,,1.1,0.1,7,0.9,nan,5,,,,0.9,0.1,5
2017p134411,2017-02-19T17:34:49Z,-38.91,9.3,175.71,11.5,5.0,0.0,M,,,,,,,1.2,0.2,7,1.0,nan,6,,,,1.0,0.2,6
2017p134431,2017-02-19T17:45:14Z,-38.92,5.2,175.7,10.1,6.0,40.0,M,,,,,,,1.6,0.1,9,1.3,nan,9,,,,1.3,0.1,9
2017p134437,2017-02-19T17:48:46Z,-39.45,11.6,175.77,8.3,20.0,24.0,M,,,,,,,1.0,0.3,11,0.7,nan,7,,,,0.7,0.2,7
2017p134459,2017-02-19T18:00:02Z,-38.91,4.9,175.7,8.5,6.0,40.0,M,,,,,,,2.1,0.2,10,1.8,nan,10,,,,1.8,0.2,10
2017p134466,2017-02-19T18:04:15Z,-38.91,3.7,175.69,4.9,4.0,10.0,M,,,,,,,2.0,0.3,19,1.8,nan,18,,,,1.8,0.2,18
2017p134467,2017-02-19T18:04:18Z,-42.3,2.5,173.74,3.3,13.0,3.0,M,,,,,,,3.4,0.2,19,3.1,nan,19,,,,3.1,0.2,19
2017p134511,2017-02-19T18:28:00Z,-38.92,5.5,175.7,8.6,5.0,0.0,M,,,,,,,1.1,0.1,7,0.9,nan,6,,,,0.9,0.1,6
2017p134546,2017-02-19T18:46:06Z,-39.39,6.1,175.82,6.0,5.0,0.0,M,,,,,,,0.9,0.2,11,0.6,nan,7,,,,0.6,0.2,7
2017p134664,2017-02-19T19:49:03Z,-38.92,7.5,175.73,9.8,5.0,0.0,M,,,,,,,1.2,0.2,7,1.0,nan,7,,,,1.0,0.1,7
2017p134981,2017-02-19T22:38:17Z,-42.35,3.8,173.83,4.6,15.0,4.0,M,,,,,,,3.1,0.2,25,2.9,nan,20,,,,2.9,0.2,20
2017p134991,2017-02-19T22:43:59Z,-38.92,1.3,175.69,1.9,8.0,2.0,M,,,,,,,2.1,0.2,16,1.8,nan,16,,,,1.8,0.2,16
2017p135015,2017-02-19T22:56:11Z,-38.92,2.9,177.98,4.3,11.0,4.0,M,,,,,,,2.6,0.3,15,2.4,nan,13,,,,2.4,0.2,13
2017p135123,2017-02-19T23:54:03Z,-38.92,8.3,175.71,10.8,4.0,6.0,M,,,,,,,1.3,0.2,7,1.0,nan,6,,,,1.0,0.1,6
2017p135277,2017-02-20T01:16:06Z,-42.71,2.3,172.73,2.7,14.0,3.0,M,,,,,,,5.0,0.2,20,4.8,nan,20,,,,4.8,0.1,20
2017p135284,2017-02-20T01:19:49Z,-42.7,3.9,172.72,6.1,20.0,9.0,M,,,,,,,3.4,0.2,22,3.3,nan,14,,,,3.3,0.1,14
2017p135299,2017-02-20T01:27:34Z,-38.08,2.4,176.73,2.1,8.0,3.0,M,,,,,,,2.3,0.2,18,2.1,nan,13,,,,2.1,0.3,13
2017p135545,2017-02-20T03:38:36Z,-39.77,22.5,175.8,32.0,14.0,22.0,M,,,,,,,1.8,0.1,6,1.9,nan,4,,,,1.9,0.3,4
2017p135776,2017-02-20T05:41:38Z,-36.65,8.0,177.45,7.9,303.0,7.0,M,,,,,,,3.2,0.3,9,3.1,nan,30,,,,3.1,0.2,30
2017p135781,2017-02-20T05:44:21Z,-42.71,2.1,172.74,2.7,11.0,3.0,M,,,,,,,3.0,0.3,23,2.8,nan,18,,,,2.8,0.2,18
2017p135783,2017-02-20T05:45:14Z,-37.76,3.0,177.56,3.0,27.0,4.0,M,,,,,,,4.3,0.3,67,4.0,nan,67,,,,4.0,0.2,67
2017p135795,2017-02-20T05:51:53Z,-39.93,2.0,175.14,2.6,23.0,4.0,M,,,,,,,4.0,0.2,44,3.6,nan,44,,,,3.6,0.2,44
2017p135858,2017-02-20T06:25:20Z,-38.31,4.6,179.06,5.2,12.0,0.0,M,,,,,,,2.8,0.3,10,2.6,nan,7,,,,2.6,0.2,7
2017p136022,2017-02-20T07:53:01Z,-37.29,4.2,179.04,6.9,5.0,0.0,M,,,,,,,5.0,0.2,31,4.7,nan,32,,,,4.7,0.1,32
2017p136197,2017-02-20T09:26:12Z,-42.62,3.7,173.3,4.5,15.0,4.0,M,,,,,,,3.1,0.2,30,2.8,nan,25,,,,2.8,0.2,25
2017p136256,2017-02-20T09:57:39Z,-41.79,4.6,174.23,3.0,10.0,4.0,M,,,,,,,3.3,0.2,27,3.1,nan,25,,,,3.1,0.1,25
2017p136413,2017-02-20T11:21:10Z,-47.3,9.5,165.95,7.3,12.0,0.0,M,,,,,,,3.4,0.2,9,2.9,nan,1,,,,2.9,nan,1
2017p136667,2017-02-20T13:36:35Z,-42.71,2.4,172.82,2.8,11.0,4.0,M,,,,,,,2.8,0.2,19,2.7,nan,15,,,,2.7,0.1,15
2017p136768,2017-02-20T14:31:18Z,-39.38,23.6,174.49,21.5,113.0,28.0,M,,,,,,,1.7,0.4,7,1.5,nan,5,,,,1.5,0.5,5
2017p136810,2017-02-20T14:52:32Z,-38.92,1.2,175.69,2.1,9.0,2.0,M,,,,,,,2.4,0.2,31,2.2,nan,31,,,,2.2,0.2,31
2017p136821,2017-02-20T14:58:19Z,-37.52,6.6,177.29,7.8,93.0,10.0,M,,,,,,,2.7,0.1,9,2.4,nan,12,,,,2.4,0.1,12
2017p136860,2017-02-20T15:19:14Z,-37.2,9.2,179.1,9.1,12.0,0.0,M,,,,,,,3.0,0.1,14,2.7,nan,11,,,,2.7,0.1,11
2017p136869,2017-02-20T15:24:11Z,-37.77,4.6,177.54,3.9,26.0,5.0,M,,,,,,,2.7,0.2,24,2.4,nan,20,,,,2.4,0.1,20
2017p137387,2017-02-20T20:00:12Z,-45.22,3.5,166.99,5.8,12.0,0.0,M,,,,,,,2.9,0.2,8,2.6,nan,4,,,,2.6,0.5,4
2017p137412,2017-02-20T20:13:14Z,-37.15,20.7,176.24,24.9,242.0,22.0,M,,,,,,,,,,2.5,nan,5,,,,2.5,0.3,5
2017p137472,2017-02-20T20:45:26Z,-43.46,3.2,170.27,2.8,5.0,0.0,M,,,,,,,2.4,0.3,10,2.0,nan,5,,,,2.0,0.3,5
2017p137604,2017-02-20T21:55:32Z,-38.68,3.2,177.97,4.9,26.0,4.0,M,,,,,,,2.7,0.2,18,2.4,nan,12,,,,2.4,0.2,12
2017p137780,2017-02-20T23:29:13Z,-41.72,3.5,174.31,3.0,11.0,4.0,M,,,,,,,3.3,0.1,19,3.1,nan,19,,,,3.1,0.2,19
2017p137860,2017-02-21T00:12:18Z,-39.88,2.5,177.0,4.1,25.0,3.0,M,,,,,,,2.8,0.1,36,2.6,nan,30,,,,2.6,0.1,30
2017p137967,2017-02-21T01:08:51Z,-36.7,6.5,177.74,6.4,190.0,6.0,M,,,,,,,4.3,0.3,22,4.3,nan,73,,,,4.3,0.2,73
2017p137979,2017-02-21T01:15:31Z,-41.67,3.1,174.26,2.5,11.0,4.0,M,,,,,,,3.2,0.1,20,2.9,nan,19,,,,2.9,0.1,19
2017p138072,2017-02-21T02:05:17Z,-39.07,6.3,173.97,6.9,9.0,5.0,M,,,,,,,2.0,0.4,7,1.7,nan,7,,,,1.7,0.3,7
2017p138285,2017-02-21T03:58:23Z,-38.92,1.0,175.69,1.8,9.0,2.0,M,,,,,,,3.3,0.3,37,3.0,nan,37,,,,3.0,0.3,37
2017p138304,2017-02-21T04:08:25Z,-38.92,1.1,175.7,1.7,9.0,2.0,M,,,,,,,2.7,0.3,26,2.5,nan,26,,,,2.5,0.2,26
2017p138343,2017-02-21T04:29:38Z,-42.23,3.0,173.6,3.9,15.0,3.0,M,,,,,,,3.4,0.2,30,3.3,nan,28,,,,3.3,0.1,28
2017p138683,2017-02-21T07:31:09Z,-38.92,1.3,175.7,1.8,8.0,2.0,M,,,,,,,2.2,0.2,13,2.0,nan,12,,,,2.0,0.2,12
2017p138758,2017-02-21T08:10:44Z,-39.76,3.1,176.85,4.5,36.0,6.0,M,,,,,,,3.0,0.3,16,2.8,nan,15,,,,2.8,0.2,15
2017p138777,2017-02-21T08:20:27Z,-38.92,0.9,175.69,1.6,9.0,2.0,M,,,,,,,3.9,0.3,33,3.6,nan,33,,,,3.6,0.2,33
2017p138806,2017-02-21T08:35:58Z,-38.93,1.0,175.7,2.0,10.0,2.0,M,,,,,,,4.1,0.2,43,3.8,nan,43,,,,3.8,0.2,43
2017p138820,2017-02-21T08:43:44Z,-41.7,2.7,174.15,2.4,8.0,3.0,M,,,,,,,3.2,0.2,23,3.0,nan,23,,,,3.0,0.2,23
2017p138842,2017-02-21T08:55:27Z,-38.93,1.2,175.69,2.0,9.0,2.0,M,,,,,,,2.8,0.3,36,2.5,nan,36,,,,2.5,0.2,36
2017p138873,2017-02-21T09:11:37Z,-39.65,3.1,176.98,6.1,26.0,7.0,M,,,,,,,2.2,0.2,8,1.7,nan,11,,,,1.7,0.3,11
2017p138874,2017-02-21T09:11:55Z,-38.92,1.9,175.7,2.5,4.0,2.0,M,,,,,,,2.6,0.2,19,2.3,nan,19,,,,2.3,0.2,19
2017p138883,2017-02-21T09:17:17Z,-38.92,1.3,175.68,2.1,9.0,2.0,M,,,,,,,2.3,0.2,24,2.0,nan,23,,,,2.0,0.2,23
