PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLh,MLh_Uncertainty,MLh_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mBc,mBc_Uncertainty,mBc_StationCount,mb,mb_Uncertainty,mb_StationCount,Mw(mBc),Mw(mBc)_Uncertainty,Mw(mBc)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2012p168988,2012-03-03T12:36:52Z,-41.05,1.8,173.59,2.5,79.0,2.0,M,,,,,,,3.0,0.4,12,2.8,nan,12,,,,,,,,,,,,,,,,,,,2.8,0.5,12
2012p169284,2012-03-03T15:14:42Z,-38.02,3.5,175.94,3.2,221.0,6.0,M,,,,,,,,,,2.7,nan,31,,,,,,,,,,,,,,,,,,,2.7,0.3,31
2012p169307,2012-03-03T15:26:50Z,-43.58,0.7,172.31,0.8,7.0,1.0,M,,,,,,,2.6,0.3,9,2.6,nan,9,,,,,,,,,,,,,,,,,,,2.6,0.4,9
2012p169602,2012-03-03T18:04:23Z,-45.1,4.4,166.9,7.2,12.0,0.0,M,,,,,,,3.4,0.2,9,3.3,nan,9,,,,,,,,,,,,,,,,,,,3.3,0.1,9
2012p169779,2012-03-03T19:38:35Z,-43.29,2.1,172.08,1.6,8.0,1.0,M,,,,,,,1.8,nan,1,1.5,nan,1,,,,,,,,,,,,,,,,,,,1.5,nan,1
2012p169780,2012-03-03T19:38:40Z,-43.59,4.4,172.79,2.8,5.0,0.0,M,,,,,,,1.9,0.3,4,1.8,nan,4,,,,,,,,,,,,,,,,,,,1.8,0.3,4
2012p169838,2012-03-03T20:09:44Z,-43.59,1.0,172.41,0.9,8.0,1.0,M,,,,,,,2.9,0.2,6,2.7,nan,6,,,,,,,,,,,,,,,,,,,2.7,0.2,6
2012p170419,2012-03-04T01:19:14Z,-41.58,1.4,172.88,1.9,83.0,3.0,M,,,,,,,,,,3.0,nan,12,,,,,,,,,,,,,,,,,,,3.0,0.2,12
2012p170577,2012-03-04T02:43:53Z,-38.07,2.1,176.02,2.1,188.0,5.0,M,,,,,,,,,,1.2,nan,1,,,,,,,,,,,,,,,,,,,2.9,0.3,49
2012p170987,2012-03-04T06:22:16Z,-43.68,7.0,172.36,4.5,5.0,0.0,M,,,,,,,2.9,0.2,12,2.9,nan,12,,,,,,,,,,,,,,,,,,,2.9,0.2,12
2012p171469,2012-03-04T10:39:02Z,-40.51,1.3,174.62,2.2,94.0,4.0,M,,,,,,,,,,3.1,nan,42,,,,,,,,,,,,,,,,,,,3.1,0.2,42
2012p171639,2012-03-04T12:09:32Z,-41.38,1.5,173.7,2.0,61.0,2.0,M,,,,,,,4.3,0.1,20,3.9,nan,20,,,,,,,,,,,,,,,,,,,3.9,0.1,20
2012p172139,2012-03-04T16:35:39Z,-43.43,4.4,172.82,2.8,12.0,0.0,M,,,,,,,3.6,0.2,14,3.5,nan,14,,,,,,,,,,,,,,,,,,,3.5,0.2,14
2012p172158,2012-03-04T16:45:49Z,-40.48,2.8,173.36,3.0,181.0,5.0,M,,,,,,,,,,4.1,nan,19,,,,,,,,,,,,,,,,,,,4.1,0.1,19
2012p172789,2012-03-04T22:22:09Z,-44.58,4.4,168.26,3.6,12.0,0.0,M,,,,,,,3.0,0.1,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.1,6
2012p173284,2012-03-05T02:46:01Z,-45.16,2.3,167.4,3.0,89.0,3.0,M,,,,,,,,,,3.2,nan,13,,,,,,,,,,,,,,,,,,,3.2,0.1,13
2012p173772,2012-03-05T07:06:11Z,-36.19,14.4,178.05,12.7,169.0,14.0,M,,,,,,,,,,3.1,nan,18,,,,,,,,,,,,,,,,,,,3.1,0.2,18
2012p174107,2012-03-05T10:04:42Z,-41.17,1.1,174.46,1.2,42.0,1.0,M,,,,,,,4.1,0.2,18,3.9,nan,112,,,,,,,,,,,,,,,,,,,3.9,0.3,112
2012p174174,2012-03-05T10:40:02Z,-38.59,2.4,175.36,3.1,257.0,5.0,M,,,,,,,,,,1.3,nan,1,,,,,,,,,,,,,,,,,,,2.7,0.4,60
2012p174239,2012-03-05T11:14:58Z,-39.21,1.4,175.14,1.9,151.0,3.0,M,,,,,,,,,,2.0,nan,2,,,,,,,,,,,,,,,,,,,2.8,0.3,60
2012p174378,2012-03-05T12:29:01Z,-36.31,10.3,178.8,4.5,134.0,13.0,M,,,,,,,,,,4.2,nan,47,,,,,,,,,,,,,,,,,,,4.2,0.2,47
2012p174472,2012-03-05T13:18:48Z,-36.61,4.4,175.0,2.8,12.0,0.0,M,,,,,,,1.9,0.3,8,1.8,nan,9,,,,,,,,,,,,,,,,,,,1.8,0.3,9
2012p174730,2012-03-05T15:36:30Z,-39.41,0.9,175.96,0.9,60.0,2.0,M,,,,,,,3.8,0.3,78,3.5,nan,79,,,,,,,,,,,,,,,,,,,3.5,0.2,79
2012p175180,2012-03-05T19:36:44Z,-39.55,2.2,174.17,3.4,237.0,4.0,M,,,,,,,,,,2.2,nan,1,,,,,,,,,,,,,,,,,,,3.4,0.3,60
2012p175313,2012-03-05T20:46:50Z,-44.48,4.7,168.39,3.1,5.0,0.0,M,,,,,,,3.5,0.2,13,3.4,nan,13,,,,,,,,,,,,,,,,,,,3.4,0.1,13
2012p175497,2012-03-05T22:25:07Z,-43.54,1.4,172.69,1.2,12.0,1.0,M,,,,,,,2.9,0.2,12,2.8,nan,12,,,,,,,,,,,,,,,,,,,2.8,0.2,12
2012p175860,2012-03-06T01:38:24Z,-43.36,0.8,171.98,0.8,7.0,1.0,M,,,,,,,3.3,0.4,7,3.1,nan,7,,,,,,,,,,,,,,,,,,,3.1,0.4,7
2012p175934,2012-03-06T02:17:52Z,-43.54,2.0,172.43,1.2,10.0,2.0,M,,,,,,,2.6,0.1,6,2.4,nan,6,,,,,,,,,,,,,,,,,,,2.4,0.2,6
2012p176690,2012-03-06T09:00:44Z,-38.79,1.0,177.91,1.7,42.0,2.0,M,,,,,,,2.0,0.2,15,1.8,nan,15,,,,,,,,,,,,,,,,,,,1.8,0.2,15
2012p177009,2012-03-06T11:50:30Z,-46.15,8.9,166.02,9.0,12.0,0.0,M,,,,,,,3.3,0.2,6,3.0,nan,6,,,,,,,,,,,,,,,,,,,3.0,0.1,6
2012p177115,2012-03-06T12:47:20Z,-46.45,7.5,166.15,6.2,5.0,0.0,M,,,,,,,3.3,0.3,6,3.4,nan,6,,,,,,,,,,,,,,,,,,,3.4,0.3,6
2012p177257,2012-03-06T14:02:36Z,-37.44,3.0,177.74,2.1,94.0,4.0,M,,,,,,,,,,2.8,nan,18,,,,,,,,,,,,,,,,,,,2.8,0.2,18
2012p177603,2012-03-06T17:07:16Z,-46.25,6.4,166.18,8.2,12.0,0.0,M,,,,,,,3.2,0.2,7,3.1,nan,7,,,,,,,,,,,,,,,,,,,3.1,0.3,7
2012p177843,2012-03-06T19:14:47Z,-45.35,5.7,166.59,7.4,5.0,0.0,M,,,,,,,3.7,0.1,7,3.5,nan,7,,,,,,,,,,,,,,,,,,,3.5,0.1,7
2012p178702,2012-03-07T02:52:50Z,-37.75,2.8,178.41,2.8,58.0,3.0,M,,,,,,,2.5,0.2,14,2.5,nan,14,,,,,,,,,,,,,,,,,,,2.5,0.3,14
2012p178707,2012-03-07T02:55:09Z,-37.78,1.4,177.58,1.8,43.0,2.0,M,,,,,,,2.9,0.2,30,2.7,nan,1,,,,,,,,,,,,,,,,,,,2.7,0.3,28
2012p179055,2012-03-07T06:00:50Z,-38.61,0.7,177.49,0.8,37.0,1.0,M,,,,,,,3.1,0.3,43,2.9,nan,51,,,,,,,,,,,,,,,,,,,2.9,0.3,51
2012p179319,2012-03-07T08:21:03Z,-37.08,4.8,177.22,4.6,173.0,6.0,M,,,,,,,,,,2.8,nan,22,,,,,,,,,,,,,,,,,,,2.8,0.3,22
2012p179571,2012-03-07T10:35:45Z,-43.51,8.7,172.8,5.6,5.0,0.0,M,,,,,,,2.3,0.4,6,2.4,nan,6,,,,,,,,,,,,,,,,,,,2.4,0.4,6
2012p179617,2012-03-07T11:00:06Z,-35.06,18.9,179.39,14.0,248.0,27.0,M,,,,,,,,,,3.8,nan,15,,,,,,,,,,,,,,,,,,,3.8,0.1,15
2012p179780,2012-03-07T12:26:52Z,-38.23,4.3,179.11,5.4,33.0,0.0,M,,,,,,,3.2,0.3,13,3.0,nan,12,,,,,,,,,,,,,,,,,,,3.0,0.3,12
2012p180478,2012-03-07T18:38:54Z,-45.22,2.6,167.46,3.0,81.0,4.0,M,,,,,,,,,,3.3,nan,16,,,,,,,,,,,,,,,,,,,3.3,0.6,16
2012p180855,2012-03-07T21:59:49Z,-43.49,1.2,172.81,1.2,10.0,2.0,M,,,,,,,3.4,0.3,17,3.1,nan,16,,,,,,,,,,,,,,,,,,,3.1,0.4,16
2012p180856,2012-03-07T22:01:19Z,-38.57,1.5,178.03,2.4,33.0,5.0,M,,,,,,,3.1,0.2,9,2.8,nan,9,,,,,,,,,,,,,,,,,,,2.8,0.2,9
2012p181114,2012-03-08T00:17:41Z,-38.9,1.8,175.48,2.2,122.0,3.0,M,,,,,,,,,,2.8,nan,39,,,,,,,,,,,,,,,,,,,2.8,0.4,39
2012p181508,2012-03-08T03:47:28Z,-39.24,1.4,177.89,3.3,51.0,3.0,MLv,,,,,,,3.5,0.3,31,,,,,,,,,,,,,,,,,,,,,,3.2,0.3,36
2012p181886,2012-03-08T07:09:05Z,-40.7,1.2,174.69,1.8,83.0,3.0,M,,,,,,,,,,4.7,nan,45,,,,,,,,,,,,,,,,,,,4.7,0.2,45
2012p182158,2012-03-08T09:33:59Z,-36.74,7.0,177.75,4.2,122.0,9.0,M,,,,,,,,,,3.0,nan,15,,,,,,,,,,,,,,,,,,,3.0,0.3,15
2012p182159,2012-03-08T09:34:16Z,-40.43,1.4,174.03,2.2,45.0,10.0,M,,,,,,,2.7,0.3,16,2.1,nan,4,,,,,,,,,,,,,,,,,,,2.4,0.5,12
2012p182493,2012-03-08T12:32:24Z,-43.46,1.1,172.83,0.9,11.0,2.0,M,,,,,,,3.3,0.3,16,3.2,nan,17,,,,,,,,,,,,,,,,,,,3.2,0.4,17
2012p182575,2012-03-08T13:16:12Z,-45.54,2.0,166.83,4.3,10.0,3.0,M,,,,,,,2.9,0.3,9,2.8,nan,9,,,,,,,,,,,,,,,,,,,2.8,0.5,9
2012p182742,2012-03-08T14:45:08Z,-35.83,8.3,179.23,6.1,170.0,13.0,M,,,,,,,,,,4.4,nan,51,,,,,,,,,,,,,,,,,,,4.4,0.3,51
2012p182814,2012-03-08T15:23:34Z,-43.62,1.9,172.54,1.3,10.0,2.0,M,,,,,,,2.2,0.4,7,2.1,nan,7,,,,,,,,,,,,,,,,,,,2.1,0.5,7
2012p182931,2012-03-08T16:26:06Z,-41.11,1.4,174.62,1.3,35.0,2.0,M,,,,,,,2.0,0.1,8,1.6,nan,9,,,,,,,,,,,,,,,,,,,1.6,0.2,9
2012p183051,2012-03-08T17:29:38Z,-39.87,1.2,176.21,1.4,45.0,2.0,M,,,,,,,3.6,0.2,49,3.3,nan,64,,,,,,,,,,,,,,,,,,,3.3,0.3,64
2012p183114,2012-03-08T18:00:45Z,-38.0,1.4,177.15,3.0,59.0,3.0,M,,,,,,,2.5,0.2,7,2.2,nan,10,,,,,,,,,,,,,,,,,,,2.2,0.3,10
2012p183112,2012-03-08T18:02:30Z,-33.47,29.8,179.52,45.9,326.0,51.0,M,4.5,nan,1,,,,,,,4.2,nan,8,3.7,0.4,1,,,,,,,,,,,,,,,,4.2,0.1,8
2012p183261,2012-03-08T19:21:49Z,-40.14,1.1,176.25,1.6,38.0,2.0,M,,,,,,,4.9,0.2,30,4.6,nan,30,,,,,,,,,,,,,,,,,,,4.6,0.2,30
2012p183343,2012-03-08T20:05:21Z,-37.16,11.2,176.89,14.7,221.0,13.0,M,,,,,,,,,,3.1,nan,7,,,,,,,,,,,,,,,,,,,2.6,0.4,10
2012p183968,2012-03-09T01:38:22Z,-38.13,2.1,176.25,2.7,170.0,5.0,M,,,,,,,,,,2.8,nan,45,,,,,,,,,,,,,,,,,,,2.8,0.4,45
2012p183976,2012-03-09T01:42:37Z,-38.91,1.2,177.97,2.3,24.0,2.0,MLv,,,,,,,2.7,0.3,12,,,,,,,,,,,,,,,,,,,,,,2.3,0.4,17
2012p184091,2012-03-09T02:43:21Z,-33.11,6.4,179.99,15.4,12.0,0.0,M,5.1,0.1,9,,,,5.0,0.2,25,4.6,nan,25,4.5,0.4,9,,,,,,,,,,,,,,,,4.7,0.1,25
2012p184420,2012-03-09T05:43:48Z,-37.75,9.3,-179.92,9.5,33.0,0.0,M,,,,,,,3.1,0.1,6,2.9,nan,8,,,,,,,,,,,,,,,,,,,2.9,0.3,8
2012p185025,2012-03-09T11:01:43Z,-37.63,15.8,-179.45,10.4,33.0,0.0,M,,,,,,,3.6,0.2,13,3.4,nan,14,,,,,,,,,,,,,,,,,,,3.4,0.3,14
2012p185356,2012-03-09T13:58:06Z,-43.07,4.4,173.38,2.8,12.0,0.0,M,,,,,,,2.6,0.1,7,2.5,nan,8,,,,,,,,,,,,,,,,,,,2.5,0.1,8
2012p185510,2012-03-09T15:19:49Z,-38.4,7.5,176.27,16.5,191.0,10.0,M,,,,,,,,,,2.4,nan,9,,,,,,,,,,,,,,,,,,,2.4,0.4,9
2012p185584,2012-03-09T15:59:14Z,-43.53,1.3,172.76,1.2,12.0,2.0,M,,,,,,,3.1,0.2,12,3.0,nan,14,,,,,,,,,,,,,,,,,,,3.0,0.4,14
2012p185804,2012-03-09T17:56:31Z,-36.88,12.0,177.28,15.5,191.0,12.0,M,,,,,,,,,,2.7,nan,9,,,,,,,,,,,,,,,,,,,2.7,0.4,9
2012p185922,2012-03-09T18:59:17Z,-34.03,13.0,178.34,15.7,539.0,17.0,M,4.5,0.3,4,,,,,,,4.1,nan,31,3.7,0.4,4,,,,,,,,,,,,,,,,4.3,0.2,31
2012p186077,2012-03-09T20:22:01Z,-39.4,0.7,175.06,0.8,26.0,2.0,M,,,,,,,3.5,0.2,42,3.2,nan,42,,,,,,,,,,,,,,,,,,,3.2,0.2,42
2012p186702,2012-03-10T01:54:55Z,-43.54,2.4,172.67,1.1,20.0,2.0,M,,,,,,,2.3,0.3,6,2.1,nan,7,,,,,,,,,,,,,,,,,,,2.1,0.6,7
2012p187434,2012-03-10T08:25:51Z,-38.59,1.2,175.95,1.5,144.0,2.0,M,,,,,,,,,,3.0,nan,96,,,,,,,,,,,,,,,,,,,3.0,0.6,96
2012p187481,2012-03-10T08:49:55Z,-45.67,5.4,166.7,4.5,5.0,0.0,M,,,,,,,3.2,0.2,11,3.0,nan,11,,,,,,,,,,,,,,,,,,,3.0,0.3,11
2012p187720,2012-03-10T10:57:29Z,-45.93,4.4,168.64,2.8,12.0,0.0,M,,,,,,,3.4,0.1,11,3.3,nan,13,,,,,,,,,,,,,,,,,,,3.3,0.2,13
2012p187867,2012-03-10T12:15:35Z,-43.46,1.4,172.76,1.1,13.0,2.0,M,,,,,,,3.1,0.2,13,2.9,nan,16,,,,,,,,,,,,,,,,,,,2.9,0.4,16
2012p187900,2012-03-10T12:33:35Z,-37.95,5.3,176.23,4.3,215.0,7.0,M,,,,,,,,,,1.9,nan,1,,,,,,,,,,,,,,,,,,,2.3,0.3,21
2012p188370,2012-03-10T16:43:47Z,-34.72,3.8,179.36,7.7,33.0,0.0,M,,,,,,,4.5,0.4,19,4.3,nan,19,,,,,,,,,,,,,,,,,,,4.3,0.2,19
2012p188560,2012-03-10T18:25:06Z,-44.58,5.6,168.26,5.3,5.0,0.0,M,,,,,,,3.1,0.2,10,3.0,nan,13,,,,,,,,,,,,,,,,,,,3.0,0.3,13
2012p188564,2012-03-10T18:26:25Z,-35.08,5.4,178.94,6.4,126.0,31.0,M,,,,,,,,,,5.1,nan,24,,,,,,,,,,,,,,,,,,,5.1,0.4,24
2012p188735,2012-03-10T19:58:17Z,-38.2,2.5,176.18,3.3,171.0,9.0,M,,,,,,,,,,2.7,nan,48,,,,,,,,,,,,,,,,,,,2.7,0.4,48
2012p189673,2012-03-11T04:17:55Z,-36.43,7.6,178.21,9.0,190.0,8.0,M,4.0,nan,1,,,,,,,3.4,nan,32,3.0,0.4,1,,,,,,,,,,,,,,,,3.4,0.4,32
2012p189921,2012-03-11T06:30:03Z,-38.27,1.1,177.92,1.7,64.0,2.0,M,,,,,,,3.4,0.2,42,3.0,nan,1,,,,,,,,,,,,,,,,,,,3.2,0.4,55
2012p190360,2012-03-11T10:23:46Z,-36.73,6.6,177.85,6.6,164.0,7.0,M,,,,,,,,,,3.4,nan,46,,,,,,,,,,,,,,,,,,,3.4,0.4,46
2012p190645,2012-03-11T12:55:56Z,-45.56,4.4,166.84,4.8,12.0,0.0,M,,,,,,,3.4,0.3,12,3.4,nan,12,,,,,,,,,,,,,,,,,,,3.4,0.3,12
2012p190786,2012-03-11T14:10:48Z,-38.45,1.7,175.91,1.7,178.0,4.0,M,,,,,,,,,,1.3,nan,5,,,,,,,,,,,,,,,,,,,2.8,0.6,78
2012p190941,2012-03-11T15:33:28Z,-38.59,9.1,-179.77,7.3,33.0,0.0,M,,,,,,,3.1,0.2,13,2.5,nan,1,,,,,,,,,,,,,,,,,,,2.8,0.3,17
2012p190945,2012-03-11T15:35:51Z,-41.26,2.2,172.83,4.2,148.0,4.0,M,,,,,,,,,,2.9,nan,29,,,,,,,,,,,,,,,,,,,2.9,0.5,29
2012p191109,2012-03-11T17:03:07Z,-37.8,14.4,179.75,9.3,33.0,0.0,M,,,,,,,2.8,0.2,8,2.6,nan,10,,,,,,,,,,,,,,,,,,,2.6,0.4,10
2012p191193,2012-03-11T17:47:50Z,-37.91,2.6,176.28,2.9,171.0,5.0,M,,,,,,,,,,2.0,nan,4,,,,,,,,,,,,,,,,,,,2.6,0.4,40
2012p191486,2012-03-11T20:24:08Z,-40.32,1.5,174.02,2.0,135.0,4.0,M,,,,,,,,,,3.3,nan,49,,,,,,,,,,,,,,,,,,,3.3,0.2,49
2012p191679,2012-03-11T22:06:55Z,-39.18,4.8,178.75,4.0,33.0,0.0,M,,,,,,,2.9,0.1,26,2.6,nan,30,,,,,,,,,,,,,,,,,,,2.6,0.2,30
2012p192108,2012-03-12T01:55:10Z,-43.56,1.5,172.66,0.9,11.0,2.0,M,,,,,,,3.2,0.2,7,3.0,nan,9,,,,,,,,,,,,,,,,,,,3.0,0.2,9
2012p192223,2012-03-12T02:56:28Z,-41.08,0.7,175.08,0.6,28.0,1.0,M,,,,,,,2.3,0.2,12,2.0,nan,14,,,,,,,,,,,,,,,,,,,2.0,0.3,14
2012p192525,2012-03-12T05:37:49Z,-41.49,4.4,172.26,2.9,5.0,0.0,M,,,,,,,3.2,0.2,14,3.0,nan,19,,,,,,,,,,,,,,,,,,,3.0,0.2,19
2012p192947,2012-03-12T09:22:35Z,-37.73,4.4,176.72,2.8,5.0,0.0,M,,,,,,,2.9,0.2,25,2.7,nan,1,,,,,,,,,,,,,,,,,,,2.7,0.3,33
2012p193109,2012-03-12T10:48:39Z,-42.81,1.3,171.95,2.0,5.0,2.0,M,,,,,,,2.7,0.1,11,2.5,nan,2,,,,,,,,,,,,,,,,,,,2.6,0.2,13
2012p193167,2012-03-12T11:19:19Z,-37.55,3.9,176.55,4.1,186.0,6.0,M,,,,,,,,,,2.7,nan,28,,,,,,,,,,,,,,,,,,,2.7,0.4,28
2012p193974,2012-03-12T18:29:28Z,-37.97,8.6,179.22,5.7,33.0,0.0,M,,,,,,,3.0,0.2,12,2.9,nan,2,,,,,,,,,,,,,,,,,,,2.9,0.0,2
2012p194280,2012-03-12T21:13:00Z,-40.02,2.4,176.92,2.3,18.0,2.0,M,,,,,,,2.2,0.2,7,1.9,nan,8,,,,,,,,,,,,,,,,,,,1.9,0.2,8
2012p194841,2012-03-13T02:11:29Z,-38.61,0.9,176.49,1.0,99.0,2.0,M,,,,,,,,,,4.1,nan,95,,,,,,,,,,,,,,,,,,,4.1,0.4,95
2012p194934,2012-03-13T03:01:02Z,-41.45,1.4,174.34,2.2,70.0,3.0,M,,,,,,,3.9,0.2,38,2.9,nan,1,,,,,,,,,,,,,,,,,,,3.6,0.2,38
2012p195167,2012-03-13T05:05:04Z,-39.83,1.6,177.1,3.0,17.0,2.0,M,,,,,,,3.0,0.2,26,2.7,nan,32,,,,,,,,,,,,,,,,,,,2.7,0.2,32
2012p195169,2012-03-13T05:06:22Z,-37.0,4.5,177.45,2.9,12.0,0.0,M,,,,,,,2.9,0.2,9,2.8,nan,13,,,,,,,,,,,,,,,,,,,2.8,0.3,13
2012p195368,2012-03-13T06:52:18Z,-35.33,16.7,178.74,18.2,219.0,25.0,M,,,,,,,,,,3.5,nan,12,,,,,,,,,,,,,,,,,,,3.5,0.3,12
2012p195422,2012-03-13T07:21:03Z,-37.62,9.2,179.75,6.7,12.0,0.0,M,,,,,,,3.1,0.2,13,2.8,nan,12,,,,,,,,,,,,,,,,,,,2.8,0.2,12
2012p195713,2012-03-13T09:56:13Z,-37.47,11.6,179.81,7.9,33.0,0.0,M,,,,,,,2.9,0.1,10,2.7,nan,11,,,,,,,,,,,,,,,,,,,2.7,0.2,11
2012p196224,2012-03-13T14:28:02Z,-35.14,8.3,178.87,8.7,220.0,9.0,M,,,,,,,,,,3.5,nan,2,,,,,,,,,,,,,,,,,,,3.8,0.3,27
2012p196498,2012-03-13T16:54:18Z,-41.36,2.2,172.82,3.9,115.0,4.0,M,,,,,,,,,,2.7,nan,17,,,,,,,,,,,,,,,,,,,2.7,0.6,17
2012p196682,2012-03-13T18:32:25Z,-38.06,0.6,176.72,0.5,7.0,1.0,M,,,,,,,2.9,0.3,24,2.6,nan,24,,,,,,,,,,,,,,,,,,,2.6,0.2,24
2012p197022,2012-03-13T21:34:05Z,-39.98,1.5,176.97,3.2,29.0,3.0,M,,,,,,,2.3,0.1,10,2.0,nan,15,,,,,,,,,,,,,,,,,,,2.0,0.2,15
2012p197078,2012-03-13T22:03:38Z,-39.93,1.9,176.93,2.6,23.0,2.0,M,,,,,,,2.0,0.1,8,1.8,nan,8,,,,,,,,,,,,,,,,,,,1.8,0.3,8
2012p197163,2012-03-13T22:48:56Z,-38.07,0.7,176.72,0.6,7.0,1.0,M,,,,,,,2.7,0.3,21,2.4,nan,28,,,,,,,,,,,,,,,,,,,2.4,0.3,28
2012p197471,2012-03-14T01:32:49Z,-36.87,5.7,177.51,3.7,181.0,6.0,M,,,,,,,,,,3.3,nan,56,,,,,,,,,,,,,,,,,,,3.3,0.4,56
2012p197569,2012-03-14T02:25:01Z,-38.07,1.1,176.72,0.9,7.0,1.0,M,,,,,,,2.7,0.2,19,2.4,nan,24,,,,,,,,,,,,,,,,,,,2.4,0.3,24
2012p198011,2012-03-14T06:20:44Z,-43.5,1.1,172.17,0.9,5.0,1.0,M,,,,,,,3.0,0.2,13,2.9,nan,15,,,,,,,,,,,,,,,,,,,2.9,0.4,15
2012p198167,2012-03-14T07:43:32Z,-40.47,1.1,174.6,1.7,61.0,4.0,M,,,,,,,3.2,0.2,51,2.9,nan,59,,,,,,,,,,,,,,,,,,,2.9,0.3,59
2012p198176,2012-03-14T07:48:27Z,-43.93,2.8,169.0,5.9,5.0,2.0,M,,,,,,,3.1,0.2,12,3.0,nan,14,,,,,,,,,,,,,,,,,,,3.0,0.3,14
2012p198569,2012-03-14T11:17:57Z,-36.78,9.9,177.05,7.3,261.0,7.0,M,,,,,,,,,,3.1,nan,44,,,,,,,,,,,,,,,,,,,3.1,0.4,44
2012p198577,2012-03-14T11:21:46Z,-37.24,4.1,176.85,4.6,224.0,5.0,M,,,,,,,,,,3.6,nan,110,,,,,,,,,,,,,,,,,,,3.6,0.6,110
2012p199451,2012-03-14T19:07:43Z,-45.19,9.3,166.84,6.2,5.0,0.0,M,,,,,,,5.5,0.3,18,5.4,nan,18,,,,,,,,,,,,,,,,,,,5.4,0.3,18
2012p199516,2012-03-14T19:42:38Z,-45.29,12.0,166.71,8.2,12.0,0.0,M,,,,,,,5.0,0.3,17,4.8,nan,17,,,,,,,,,,,,,,,,,,,4.8,0.3,17
2012p199567,2012-03-14T20:09:47Z,-38.46,2.8,176.04,3.5,158.0,7.0,M,,,,,,,,,,2.4,nan,30,,,,,,,,,,,,,,,,,,,2.4,0.3,30
2012p199615,2012-03-14T20:35:02Z,-45.25,5.1,167.24,4.2,5.0,0.0,M,,,,,,,3.1,0.2,10,2.8,nan,9,,,,,,,,,,,,,,,,,,,2.8,0.5,9
2012p199670,2012-03-14T21:04:35Z,-45.47,9.0,166.55,6.0,5.0,0.0,M,,,,,,,3.3,0.3,6,3.0,nan,7,,,,,,,,,,,,,,,,,,,3.0,0.4,7
2012p199755,2012-03-14T21:49:35Z,-43.49,2.1,172.81,1.0,10.0,3.0,M,,,,,,,3.0,0.2,11,2.9,nan,11,,,,,,,,,,,,,,,,,,,2.9,0.2,11
2012p199801,2012-03-14T22:13:58Z,-43.49,1.5,172.81,1.2,11.0,2.0,M,,,,,,,3.4,0.2,19,3.2,nan,22,,,,,,,,,,,,,,,,,,,3.2,0.3,22
2012p199924,2012-03-14T23:19:51Z,-45.47,10.0,166.55,6.2,5.0,0.0,M,,,,,,,3.3,0.3,8,3.0,nan,8,,,,,,,,,,,,,,,,,,,3.0,0.4,8
2012p200203,2012-03-15T01:48:22Z,-40.75,1.3,176.38,3.3,20.0,3.0,M,,,,,,,2.2,0.2,9,1.6,nan,2,,,,,,,,,,,,,,,,,,,1.9,0.3,11
2012p200641,2012-03-15T05:41:40Z,-43.55,2.8,172.77,1.0,21.0,3.0,M,,,,,,,1.7,nan,1,1.7,nan,1,,,,,,,,,,,,,,,,,,,1.7,nan,1
2012p200744,2012-03-15T06:36:34Z,-40.3,7.9,176.07,6.5,62.0,15.0,MLv,,,,,,,,,,2.6,nan,9,,,,,,,,,,,,,,,,,,,2.6,0.5,9
2012p200745,2012-03-15T06:36:47Z,-45.23,7.6,166.68,9.9,5.0,0.0,M,,,,,,,3.0,0.2,7,3.0,nan,7,,,,,,,,,,,,,,,,,,,3.0,0.2,7
2012p201111,2012-03-15T09:52:24Z,-43.65,4.4,172.88,2.8,12.0,0.0,M,,,,,,,3.0,0.1,7,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.2,6
2012p201267,2012-03-15T11:15:18Z,-45.14,5.9,166.49,9.4,5.0,0.0,M,,,,,,,5.2,0.2,6,5.2,nan,17,,,,,,,,,,,,,,,,,,,5.2,0.2,17
2012p201321,2012-03-15T11:44:16Z,-45.19,4.4,166.66,6.1,5.0,0.0,M,,,,,,,3.4,0.3,6,3.2,nan,6,,,,,,,,,,,,,,,,,,,3.2,0.3,6
2012p201368,2012-03-15T12:09:04Z,-45.17,5.0,166.6,7.5,5.0,0.0,M,,,,,,,3.7,0.2,6,3.5,nan,6,,,,,,,,,,,,,,,,,,,3.5,0.2,6
2012p201394,2012-03-15T12:23:12Z,-37.72,1.7,177.61,1.3,82.0,3.0,M,,,,,,,,,,4.1,nan,48,,,,,,,,,,,,,,,,,,,4.1,0.2,48
2012p201562,2012-03-15T13:52:34Z,-45.23,6.6,166.65,7.0,5.0,0.0,M,,,,,,,3.3,0.2,6,3.2,nan,6,,,,,,,,,,,,,,,,,,,3.2,0.2,6
