PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,M,M_Uncertainty,M_StationCount
2178448,1941-02-09T19:39:00Z,-38.0,0.0,177.0,0.0,25.0,0.0,M,,,,4.5,nan,0
2178449,1941-02-10T08:59:42Z,-40.4,0.0,173.6,0.0,33.0,0.0,M,,,,4.0,nan,0
2178450,1941-02-11T07:06:54Z,-39.1,0.0,173.5,0.0,33.0,0.0,M,,,,4.5,nan,0
2178451,1941-02-11T23:11:13Z,-40.2,0.0,174.9,0.0,33.0,0.0,M,,,,4.8,nan,0
2178452,1941-02-11T23:16:09Z,-40.2,0.0,174.9,0.0,33.0,0.0,M,,,,3.6,nan,0
2178453,1941-02-16T19:21:17Z,-43.2,0.0,171.5,0.0,25.0,0.0,M,,,,4.0,nan,0
2178454,1941-02-17T01:33:18Z,-40.2,0.0,174.5,0.0,25.0,0.0,M,,,,4.0,nan,0
2178455,1941-02-17T03:34:38Z,-40.5,0.0,172.5,0.0,33.0,0.0,M,,,,4.0,nan,0
2178456,1941-02-19T14:37:48Z,-39.3,0.0,173.6,0.0,12.0,0.0,M,,,,4.9,nan,0
2178457,1941-02-23T16:55:00Z,-43.3,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178458,1941-02-24T00:46:24Z,-38.5,0.0,-178.5,0.0,100.0,0.0,M,,,,5.1,nan,0
2178459,1941-02-24T14:58:00Z,-46.0,0.0,170.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178460,1941-03-01T23:54:52Z,-37.9,0.0,176.2,0.0,165.0,0.0,M,,,,4.4,nan,0
2178461,1941-03-03T22:57:00Z,-43.5,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178462,1941-03-03T23:57:25Z,-39.2,0.0,175.2,0.0,25.0,0.0,M,,,,4.5,nan,0
2178463,1941-03-04T01:10:00Z,-43.5,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178464,1941-03-05T05:18:00Z,-43.5,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178465,1941-03-18T08:11:00Z,-38.0,0.0,176.3,0.0,25.0,0.0,M,,,,4.5,nan,0
2178466,1941-03-20T19:26:00Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,,,,4.5,nan,0
2178467,1941-03-21T23:26:18Z,-39.1,0.0,175.0,0.0,210.0,0.0,M,,,,4.7,nan,0
2178468,1941-03-24T08:58:41Z,-39.0,0.0,177.5,0.0,25.0,0.0,M,,,,4.2,nan,0
2178469,1941-03-26T07:20:59Z,-41.2,0.0,173.7,0.0,33.0,0.0,M,,,,4.6,nan,0
2178470,1941-03-29T15:06:00Z,-40.9,0.0,172.6,0.0,33.0,0.0,M,,,,3.5,nan,0
2178471,1941-04-01T10:54:01Z,-39.0,0.0,174.0,0.0,12.0,0.0,M,,,,4.3,nan,0
2178473,1941-04-05T23:28:00Z,-38.5,0.0,180.0,0.0,80.0,0.0,M,,,,5.0,nan,0
2178474,1941-04-06T04:41:15Z,-41.2,0.0,176.8,0.0,33.0,0.0,M,,,,4.4,nan,0
2178475,1941-04-06T18:46:53Z,-41.6,0.0,173.1,0.0,33.0,0.0,M,,,,5.8,nan,0
2178476,1941-04-08T22:25:58Z,-40.1,0.0,175.0,0.0,12.0,0.0,M,,,,4.5,nan,0
2178477,1941-04-11T10:56:47Z,-40.9,0.0,172.6,0.0,12.0,0.0,M,,,,4.0,nan,0
2178478,1941-04-11T10:57:38Z,-41.0,0.0,172.6,0.0,12.0,0.0,M,,,,4.5,nan,0
2178479,1941-04-14T03:52:04Z,-38.4,0.0,176.7,0.0,170.0,0.0,M,,,,4.7,nan,0
2178480,1941-04-15T14:33:00Z,-43.5,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178481,1941-04-16T09:34:38Z,-40.5,0.0,174.5,0.0,33.0,0.0,M,,,,3.7,nan,0
2178482,1941-04-16T13:51:27Z,-37.8,0.0,177.8,0.0,220.0,0.0,M,,,,5.2,nan,0
2178483,1941-04-21T15:32:43Z,-39.8,0.0,176.2,0.0,33.0,0.0,M,,,,3.0,nan,0
2178484,1941-04-24T09:34:08Z,-37.8,0.0,177.4,0.0,185.0,0.0,M,,,,4.0,nan,0
2178485,1941-04-26T14:01:30Z,-43.3,0.0,171.5,0.0,25.0,0.0,M,,,,2.7,nan,0
2178486,1941-04-27T18:18:47Z,-40.8,0.0,172.8,0.0,12.0,0.0,M,,,,4.0,nan,0
2178487,1941-04-29T03:51:54Z,-39.6,0.0,175.6,0.0,12.0,0.0,M,,,,3.8,nan,0
2178488,1941-04-29T08:14:12Z,-41.5,0.0,175.5,0.0,12.0,0.0,M,,,,3.9,nan,0
2178489,1941-04-29T09:18:00Z,-39.0,0.0,177.5,0.0,25.0,0.0,M,,,,3.7,nan,0
2178490,1941-05-01T06:50:15Z,-42.5,0.0,173.8,0.0,12.0,0.0,M,,,,4.2,nan,0
2178491,1941-05-08T02:11:15Z,-39.2,0.0,174.8,0.0,25.0,0.0,M,,,,4.5,nan,0
2178492,1941-05-12T09:13:57Z,-38.9,0.0,177.8,0.0,70.0,0.0,M,,,,5.1,nan,0
2178493,1941-05-15T11:40:00Z,-41.5,0.0,175.3,0.0,25.0,0.0,M,,,,4.5,nan,0
2178494,1941-05-16T17:29:25Z,-39.0,0.0,174.0,0.0,25.0,0.0,M,,,,4.7,nan,0
2178495,1941-05-16T17:45:47Z,-39.0,0.0,174.0,0.0,25.0,0.0,M,,,,4.6,nan,0
2178496,1941-05-20T06:01:32Z,-38.5,0.0,176.1,0.0,190.0,0.0,M,,,,4.4,nan,0
2178497,1941-05-21T14:37:11Z,-38.3,0.0,176.2,0.0,185.0,0.0,M,,,,4.6,nan,0
2178498,1941-05-23T11:34:21Z,-40.8,0.0,172.4,0.0,12.0,0.0,M,,,,3.8,nan,0
2178499,1941-05-23T11:55:00Z,-41.0,0.0,172.0,0.0,25.0,0.0,M,,,,4.5,nan,0
2178500,1941-05-24T18:22:50Z,-40.0,0.0,176.5,0.0,25.0,0.0,M,,,,3.5,nan,0
2178501,1941-05-26T15:17:00Z,-44.2,0.0,168.5,0.0,33.0,0.0,M,,,,4.8,nan,0
2178502,1941-05-27T16:27:22Z,-39.4,0.0,175.1,0.0,160.0,0.0,M,,,,4.0,nan,0
2178503,1941-05-29T10:34:26Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,,,,2.7,nan,0
2178504,1941-05-29T11:17:04Z,-40.6,0.0,177.1,0.0,12.0,0.0,M,,,,5.2,nan,0
2178505,1941-05-30T06:05:06Z,-39.0,0.0,175.7,0.0,25.0,0.0,M,,,,3.7,nan,0
2178506,1941-05-30T18:54:32Z,-39.0,0.0,175.7,0.0,25.0,0.0,M,,,,2.7,nan,0
2178507,1941-06-01T22:53:21Z,-41.5,0.0,177.1,0.0,12.0,0.0,M,,,,4.2,nan,0
2178508,1941-06-04T10:30:12Z,-38.2,0.0,175.8,0.0,25.0,0.0,M,,,,4.0,nan,0
2178509,1941-06-06T16:32:54Z,-38.7,0.0,177.7,0.0,25.0,0.0,M,,,,4.2,nan,0
2178510,1941-06-07T02:38:24Z,-40.0,0.0,176.0,0.0,25.0,0.0,M,,,,3.7,nan,0
2178511,1941-06-07T09:43:24Z,-41.0,0.0,175.5,0.0,25.0,0.0,M,,,,3.5,nan,0
2178512,1941-06-09T14:30:00Z,-42.7,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178513,1941-06-09T18:13:46Z,-42.7,0.0,171.5,0.0,25.0,0.0,M,,,,3.3,nan,0
2178514,1941-06-13T18:37:00Z,-40.0,0.0,175.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178515,1941-06-14T06:36:52Z,-40.4,0.0,175.5,0.0,12.0,0.0,M,,,,4.3,nan,0
2178516,1941-06-14T08:18:10Z,-41.1,0.0,173.1,0.0,12.0,0.0,M,,,,3.7,nan,0
2178517,1941-06-16T16:32:16Z,-40.1,0.0,175.5,0.0,12.0,0.0,M,,,,3.8,nan,0
2178518,1941-06-18T07:53:12Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,,,,3.5,nan,0
2178519,1941-06-24T08:39:00Z,-43.3,0.0,171.5,0.0,25.0,0.0,M,,,,4.5,nan,0
2178520,1941-06-25T08:24:34Z,-39.2,0.0,175.1,0.0,250.0,0.0,M,,,,5.3,nan,0
