PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mb,mb_Uncertainty,mb_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2016p891351,2016-11-25T19:11:56Z,-38.09,7.1,179.27,7.1,12.0,0.0,M,,,,,,,3.6,0.2,19,3.3,nan,25,,,,,,,,,,3.3,0.2,25
2016p891457,2016-11-25T20:08:21Z,-43.05,4.5,173.75,5.4,25.0,6.0,M,,,,,,,2.8,0.2,13,2.6,nan,16,,,,,,,,,,2.6,0.3,16
2016p891534,2016-11-25T20:49:41Z,-41.58,2.3,174.3,2.1,5.0,0.0,M,,,,,,,3.3,0.1,16,3.0,nan,27,,,,,,,,,,3.0,0.2,27
2016p891572,2016-11-25T21:10:03Z,-41.68,2.6,174.27,2.6,8.0,4.0,M,,,,,,,3.1,0.2,17,2.8,nan,21,,,,,,,,,,2.8,0.3,21
2016p891579,2016-11-25T21:13:34Z,-41.7,2.8,174.3,2.6,6.0,3.0,M,,,,,,,3.5,0.1,19,3.3,nan,27,,,,,,,,,,3.3,0.2,27
2016p891604,2016-11-25T21:26:50Z,-41.77,2.8,174.21,3.0,15.0,3.0,M,,,,,,,4.0,0.2,22,3.8,nan,34,,,,,,,,,,3.8,0.2,34
2016p891622,2016-11-25T21:36:38Z,-41.55,3.4,174.44,2.7,12.0,0.0,M,,,,,,,2.6,0.2,14,2.4,nan,11,,,,,,,,,,2.4,0.2,11
2016p891624,2016-11-25T21:37:22Z,-41.71,2.8,174.28,2.4,11.0,3.0,M,,,,,,,3.8,0.1,23,3.6,nan,34,,,,,,,,,,3.6,0.2,34
2016p891661,2016-11-25T21:57:26Z,-41.8,3.2,174.23,2.9,7.0,3.0,M,,,,,,,3.5,0.1,21,3.3,nan,31,,,,,,,,,,3.3,0.2,31
2016p891704,2016-11-25T22:20:11Z,-41.7,3.1,174.3,2.7,11.0,3.0,M,,,,,,,3.4,0.1,24,3.2,nan,30,,,,,,,,,,3.2,0.2,30
2016p891778,2016-11-25T22:59:43Z,-42.24,2.8,173.77,3.8,5.0,0.0,M,,,,,,,3.3,0.2,13,3.1,nan,21,,,,,,,,,,3.1,0.3,21
2016p891811,2016-11-25T23:17:13Z,-42.01,3.2,173.72,2.8,5.0,0.0,M,,,,,,,3.3,0.2,16,3.1,nan,28,,,,,,,,,,3.1,0.2,28
2016p891885,2016-11-25T23:57:46Z,-38.95,13.0,175.64,7.5,1.0,9.0,M,,,,,,,1.4,0.2,6,1.1,nan,6,,,,,,,,,,1.1,0.3,6
2016p891906,2016-11-26T00:07:42Z,-41.69,2.4,174.26,2.6,10.0,3.0,M,,,,,,,3.2,0.1,20,3.0,nan,27,,,,,,,,,,3.0,0.2,27
2016p891956,2016-11-26T00:34:09Z,-40.56,4.4,176.78,6.7,19.0,5.0,M,,,,,,,3.5,0.3,25,3.2,nan,47,,,,,,,,,,3.2,0.3,47
2016p891963,2016-11-26T00:37:27Z,-40.52,4.9,176.76,7.4,18.0,7.0,M,,,,,,,3.4,0.2,12,3.1,nan,16,,,,,,,,,,3.1,0.3,16
2016p891962,2016-11-26T00:37:30Z,-38.72,2.4,177.47,2.2,11.0,4.0,M,,,,,,,3.3,0.2,27,3.0,nan,44,,,,,,,,,,3.0,0.3,44
2016p892020,2016-11-26T01:08:20Z,-40.82,4.7,176.63,7.1,23.0,4.0,M,,,,,,,3.4,0.2,24,3.1,nan,42,,,,,,,,,,3.1,0.3,42
2016p892044,2016-11-26T01:21:24Z,-42.57,2.9,172.67,2.9,5.0,0.0,M,,,,,,,2.6,0.2,9,2.5,nan,11,,,,,,,,,,2.5,0.3,11
2016p892081,2016-11-26T01:40:54Z,-38.0,2.6,177.87,2.8,25.0,3.0,M,,,,,,,4.0,0.3,32,3.6,nan,52,,,,,,,,,,3.6,0.3,52
2016p892114,2016-11-26T01:59:28Z,-41.82,3.8,174.04,3.8,10.0,6.0,M,,,,,,,2.1,0.3,6,1.7,nan,4,,,,,,,,,,1.7,0.1,4
2016p892128,2016-11-26T02:06:00Z,-37.4,15.7,177.18,5.2,5.0,10.0,M,,,,,,,2.4,0.2,9,2.3,nan,5,,,,,,,,,,2.3,0.3,5
2016p892142,2016-11-26T02:13:32Z,-41.98,2.6,173.81,2.9,10.0,3.0,M,,,,,,,3.6,0.2,18,3.4,nan,32,,,,,,,,,,3.4,0.2,32
2016p892144,2016-11-26T02:14:30Z,-42.14,2.1,173.64,2.8,5.0,0.0,M,,,,,,,3.6,0.1,12,3.4,nan,25,,,,,,,,,,3.4,0.2,25
2016p892153,2016-11-26T02:19:23Z,-42.54,2.4,173.26,2.8,5.0,0.0,M,,,,,,,4.0,0.2,17,3.4,nan,10,,,,,,,,,,3.4,0.3,10
2016p892154,2016-11-26T02:19:43Z,-42.2,2.0,173.54,2.3,5.0,0.0,M,,,,,,,3.9,0.2,15,3.7,nan,27,,,,,,,,,,3.7,0.3,27
2016p892182,2016-11-26T02:34:46Z,-42.55,2.2,173.23,2.5,5.0,0.0,M,,,,,,,3.4,0.2,14,3.3,nan,27,,,,,,,,,,3.3,0.2,27
2016p892242,2016-11-26T03:06:51Z,-42.88,2.2,173.02,3.0,5.0,0.0,M,,,,,,,3.0,0.2,14,2.8,nan,16,,,,,,,,,,2.8,0.3,16
2016p892297,2016-11-26T03:36:15Z,-42.54,2.2,173.16,2.7,5.0,0.0,M,,,,,,,3.1,0.2,14,2.9,nan,22,,,,,,,,,,2.9,0.3,22
2016p892352,2016-11-26T04:05:16Z,-41.46,4.4,172.86,4.3,93.0,6.0,M,,,,,,,,,,3.2,nan,26,,,,,,,,,,3.2,0.3,26
2016p892358,2016-11-26T04:08:48Z,-42.71,2.6,172.84,3.0,6.0,4.0,M,,,,,,,2.7,0.2,8,2.6,nan,9,,,,,,,,,,2.6,0.3,9
2016p892365,2016-11-26T04:12:22Z,-41.02,2.3,175.56,2.4,5.0,3.0,M,,,,,,,3.1,0.2,19,2.9,nan,37,,,,,,,,,,2.9,0.3,37
2016p892414,2016-11-26T04:38:27Z,-41.75,3.1,174.24,2.5,8.0,3.0,M,,,,,,,4.0,0.1,23,3.7,nan,35,,,,,,,,,,3.7,0.2,35
2016p892441,2016-11-26T04:52:54Z,-41.7,2.3,174.22,2.6,5.0,2.0,M,,,,,,,3.1,0.2,17,2.8,nan,24,,,,,,,,,,2.8,0.3,24
2016p892485,2016-11-26T05:16:28Z,-37.48,6.8,177.14,5.6,125.0,10.0,M,,,,,,,,,,2.6,nan,15,,,,,,,,,,2.6,0.3,15
2016p892502,2016-11-26T05:25:34Z,-41.85,2.3,173.56,2.1,5.0,0.0,M,,,,,,,3.3,0.2,13,3.1,nan,24,,,,,,,,,,3.1,0.2,24
2016p892668,2016-11-26T06:53:55Z,-41.68,2.8,174.23,2.6,9.0,3.0,M,,,,,,,3.1,0.1,18,2.9,nan,25,,,,,,,,,,2.9,0.2,25
2016p892719,2016-11-26T07:20:59Z,-41.78,3.4,174.19,4.1,11.0,5.0,M,,,,,,,2.2,0.5,10,1.9,nan,9,,,,,,,,,,1.9,0.5,9
2016p892720,2016-11-26T07:21:25Z,-41.67,3.0,174.34,2.8,13.0,4.0,M,,,,,,,3.6,0.2,19,3.2,nan,20,,,,,,,,,,3.2,0.2,20
2016p892721,2016-11-26T07:21:43Z,-38.72,1.9,177.49,1.9,12.0,2.0,M,,,,,,,5.3,0.2,60,4.9,nan,94,,,,,,,,,,4.9,0.3,94
2016p892783,2016-11-26T07:54:58Z,-42.33,2.5,173.69,4.6,5.0,0.0,M,,,,,,,2.5,0.4,8,2.3,nan,6,,,,,,,,,,2.3,0.4,6
2016p892784,2016-11-26T07:55:22Z,-42.33,2.5,173.67,3.3,5.0,2.0,M,,,,,,,3.2,0.2,13,3.0,nan,21,,,,,,,,,,3.0,0.2,21
2016p892818,2016-11-26T08:13:35Z,-41.91,2.6,173.99,4.2,9.0,4.0,M,,,,,,,2.9,0.2,9,2.2,nan,8,,,,,,,,,,2.2,0.3,8
2016p892819,2016-11-26T08:14:06Z,-42.16,2.1,173.54,2.8,5.0,0.0,M,,,,,,,3.0,0.1,12,2.9,nan,20,,,,,,,,,,2.9,0.2,20
2016p892854,2016-11-26T08:32:45Z,-42.26,2.5,173.72,3.9,5.0,0.0,M,,,,,,,3.1,0.2,13,2.9,nan,20,,,,,,,,,,2.9,0.2,20
2016p892944,2016-11-26T09:21:03Z,-41.74,3.2,174.35,2.7,10.0,3.0,M,,,,,,,3.9,0.2,25,3.6,nan,28,,,,,,,,,,3.6,0.2,28
2016p892946,2016-11-26T09:22:08Z,-40.54,5.6,176.76,7.8,17.0,6.0,M,,,,,,,3.3,0.2,11,3.0,nan,13,,,,,,,,,,3.0,0.3,13
2016p892960,2016-11-26T09:29:01Z,-36.49,17.3,178.14,20.8,171.0,17.0,M,,,,,,,2.9,0.2,8,2.7,nan,11,,,,,,,,,,2.7,0.2,11
2016p893092,2016-11-26T10:39:30Z,-37.1,4.9,179.06,8.2,12.0,0.0,M,,,,,,,3.4,0.2,19,3.1,nan,19,,,,,,,,,,3.1,0.2,19
2016p893133,2016-11-26T11:01:34Z,-42.29,3.9,174.03,4.4,12.0,0.0,M,,,,,,,3.0,0.1,7,2.5,nan,8,,,,,,,,,,2.5,0.3,8
2016p893141,2016-11-26T11:05:41Z,-41.69,2.3,174.22,2.4,10.0,3.0,M,,,,,,,3.3,0.1,19,3.0,nan,25,,,,,,,,,,3.0,0.2,25
2016p893145,2016-11-26T11:08:08Z,-42.52,3.0,173.12,3.0,5.0,0.0,M,,,,,,,2.9,0.6,6,2.2,nan,6,,,,,,,,,,2.2,0.3,6
2016p893147,2016-11-26T11:08:58Z,-41.81,3.1,174.22,3.0,5.0,3.0,M,,,,,,,3.9,0.2,19,3.6,nan,35,,,,,,,,,,3.6,0.3,35
2016p893162,2016-11-26T11:17:15Z,-40.4,2.3,174.97,3.0,29.0,4.0,M,,,,,,,3.5,0.2,48,3.2,nan,67,,,,,,,,,,3.2,0.3,67
2016p893164,2016-11-26T11:18:00Z,-40.41,2.5,174.98,3.9,28.0,4.0,M,,,,,,,3.5,0.2,24,3.2,nan,31,,,,,,,,,,3.2,0.3,31
2016p893187,2016-11-26T11:30:06Z,-42.21,2.6,173.65,3.3,5.0,0.0,M,,,,,,,3.3,0.1,13,3.0,nan,21,,,,,,,,,,3.0,0.3,21
2016p893208,2016-11-26T11:41:23Z,-42.39,4.1,173.82,4.8,5.0,0.0,M,,,,,,,3.1,0.2,12,2.9,nan,18,,,,,,,,,,2.9,0.3,18
2016p893215,2016-11-26T11:44:45Z,-42.22,3.4,173.63,6.8,5.0,0.0,M,,,,,,,2.8,0.2,7,2.8,nan,10,,,,,,,,,,2.8,0.4,10
2016p893214,2016-11-26T11:44:50Z,-41.67,2.4,174.16,2.9,8.0,4.0,M,,,,,,,2.6,0.2,12,2.4,nan,14,,,,,,,,,,2.4,0.3,14
2016p893235,2016-11-26T11:55:34Z,-42.48,2.8,173.35,2.7,5.0,0.0,M,,,,,,,3.4,0.2,7,3.0,nan,12,,,,,,,,,,3.0,0.2,12
2016p893234,2016-11-26T11:55:39Z,-41.78,5.3,174.26,4.3,13.0,5.0,M,,,,,,,2.9,0.2,11,2.6,nan,12,,,,,,,,,,2.6,0.3,12
2016p893236,2016-11-26T11:56:34Z,-42.31,3.5,173.74,4.5,9.0,4.0,M,,,,,,,3.2,0.1,7,3.0,nan,9,,,,,,,,,,3.0,0.2,9
2016p893265,2016-11-26T12:11:36Z,-42.22,2.1,173.53,2.9,5.0,0.0,M,,,,,,,2.9,0.1,12,2.8,nan,18,,,,,,,,,,2.8,0.2,18
2016p893287,2016-11-26T12:23:27Z,-42.24,2.1,173.55,3.1,5.0,0.0,M,,,,,,,3.1,0.2,13,2.9,nan,18,,,,,,,,,,2.9,0.3,18
2016p893292,2016-11-26T12:26:37Z,-41.71,2.5,174.3,2.2,14.0,2.0,M,,,,,,,4.1,0.1,24,3.9,nan,35,,,,,,,,,,3.9,0.2,35
2016p893304,2016-11-26T12:32:32Z,-41.7,4.1,174.32,3.9,13.0,6.0,M,,,,,,,2.3,0.2,11,2.0,nan,10,,,,,,,,,,2.0,0.4,10
2016p893348,2016-11-26T12:56:05Z,-42.66,2.0,172.88,2.5,5.0,0.0,M,,,,,,,3.3,0.2,16,3.2,nan,28,,,,,,,,,,3.2,0.2,28
2016p893363,2016-11-26T13:03:57Z,-42.44,2.7,173.44,2.7,5.0,3.0,M,,,,,,,3.5,0.1,13,3.3,nan,30,,,,,,,,,,3.3,0.3,30
2016p893367,2016-11-26T13:06:19Z,-42.36,2.8,173.46,3.2,10.0,4.0,M,,,,,,,2.8,0.3,9,2.6,nan,10,,,,,,,,,,2.6,0.5,10
2016p893441,2016-11-26T13:45:41Z,-42.5,3.0,173.36,2.7,5.0,0.0,M,,,,,,,3.6,0.1,13,3.4,nan,25,,,,,,,,,,3.4,0.3,25
2016p893513,2016-11-26T14:23:53Z,-42.54,2.7,173.25,3.2,5.0,0.0,M,,,,,,,3.3,0.2,12,3.0,nan,21,,,,,,,,,,3.0,0.2,21
2016p893608,2016-11-26T15:14:23Z,-42.23,2.2,173.61,2.6,5.0,0.0,M,,,,,,,3.9,0.1,13,3.6,nan,37,,,,,,,,,,3.6,0.3,37
2016p893660,2016-11-26T15:42:09Z,-41.68,2.9,174.29,3.2,11.0,4.0,M,,,,,,,2.9,0.2,13,2.7,nan,16,,,,,,,,,,2.7,0.3,16
2016p893662,2016-11-26T15:43:29Z,-42.19,2.0,173.53,2.2,5.0,0.0,M,,,,,,,4.0,0.1,17,3.8,nan,34,,,,,,,,,,3.8,0.3,34
2016p893670,2016-11-26T15:47:49Z,-42.95,2.4,172.96,2.5,6.0,3.0,M,,,,,,,2.9,0.3,17,2.7,nan,17,,,,,,,,,,2.7,0.3,17
2016p893715,2016-11-26T16:11:34Z,-42.19,2.3,173.52,2.6,5.0,0.0,M,,,,,,,3.1,0.2,10,2.9,nan,17,,,,,,,,,,2.9,0.3,17
2016p893756,2016-11-26T16:33:23Z,-42.36,2.4,173.52,3.3,5.0,0.0,M,,,,,,,3.0,0.3,10,2.9,nan,15,,,,,,,,,,2.9,0.3,15
2016p893784,2016-11-26T16:48:26Z,-40.63,3.6,176.63,4.9,14.0,3.0,M,,,,,,,3.5,0.2,26,3.1,nan,38,,,,,,,,,,3.1,0.3,38
2016p893820,2016-11-26T17:07:47Z,-40.53,4.4,176.75,6.7,18.0,5.0,M,,,,,,,3.4,0.2,18,3.0,nan,28,,,,,,,,,,3.0,0.3,28
2016p893829,2016-11-26T17:12:34Z,-42.95,2.3,172.92,2.9,6.0,3.0,M,,,,,,,3.5,0.2,18,3.3,nan,22,,,,,,,,,,3.3,0.3,22
2016p893850,2016-11-26T17:23:39Z,-42.34,3.3,173.77,4.4,5.0,0.0,M,,,,,,,3.1,0.2,12,2.9,nan,14,,,,,,,,,,2.9,0.3,14
2016p893881,2016-11-26T17:39:54Z,-43.52,2.1,172.73,2.6,3.0,2.0,M,,,,,,,3.3,0.2,14,3.0,nan,14,,,,,,,,,,3.0,0.3,14
2016p893935,2016-11-26T18:08:51Z,-41.68,2.3,174.17,2.3,9.0,3.0,M,,,,,,,4.0,0.2,22,3.7,nan,41,,,,,,,,,,3.7,0.3,41
2016p894012,2016-11-26T18:49:37Z,-42.69,2.4,172.73,2.8,5.0,2.0,M,,,,,,,2.5,0.2,10,2.3,nan,9,,,,,,,,,,2.3,0.3,9
2016p894053,2016-11-26T19:11:38Z,-41.82,5.1,174.25,4.6,8.0,5.0,M,,,,,,,2.3,0.3,9,2.0,nan,7,,,,,,,,,,2.0,0.5,7
2016p894054,2016-11-26T19:12:01Z,-42.07,2.3,173.74,2.7,5.0,0.0,M,,,,,,,3.5,0.2,15,3.3,nan,30,,,,,,,,,,3.3,0.2,30
2016p894059,2016-11-26T19:14:55Z,-42.96,2.5,172.96,2.5,5.0,3.0,M,,,,,,,3.3,0.2,18,3.1,nan,18,,,,,,,,,,3.1,0.3,18
2016p894081,2016-11-26T19:26:51Z,-42.62,2.5,172.3,3.0,5.0,0.0,M,,,,,,,2.9,0.2,11,2.8,nan,10,,,,,,,,,,2.8,0.2,10
2016p894101,2016-11-26T19:37:32Z,-42.04,2.2,173.76,2.5,5.0,0.0,M,,,,,,,3.4,0.2,17,3.2,nan,30,,,,,,,,,,3.2,0.2,30
2016p894126,2016-11-26T19:50:58Z,-42.64,2.4,172.82,3.4,5.0,0.0,M,,,,,,,2.6,0.1,6,2.4,nan,5,,,,,,,,,,2.4,0.1,5
2016p894163,2016-11-26T20:10:17Z,-42.29,3.0,173.77,4.3,12.0,4.0,M,,,,,,,3.6,0.1,13,3.3,nan,29,,,,,,,,,,3.3,0.3,29
2016p894167,2016-11-26T20:12:11Z,-42.54,2.5,173.02,2.4,5.0,0.0,M,,,,,,,3.0,0.2,12,2.8,nan,14,,,,,,,,,,2.8,0.2,14
2016p894187,2016-11-26T20:23:28Z,-42.93,2.7,172.95,3.2,5.0,0.0,M,,,,,,,2.5,0.2,9,2.4,nan,8,,,,,,,,,,2.4,0.2,8
2016p894192,2016-11-26T20:25:50Z,-41.72,2.3,174.14,2.3,10.0,2.0,M,,,,,,,3.1,0.2,19,2.9,nan,25,,,,,,,,,,2.9,0.3,25
2016p894206,2016-11-26T20:33:28Z,-41.77,2.9,174.24,2.7,12.0,3.0,M,,,,,,,4.4,0.2,25,4.2,nan,50,,,,,,,,,,4.2,0.3,50
2016p894233,2016-11-26T20:47:53Z,-41.7,3.1,174.27,4.6,11.0,5.0,M,,,,,,,2.2,0.4,6,2.0,nan,8,,,,,,,,,,2.0,0.5,8
2016p894244,2016-11-26T20:53:23Z,-41.73,5.3,172.19,5.3,76.0,8.0,M,,,,,,,3.1,0.2,12,2.9,nan,20,,,,,,,,,,2.9,0.4,20
2016p894288,2016-11-26T21:16:55Z,-42.69,2.2,172.75,2.9,6.0,3.0,M,,,,,,,2.7,0.2,13,2.6,nan,14,,,,,,,,,,2.6,0.3,14
2016p894302,2016-11-26T21:24:36Z,-41.78,2.8,174.2,2.6,13.0,3.0,M,,,,,,,3.4,0.1,20,3.1,nan,24,,,,,,,,,,3.1,0.2,24
2016p894436,2016-11-26T22:35:43Z,-42.17,2.1,173.59,3.1,5.0,0.0,M,,,,,,,3.0,0.1,12,2.9,nan,17,,,,,,,,,,2.9,0.2,17
2016p894447,2016-11-26T22:41:47Z,-41.72,2.8,174.2,4.2,7.0,4.0,M,,,,,,,2.4,0.4,7,2.0,nan,5,,,,,,,,,,2.0,0.6,5
2016p894453,2016-11-26T22:45:09Z,-41.33,5.3,172.71,7.0,95.0,7.0,M,,,,,,,,,,2.5,nan,7,,,,,,,,,,2.5,0.2,7
2016p894458,2016-11-26T22:47:39Z,-42.01,3.0,173.82,3.5,25.0,3.0,M,,,,,,,3.4,0.2,16,3.2,nan,29,,,,,,,,,,3.2,0.3,29
2016p894464,2016-11-26T22:50:38Z,-42.21,2.2,173.77,3.0,5.0,0.0,M,,,,,,,4.0,0.2,14,3.6,nan,31,,,,,,,,,,3.6,0.3,31
2016p894523,2016-11-26T23:22:00Z,-42.3,3.1,173.77,4.1,9.0,4.0,M,,,,,,,3.6,0.2,12,3.3,nan,30,,,,,,,,,,3.3,0.3,30
2016p894542,2016-11-26T23:32:12Z,-41.7,2.9,174.31,2.5,12.0,3.0,M,,,,,,,3.2,0.1,21,3.0,nan,25,,,,,,,,,,3.0,0.3,25
2016p894550,2016-11-26T23:36:28Z,-42.08,2.5,173.74,3.1,5.0,0.0,M,,,,,,,2.5,0.3,8,2.1,nan,7,,,,,,,,,,2.1,0.3,7
2016p894555,2016-11-26T23:39:00Z,-42.2,2.4,173.66,3.4,5.0,0.0,M,,,,,,,3.1,0.2,12,2.9,nan,17,,,,,,,,,,2.9,0.3,17
2016p894560,2016-11-26T23:41:37Z,-42.98,2.0,172.42,2.2,5.0,0.0,M,,,,,,,3.6,0.2,16,3.4,nan,24,,,,,,,,,,3.4,0.2,24
2016p894584,2016-11-26T23:54:36Z,-42.72,2.4,172.93,4.1,5.0,0.0,M,,,,,,,2.6,0.2,8,2.5,nan,8,,,,,,,,,,2.5,0.3,8
2016p894626,2016-11-27T00:16:53Z,-42.59,2.3,173.09,2.6,5.0,0.0,M,,,,,,,3.6,0.2,16,3.4,nan,25,,,,,,,,,,3.4,0.2,25
2016p894629,2016-11-27T00:18:39Z,-37.05,4.3,179.31,7.3,33.0,0.0,M,,,,,,,5.3,0.2,66,5.1,nan,93,,,,,,,,,,5.1,0.3,93
2016p894729,2016-11-27T01:12:03Z,-42.0,3.3,173.75,2.8,5.0,0.0,M,,,,,,,2.7,0.2,12,2.4,nan,13,,,,,,,,,,2.4,0.2,13
2016p894747,2016-11-27T01:21:37Z,-40.58,4.2,176.78,6.2,17.0,4.0,M,,,,,,,3.5,0.2,22,3.2,nan,39,,,,,,,,,,3.2,0.3,39
2016p894788,2016-11-27T01:43:48Z,-41.72,2.6,174.15,2.8,9.0,4.0,M,,,,,,,2.4,0.3,9,2.1,nan,8,,,,,,,,,,2.1,0.4,8
2016p894838,2016-11-27T02:09:20Z,-43.11,2.6,173.0,4.0,5.0,0.0,M,,,,,,,2.5,0.2,6,2.2,nan,7,,,,,,,,,,2.2,0.5,7
2016p894862,2016-11-27T02:22:51Z,-43.0,2.9,173.25,4.1,9.0,4.0,M,,,,,,,3.1,0.2,13,2.8,nan,15,,,,,,,,,,2.8,0.3,15
2016p894867,2016-11-27T02:25:47Z,-42.98,2.4,173.29,3.7,5.0,0.0,M,,,,,,,2.7,0.3,12,2.7,nan,11,,,,,,,,,,2.7,0.2,11
2016p894869,2016-11-27T02:26:17Z,-42.99,2.7,173.3,3.5,5.0,0.0,M,,,,,,,3.2,0.2,13,3.0,nan,15,,,,,,,,,,3.0,0.3,15
2016p894892,2016-11-27T02:38:48Z,-38.23,4.0,178.56,7.3,20.0,6.0,M,,,,,,,3.2,0.3,13,2.9,nan,17,,,,,,,,,,2.9,0.3,17
2016p894900,2016-11-27T02:42:49Z,-40.44,1.5,175.26,1.9,5.0,0.0,M,,,,,,,4.2,0.2,49,3.9,nan,69,,,,,,,,,,3.9,0.3,69
2016p894909,2016-11-27T02:47:49Z,-42.11,2.5,173.72,2.8,5.0,0.0,M,,,,,,,3.2,0.2,16,3.1,nan,28,,,,,,,,,,3.1,0.3,28
2016p894919,2016-11-27T02:53:18Z,-42.18,2.3,173.53,3.0,5.0,0.0,M,,,,,,,3.1,0.1,12,3.0,nan,19,,,,,,,,,,3.0,0.3,19
2016p894929,2016-11-27T02:58:40Z,-38.86,3.1,175.88,3.0,14.0,4.0,M,,,,,,,2.0,0.1,12,1.9,nan,9,,,,,,,,,,1.9,0.1,9
2016p895035,2016-11-27T03:55:10Z,-38.23,4.1,178.54,8.7,21.0,7.0,M,,,,,,,3.2,0.3,13,2.9,nan,15,,,,,,,,,,2.9,0.3,15
2016p895047,2016-11-27T04:01:11Z,-42.59,2.4,173.08,2.8,5.0,0.0,M,,,,,,,3.1,0.2,13,2.9,nan,20,,,,,,,,,,2.9,0.3,20
2016p895053,2016-11-27T04:04:24Z,-42.48,2.5,173.2,3.3,5.0,0.0,M,,,,,,,3.1,0.2,9,2.9,nan,16,,,,,,,,,,2.9,0.3,16
2016p895127,2016-11-27T04:43:42Z,-43.02,2.7,173.29,3.7,5.0,0.0,M,,,,,,,3.3,0.2,17,3.2,nan,25,,,,,,,,,,3.2,0.3,25
2016p895189,2016-11-27T05:17:12Z,-42.08,2.4,173.76,2.9,5.0,0.0,M,,,,,,,3.1,0.2,15,3.0,nan,25,,,,,,,,,,3.0,0.3,25
2016p895213,2016-11-27T05:29:42Z,-42.68,2.4,172.92,3.4,5.0,0.0,M,,,,,,,2.6,0.2,11,2.6,nan,12,,,,,,,,,,2.6,0.3,12
2016p895329,2016-11-27T06:31:50Z,-41.67,3.0,174.44,2.0,12.0,0.0,M,,,,,,,4.0,0.1,23,3.8,nan,40,,,,,,,,,,3.8,0.2,40
2016p895356,2016-11-27T06:46:10Z,-41.81,2.8,174.02,2.7,10.0,3.0,M,,,,,,,2.4,0.3,13,2.2,nan,12,,,,,,,,,,2.2,0.4,12
2016p895358,2016-11-27T06:46:45Z,-42.39,2.3,173.54,2.7,8.0,3.0,M,,,,,,,4.0,0.2,14,3.7,nan,32,,,,,,,,,,3.7,0.4,32
2016p895420,2016-11-27T07:20:15Z,-42.95,2.2,172.92,2.5,7.0,3.0,M,,,,,,,3.8,0.2,21,3.6,nan,31,,,,,,,,,,3.6,0.3,31
2016p895429,2016-11-27T07:24:56Z,-42.95,2.6,172.91,2.4,5.0,2.0,M,,,,,,,2.8,0.3,13,2.8,nan,17,,,,,,,,,,2.8,0.4,17
2016p895430,2016-11-27T07:25:29Z,-42.94,2.2,172.95,2.2,6.0,2.0,M,,,,,,,4.1,0.2,19,3.9,nan,37,,,,,,,,,,3.9,0.3,37
2016p895435,2016-11-27T07:27:49Z,-42.94,2.2,172.96,2.3,6.0,3.0,M,,,,,,,3.8,0.2,17,3.7,nan,29,,,,,,,,,,3.7,0.3,29
2016p895466,2016-11-27T07:44:19Z,-42.13,2.4,173.65,3.4,5.0,0.0,M,,,,,,,2.7,0.3,9,2.4,nan,8,,,,,,,,,,2.4,0.3,8
2016p895483,2016-11-27T07:53:29Z,-41.9,2.8,174.04,2.6,15.0,2.0,M,,,,,,,3.6,0.1,21,3.5,nan,34,,,,,,,,,,3.5,0.3,34
2016p895489,2016-11-27T07:56:09Z,-42.38,2.5,173.43,2.7,5.0,3.0,M,,,,,,,3.4,0.1,11,3.2,nan,17,,,,,,,,,,3.2,0.2,17
2016p895488,2016-11-27T07:56:16Z,-41.65,3.7,174.28,3.2,13.0,5.0,M,,,,,,,2.7,0.2,13,2.2,nan,8,,,,,,,,,,2.2,0.4,8
2016p895495,2016-11-27T07:59:53Z,-42.48,3.1,173.39,2.9,5.0,0.0,M,,,,,,,2.8,0.3,8,2.6,nan,8,,,,,,,,,,2.6,0.3,8
2016p895535,2016-11-27T08:21:13Z,-41.7,2.9,174.35,2.5,8.0,3.0,M,,,,,,,3.6,0.2,22,3.4,nan,31,,,,,,,,,,3.4,0.3,31
2016p895544,2016-11-27T08:26:18Z,-42.59,2.0,173.03,2.3,5.0,0.0,M,,,,,,,3.2,0.2,14,3.0,nan,20,,,,,,,,,,3.0,0.3,20
2016p895554,2016-11-27T08:31:11Z,-40.92,3.6,174.57,2.4,27.0,3.0,M,,,,,,,4.9,0.2,23,4.5,nan,41,,,,,,,,,,4.5,0.3,41
2016p895574,2016-11-27T08:42:16Z,-41.74,2.6,174.25,2.5,9.0,3.0,M,,,,,,,5.1,0.2,19,4.9,nan,41,,,,,,,,,,4.9,0.3,41
2016p895608,2016-11-27T09:00:02Z,-42.54,2.3,173.14,2.7,5.0,0.0,M,,,,,,,3.0,0.2,16,2.8,nan,18,,,,,,,,,,2.8,0.3,18
2016p895618,2016-11-27T09:05:33Z,-41.75,2.5,174.25,2.4,7.0,3.0,M,,,,,,,4.2,0.1,24,3.9,nan,30,,,,,,,,,,3.9,0.2,30
2016p895619,2016-11-27T09:06:04Z,-41.75,2.8,174.19,2.8,16.0,4.0,M,,,,,,,4.1,0.2,5,3.8,nan,13,,,,,,,,,,3.8,0.2,13
