PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1582916,1978-04-05T15:09:33Z,-44.22,0.0,169.71,0.0,1.0,1.0,ML,,,,2.4,0.2,5,,,
1679695,1978-04-05T16:31:42Z,-41.34,0.0,174.24,0.0,17.0,2.0,ML,,,,1.9,0.2,7,,,
1679696,1978-04-05T19:20:52Z,-41.33,0.0,174.94,0.0,29.0,2.0,ML,,,,1.5,0.1,5,,,
1679697,1978-04-06T00:01:48Z,-41.36,0.0,175.11,0.0,24.0,0.0,ML,,,,2.0,0.2,7,,,
1679698,1978-04-06T01:16:27Z,-41.36,0.0,175.12,0.0,26.0,0.0,ML,,,,2.1,nan,1,2.3,nan,1
1559224,1978-04-06T02:44:33Z,-37.3,0.1,176.95,0.1,245.0,8.0,ML,,,,3.8,0.4,4,,,
1679699,1978-04-06T05:03:10Z,-41.08,0.0,175.21,0.0,25.0,0.0,ML,,,,2.0,0.2,5,,,
1582917,1978-04-06T12:52:28Z,-44.48,0.0,169.92,0.0,1.0,1.0,ML,,,,2.4,0.0,2,,,
1559225,1978-04-06T13:08:26Z,-37.65,0.1,176.44,0.1,213.0,9.0,ML,,,,4.0,0.4,6,,,
1582918,1978-04-06T14:32:03Z,-43.67,0.0,170.19,0.0,3.0,3.0,ML,,,,2.2,0.1,8,,,
1679700,1978-04-07T04:55:30Z,-41.1,0.0,174.69,0.0,35.0,1.0,ML,,,,2.0,0.1,7,,,
1679701,1978-04-07T17:59:58Z,-41.45,0.0,174.58,0.0,30.0,3.0,ML,,,,1.6,0.1,5,,,
1679702,1978-04-08T06:53:42Z,-41.27,0.0,174.99,0.0,29.0,1.0,ML,,,,2.1,nan,2,2.4,0.1,3
1582919,1978-04-08T10:56:18Z,-44.05,0.0,169.84,0.0,1.0,0.0,ML,,,,1.4,0.0,2,,,
1559227,1978-04-08T11:13:43Z,-40.33,0.0,173.84,0.1,164.0,7.0,ML,,,,4.5,0.3,6,,,
1679703,1978-04-08T11:28:13Z,-41.24,0.0,175.31,0.0,27.0,3.0,ML,,,,2.1,0.1,6,,,
1679704,1978-04-09T06:57:47Z,-41.42,0.0,174.99,0.0,25.0,0.0,ML,,,,1.9,0.1,7,,,
1679705,1978-04-09T08:34:10Z,-41.36,0.0,175.12,0.0,26.0,2.0,ML,,,,1.7,0.2,6,,,
1679706,1978-04-09T16:06:43Z,-41.07,0.0,174.68,0.0,34.0,1.0,ML,,,,2.2,0.1,4,,,
1679707,1978-04-09T18:09:31Z,-41.37,0.0,175.12,0.0,27.0,1.0,ML,,,,1.8,0.1,8,,,
1679708,1978-04-10T00:27:15Z,-40.99,0.0,174.7,0.0,34.0,11.0,ML,,,,1.6,0.3,5,,,
1582920,1978-04-10T14:55:28Z,-44.2,0.0,170.48,0.0,1.0,0.0,ML,,,,1.9,0.1,3,,,
1679709,1978-04-10T19:49:58Z,-40.9,0.0,174.69,0.0,15.0,1.0,ML,,,,1.9,0.2,8,,,
1559229,1978-04-11T02:44:22Z,-38.32,0.1,176.21,0.1,155.0,13.0,ML,,,,3.7,0.4,4,,,
1582921,1978-04-11T16:50:10Z,-44.39,0.0,169.96,0.0,1.0,0.0,ML,,,,1.4,0.1,2,,,
1559230,1978-04-11T16:52:39Z,-44.96,0.0,168.0,0.0,12.0,0.0,ML,,,,3.9,0.3,2,,,
1679710,1978-04-11T21:48:46Z,-40.99,0.0,175.43,0.0,22.0,0.0,ML,,,,2.0,0.2,5,,,
1679711,1978-04-11T21:49:23Z,-41.0,0.0,175.41,0.0,23.0,1.0,ML,,,,2.1,0.0,5,,,
1559232,1978-04-12T00:33:46Z,-38.31,0.1,175.68,0.1,291.0,9.0,ML,,,,4.0,0.2,3,,,
1582923,1978-04-12T06:50:33Z,-44.25,0.0,169.78,0.0,0.0,0.0,ML,,,,1.7,0.2,5,,,
1559234,1978-04-12T11:56:38Z,-38.15,0.1,176.19,0.1,175.0,10.0,ML,,,,3.8,0.3,4,,,
1679712,1978-04-12T18:19:06Z,-40.79,0.0,175.03,0.0,32.0,0.0,ML,,,,2.1,0.2,7,,,
1582925,1978-04-13T09:17:17Z,-44.61,0.0,169.75,0.0,6.0,1.0,ML,,,,2.9,0.1,6,,,
1679713,1978-04-13T12:54:05Z,-40.97,0.0,175.46,0.0,24.0,2.0,ML,,,,2.0,0.2,6,,,
1679714,1978-04-14T11:57:45Z,-41.08,0.0,175.49,0.0,29.0,1.0,ML,,,,2.3,0.1,6,,,
1679715,1978-04-14T12:05:44Z,-41.07,0.0,175.51,0.0,31.0,2.0,ML,,,,1.8,0.1,7,,,
1679716,1978-04-14T15:19:27Z,-41.39,0.0,174.49,0.0,29.0,1.0,ML,,,,2.2,0.2,6,,,
1582926,1978-04-14T20:09:49Z,-44.32,0.0,170.07,0.0,1.0,0.0,ML,,,,1.7,0.2,3,,,
1679717,1978-04-14T21:18:01Z,-41.38,0.0,175.11,0.0,26.0,1.0,ML,,,,1.6,0.1,7,,,
1559236,1978-04-14T22:56:20Z,-41.78,0.0,174.56,0.0,33.0,0.0,ML,,,,3.5,0.3,3,,,
1679719,1978-04-15T05:23:07Z,-40.92,0.0,174.51,0.0,61.0,2.0,ML,,,,2.5,0.1,5,2.6,nan,1
1679720,1978-04-15T08:39:12Z,-40.77,0.0,174.88,0.0,34.0,0.0,ML,,,,2.0,0.2,6,,,
1679721,1978-04-15T14:31:51Z,-40.92,0.0,175.23,0.0,28.0,2.0,ML,,,,1.9,0.2,5,,,
1679722,1978-04-15T16:58:50Z,-41.25,0.0,175.47,0.1,15.0,4.0,ML,,,,1.7,0.2,5,,,
1559237,1978-04-15T18:12:19Z,-37.95,0.1,176.12,0.1,279.0,8.0,ML,,,,3.9,0.4,6,,,
1582927,1978-04-16T04:20:56Z,-44.32,0.0,170.07,0.0,1.0,0.0,ML,,,,1.8,0.2,3,,,
1679723,1978-04-16T09:11:48Z,-41.47,0.0,173.91,0.0,42.0,1.0,Md,,,,,,,3.9,0.1,8
1559238,1978-04-16T15:56:11Z,-40.94,0.0,174.33,0.0,72.0,3.0,ML,,,,4.0,0.2,5,,,
1679725,1978-04-17T11:24:49Z,-41.23,0.0,175.23,0.0,26.0,2.0,ML,,,,1.6,0.2,7,,,
1559239,1978-04-17T22:27:04Z,-37.42,0.1,176.98,0.0,131.0,8.0,ML,,,,3.9,0.2,6,,,
1679726,1978-04-17T23:59:39Z,-41.25,0.0,175.06,0.0,21.0,1.0,ML,,,,1.5,0.2,7,,,
1679727,1978-04-18T02:47:40Z,-41.15,0.0,175.07,0.0,30.0,3.0,ML,,,,1.6,0.1,3,,,
1559240,1978-04-18T14:59:13Z,-35.77,0.1,178.78,0.1,12.0,0.0,ML,,,,4.4,0.2,10,,,
1679728,1978-04-18T22:04:09Z,-41.55,0.0,174.28,0.0,24.0,2.0,ML,,,,1.9,0.1,7,,,
1679729,1978-04-19T02:08:57Z,-41.05,0.0,174.36,0.0,52.0,4.0,ML,,,,2.2,0.2,8,,,
1679730,1978-04-19T14:29:17Z,-41.58,0.0,174.19,0.0,50.0,2.0,ML,,,,2.4,0.1,7,,,
1679731,1978-04-19T22:19:52Z,-41.36,0.0,174.46,0.0,57.0,1.0,ML,,,,2.7,nan,1,2.5,0.1,6
1679732,1978-04-19T23:02:07Z,-40.86,0.0,174.63,0.0,42.0,4.0,ML,,,,1.9,0.2,6,,,
1559241,1978-04-20T03:49:39Z,-37.79,0.0,176.26,0.0,173.0,3.0,ML,,,,3.7,0.5,5,,,
1559242,1978-04-20T10:05:08Z,-47.22,0.0,165.91,0.1,33.0,0.0,ML,,,,4.2,0.2,4,,,
1559243,1978-04-21T08:02:10Z,-41.02,0.0,172.29,0.0,12.0,0.0,ML,,,,3.7,0.3,7,,,
1679733,1978-04-21T18:21:31Z,-40.95,0.0,175.09,0.0,31.0,3.0,ML,,,,1.9,0.1,4,,,
1679734,1978-04-21T19:58:36Z,-41.25,0.0,175.18,0.0,23.0,1.0,ML,,,,1.8,0.1,6,,,
1559245,1978-04-21T20:03:12Z,-37.5,0.1,177.06,0.0,12.0,0.0,ML,,,,2.7,0.2,2,,,
1559246,1978-04-21T22:53:41Z,-46.16,0.1,166.53,0.1,12.0,0.0,ML,,,,3.8,0.2,2,,,
1559248,1978-04-22T20:23:32Z,-38.69,0.0,175.86,0.1,138.0,10.0,ML,,,,3.5,0.4,7,,,
1679735,1978-04-22T22:37:09Z,-41.6,0.0,174.79,0.0,28.0,0.0,ML,,,,2.2,0.2,5,,,
1559249,1978-04-23T11:40:08Z,-36.97,0.0,177.8,0.0,131.0,3.0,ML,,,,3.8,0.3,6,,,
1679736,1978-04-23T14:41:53Z,-41.69,0.0,175.0,0.0,27.0,1.0,ML,,,,2.1,0.2,7,,,
1559250,1978-04-24T04:45:53Z,-37.98,0.0,176.1,0.0,169.0,3.0,ML,,,,3.4,0.6,3,,,
1679737,1978-04-24T05:01:16Z,-41.02,0.0,175.53,0.1,10.0,3.0,ML,,,,1.9,0.1,5,,,
1679738,1978-04-24T11:42:18Z,-40.35,0.1,174.62,0.0,35.0,0.0,ML,,,,3.0,nan,1,3.4,0.1,3
1679739,1978-04-24T12:00:51Z,-41.13,0.0,174.96,0.0,24.0,2.0,ML,,,,1.6,0.2,8,,,
1679740,1978-04-24T12:26:28Z,-41.61,0.0,174.74,0.0,25.0,0.0,ML,,,,2.0,0.2,7,,,
1582930,1978-04-24T13:22:47Z,-44.44,0.0,169.96,0.0,9.0,0.0,ML,,,,1.6,0.2,6,,,
1582931,1978-04-24T15:08:05Z,-44.53,0.0,169.98,0.0,10.0,2.0,ML,,,,1.4,0.3,4,,,
1679741,1978-04-24T18:06:51Z,-41.1,0.0,173.99,0.0,57.0,3.0,ML,,,,2.7,0.1,2,,,
1679742,1978-04-24T23:21:48Z,-41.38,0.0,175.06,0.0,12.0,0.0,ML,,,,1.6,0.2,6,,,
1582932,1978-04-25T00:57:40Z,-43.89,0.0,169.66,0.0,7.0,2.0,ML,,,,1.8,0.1,5,,,
1582933,1978-04-25T01:57:36Z,-44.47,0.0,170.0,0.0,1.0,2.0,ML,,,,2.0,0.2,8,,,
1582934,1978-04-25T04:14:46Z,-43.91,0.0,169.52,0.0,1.0,0.0,ML,,,,1.8,0.1,6,,,
1559251,1978-04-25T04:34:14Z,-37.16,0.1,177.4,0.1,102.0,6.0,ML,,,,4.1,0.2,8,,,
1679743,1978-04-25T05:36:40Z,-41.25,0.0,175.19,0.0,22.0,2.0,ML,,,,1.7,0.2,8,,,
1679744,1978-04-25T07:46:29Z,-41.27,0.0,174.88,0.0,31.0,1.0,ML,,,,1.8,0.1,7,,,
1582935,1978-04-25T13:10:24Z,-44.6,0.0,170.03,0.0,3.0,0.0,ML,,,,1.6,0.3,5,,,
1679745,1978-04-25T13:50:27Z,-41.0,0.0,175.49,0.0,16.0,5.0,ML,,,,1.9,0.1,5,,,
1559252,1978-04-25T23:03:13Z,-39.41,0.0,174.44,0.1,204.0,7.0,ML,,,,4.0,0.4,4,,,
1679746,1978-04-26T03:36:23Z,-41.66,0.0,174.77,0.0,26.0,1.0,ML,,,,2.1,0.1,5,,,
1679747,1978-04-26T18:48:10Z,-41.41,0.0,175.0,0.0,27.0,1.0,ML,,,,1.6,0.2,5,,,
1679748,1978-04-27T00:57:27Z,-41.24,0.0,175.22,0.0,25.0,0.0,ML,,,,2.0,0.2,7,,,
1679749,1978-04-27T02:14:17Z,-40.96,0.0,174.84,0.0,68.0,4.0,ML,,,,2.4,0.2,5,,,
1679750,1978-04-27T11:56:20Z,-41.64,0.0,174.6,0.0,31.0,1.0,ML,,,,2.1,0.2,9,,,
1679751,1978-04-27T15:50:57Z,-41.59,0.0,174.32,0.0,24.0,1.0,ML,,,,2.4,0.1,3,2.4,0.1,3
1582936,1978-04-27T16:24:32Z,-44.52,0.0,170.09,0.0,1.0,2.0,ML,,,,1.6,0.3,4,,,
1679752,1978-04-27T17:24:59Z,-41.25,0.0,175.18,0.0,23.0,2.0,ML,,,,1.4,0.2,9,,,
1679753,1978-04-28T02:36:24Z,-41.2,0.0,174.5,0.0,38.0,1.0,ML,,,,2.5,0.3,2,2.3,nan,1
1679754,1978-04-28T03:55:43Z,-40.9,0.0,174.84,0.0,68.0,2.0,ML,,,,2.4,0.1,2,2.2,nan,1
1679755,1978-04-28T06:41:55Z,-41.45,0.0,174.36,0.0,34.0,0.0,ML,,,,1.9,0.2,6,,,
1559254,1978-04-28T08:19:51Z,-37.63,0.1,177.42,0.1,133.0,10.0,ML,,,,3.4,0.2,4,,,
1679756,1978-04-28T10:56:39Z,-40.97,0.0,175.05,0.0,27.0,1.0,ML,,,,2.1,0.2,6,,,
1679757,1978-04-28T13:45:08Z,-40.89,0.0,174.6,0.0,47.0,2.0,ML,,,,2.2,0.2,7,,,
1679758,1978-04-29T05:47:06Z,-40.66,0.0,174.36,0.0,59.0,6.0,ML,,,,3.1,0.1,4,,,
1679759,1978-04-29T12:35:11Z,-41.11,0.0,175.35,0.0,25.0,0.0,ML,,,,1.9,0.1,8,,,
1559255,1978-04-29T16:29:29Z,-39.11,0.0,174.88,0.1,226.0,7.0,ML,,,,4.7,0.3,6,,,
1559256,1978-04-29T19:43:07Z,-39.54,0.1,174.47,0.1,154.0,11.0,ML,,,,4.4,0.3,6,,,
1559257,1978-04-29T19:47:11Z,-40.14,0.0,174.93,0.0,12.0,0.0,ML,,,,3.9,0.3,8,,,
1679760,1978-04-29T20:37:08Z,-41.42,0.0,174.21,0.0,27.0,3.0,ML,,,,2.0,0.2,7,,,
1582937,1978-04-30T04:26:10Z,-44.08,0.0,170.7,0.0,3.0,1.0,ML,,,,2.1,0.1,8,,,
1679761,1978-05-01T05:50:40Z,-40.99,0.0,174.6,0.0,34.0,1.0,ML,,,,2.1,0.2,8,,,
1679762,1978-05-01T09:58:25Z,-41.05,0.0,175.45,0.0,27.0,0.0,ML,,,,2.0,0.2,5,,,
1679763,1978-05-01T12:10:11Z,-40.95,0.0,174.52,0.0,15.0,0.0,ML,,,,1.8,0.2,8,,,
1559259,1978-05-01T15:06:27Z,-38.23,0.0,176.14,0.1,214.0,6.0,ML,,,,4.2,0.3,5,,,
1559260,1978-05-01T17:35:47Z,-40.28,0.0,176.6,0.1,103.0,6.0,ML,,,,4.1,0.4,5,,,
1559262,1978-05-01T22:05:13Z,-39.05,0.0,174.35,0.0,22.0,2.0,ML,,,,3.8,0.2,4,,,
1559263,1978-05-02T09:25:38Z,-38.79,0.1,175.18,0.1,238.0,6.0,ML,,,,3.9,0.4,4,,,
1679764,1978-05-02T11:25:21Z,-41.11,0.0,174.57,0.0,31.0,3.0,ML,,,,1.6,0.1,7,,,
1582938,1978-05-02T17:07:04Z,-44.4,0.0,170.25,0.0,10.0,1.0,ML,,,,2.5,0.1,8,,,
1559264,1978-05-02T21:26:17Z,-37.92,0.1,176.58,0.1,160.0,8.0,ML,,,,4.4,0.3,4,,,
1559266,1978-05-03T02:08:53Z,-38.81,0.0,175.87,0.1,166.0,7.0,ML,,,,4.2,0.3,5,,,
1559267,1978-05-03T03:17:53Z,-37.96,0.0,176.69,0.0,12.0,0.0,ML,,,,3.2,0.2,3,,,
1559268,1978-05-03T03:53:25Z,-38.02,0.1,176.72,0.0,12.0,0.0,ML,,,,3.2,0.3,4,,,
1679765,1978-05-03T10:15:01Z,-41.5,0.0,175.06,0.0,21.0,3.0,ML,,,,1.7,0.1,6,,,
1559269,1978-05-03T12:25:54Z,-38.04,0.0,176.68,0.0,12.0,0.0,ML,,,,3.8,0.3,8,,,
1559270,1978-05-03T14:54:06Z,-38.04,0.0,176.7,0.0,12.0,0.0,ML,,,,4.1,0.3,8,,,
1559271,1978-05-03T15:34:17Z,-44.65,0.0,168.32,0.0,85.0,5.0,ML,,,,3.4,0.5,3,,,
1559272,1978-05-03T16:39:35Z,-41.18,0.0,172.61,0.1,12.0,0.0,ML,,,,3.9,0.3,5,,,
1559273,1978-05-04T01:44:40Z,-39.39,0.0,176.96,0.0,33.0,0.0,ML,,,,3.7,0.3,8,,,
1559274,1978-05-04T02:41:26Z,-37.99,0.0,176.72,0.0,12.0,0.0,ML,,,,3.4,0.3,4,,,
1582939,1978-05-04T08:08:04Z,-44.25,0.0,170.0,0.0,15.0,1.0,ML,,,,1.4,0.1,5,,,
1559275,1978-05-04T08:26:47Z,-39.48,0.0,177.16,0.1,33.0,0.0,ML,,,,4.9,0.4,6,,,
1559276,1978-05-04T08:28:50Z,-39.46,0.0,176.99,0.1,33.0,0.0,ML,,,,4.1,0.3,4,,,
1559277,1978-05-04T11:39:03Z,-39.48,0.0,177.16,0.0,33.0,0.0,ML,,,,4.3,0.3,7,,,
1679766,1978-05-04T14:47:36Z,-40.88,0.0,174.99,0.0,62.0,2.0,ML,,,,2.2,0.1,6,,,
1582940,1978-05-04T23:06:56Z,-43.49,0.0,170.65,0.0,8.0,0.0,ML,,,,2.7,0.2,6,,,
1679767,1978-05-04T23:12:03Z,-41.27,0.0,175.37,0.0,20.0,1.0,ML,,,,1.9,0.1,4,,,
1559278,1978-05-05T17:15:53Z,-37.98,0.0,176.77,0.0,10.0,3.0,ML,,,,4.2,0.1,6,,,
1582941,1978-05-05T22:26:04Z,-44.55,0.0,170.04,0.0,3.0,1.0,ML,,,,1.9,0.2,7,,,
1559280,1978-05-05T23:22:37Z,-38.03,0.0,176.73,0.0,12.0,0.0,ML,,,,4.0,0.2,6,,,
1679768,1978-05-06T00:01:43Z,-41.21,0.0,175.24,0.0,13.0,1.0,ML,,,,1.8,0.2,7,,,
1559281,1978-05-06T01:39:00Z,-43.49,0.1,172.77,0.2,25.0,4.0,ML,,,,3.8,0.3,1,,,
1559282,1978-05-06T07:08:15Z,-39.63,0.1,174.26,0.1,201.0,7.0,ML,,,,4.4,0.2,5,,,
1679769,1978-05-06T12:59:42Z,-41.22,0.0,175.28,0.0,14.0,2.0,ML,,,,1.7,0.1,7,,,
1559283,1978-05-07T03:29:58Z,-39.04,0.0,174.81,0.1,221.0,8.0,ML,,,,4.3,0.1,3,,,
1559284,1978-05-07T04:31:54Z,-38.91,0.1,175.2,0.1,230.0,8.0,ML,,,,4.6,0.2,5,,,
1559285,1978-05-07T06:10:44Z,-37.97,0.1,176.72,0.0,12.0,0.0,ML,,,,3.4,0.4,2,,,
1559286,1978-05-07T09:40:19Z,-36.6,0.1,178.49,0.1,216.0,7.0,ML,,,,4.2,0.2,2,,,
1559287,1978-05-07T10:01:12Z,-39.25,0.0,173.84,0.1,25.0,5.0,ML,,,,4.1,0.3,3,,,
1559288,1978-05-07T18:56:15Z,-37.93,0.0,177.5,0.0,33.0,0.0,ML,,,,4.3,0.4,9,,,
1679770,1978-05-07T23:36:02Z,-40.77,0.0,175.29,0.0,27.0,0.0,ML,,,,1.9,0.1,5,,,
1679771,1978-05-08T03:44:50Z,-40.94,0.0,175.1,0.0,30.0,2.0,ML,,,,1.9,0.2,6,,,
1559289,1978-05-08T11:50:27Z,-37.82,0.0,177.42,0.0,33.0,0.0,ML,,,,3.7,0.2,4,,,
1679772,1978-05-08T12:58:01Z,-40.91,0.0,174.83,0.0,66.0,1.0,ML,,,,2.5,0.1,3,,,
1559290,1978-05-08T22:39:58Z,-39.76,0.0,177.14,0.1,33.0,0.0,ML,,,,4.0,0.4,6,,,
1679773,1978-05-09T03:59:43Z,-40.97,0.0,175.15,0.0,32.0,1.0,ML,,,,1.8,0.2,7,,,
1679774,1978-05-09T05:14:39Z,-40.89,0.0,174.67,0.0,60.0,2.0,ML,,,,2.3,0.1,8,,,
1679775,1978-05-09T09:38:40Z,-41.53,0.0,175.54,0.0,26.0,1.0,ML,,,,2.0,0.2,4,,,
1559291,1978-05-09T12:57:28Z,-37.46,0.1,177.06,0.1,143.0,15.0,ML,,,,3.8,0.2,4,,,
1679776,1978-05-09T15:40:30Z,-41.26,0.0,175.15,0.0,27.0,1.0,ML,,,,1.6,0.2,7,,,
1679777,1978-05-09T17:49:17Z,-41.59,0.0,174.4,0.0,23.0,2.0,ML,,,,1.9,0.2,7,,,
1679778,1978-05-10T04:41:36Z,-41.56,0.0,174.21,0.0,23.0,2.0,ML,,,,2.1,0.1,6,,,
1679779,1978-05-10T09:44:48Z,-41.35,0.0,175.13,0.0,24.0,0.0,ML,,,,1.4,0.1,7,,,
1679780,1978-05-10T17:16:34Z,-41.41,0.0,174.68,0.0,21.0,1.0,ML,,,,1.7,0.2,8,,,
1679781,1978-05-10T17:40:45Z,-41.37,0.0,174.33,0.0,23.0,2.0,ML,,,,2.2,0.1,2,,,
1679782,1978-05-10T21:35:53Z,-41.73,0.0,174.52,0.0,35.0,0.0,ML,,,,2.1,0.2,8,,,
1679783,1978-05-10T22:48:51Z,-41.23,0.0,174.34,0.0,37.0,2.0,ML,,,,1.9,0.2,7,,,
1679784,1978-05-11T09:55:43Z,-41.08,0.0,175.13,0.0,23.0,1.0,ML,,,,1.7,0.1,7,,,
1679785,1978-05-11T13:13:04Z,-41.08,0.0,175.22,0.0,23.0,2.0,ML,,,,1.9,0.2,5,,,
1559292,1978-05-11T18:39:26Z,-37.24,0.1,176.34,0.1,337.0,11.0,ML,,,,4.3,0.2,3,,,
1679786,1978-05-12T15:10:42Z,-41.34,0.0,175.03,0.0,25.0,1.0,ML,,,,1.5,0.1,5,,,
1679787,1978-05-12T23:39:46Z,-40.75,0.0,174.94,0.0,54.0,2.0,ML,,,,2.2,0.1,7,,,
1559293,1978-05-13T03:47:40Z,-41.99,0.1,174.29,0.1,12.0,0.0,ML,,,,3.9,0.3,5,,,
1679789,1978-05-13T04:28:27Z,-40.97,0.0,175.05,0.0,27.0,2.0,ML,,,,2.2,0.2,7,,,
1679790,1978-05-13T04:44:50Z,-41.22,0.0,175.13,0.0,12.0,1.0,ML,,,,1.4,0.1,4,,,
1559294,1978-05-13T13:57:12Z,-38.3,0.0,177.04,0.1,125.0,8.0,ML,,,,4.2,0.2,5,,,
1679791,1978-05-13T14:22:13Z,-41.21,0.0,175.22,0.0,28.0,2.0,ML,,,,2.2,nan,1,2.2,nan,2
1559295,1978-05-13T21:05:01Z,-38.0,0.0,176.71,0.0,9.0,7.0,ML,,,,3.4,0.3,4,,,
1559296,1978-05-13T23:35:28Z,-38.39,0.0,178.04,0.1,33.0,0.0,ML,,,,4.1,0.2,8,,,
1679792,1978-05-14T01:12:21Z,-40.95,0.0,174.43,0.0,62.0,1.0,ML,,,,2.3,0.1,6,,,
1582945,1978-05-14T16:38:44Z,-43.84,0.0,170.41,0.0,0.0,0.0,ML,,,,1.7,0.1,4,,,
1559297,1978-05-14T17:01:53Z,-37.06,0.0,176.94,0.0,7.0,5.0,ML,,,,3.8,0.3,5,,,
1559298,1978-05-14T17:36:01Z,-36.87,0.0,176.81,0.0,12.0,0.0,ML,,,,3.9,0.2,7,,,
1679793,1978-05-14T18:50:43Z,-41.62,0.0,174.65,0.0,31.0,0.0,ML,,,,2.4,0.2,3,2.4,0.1,3
1582946,1978-05-14T21:37:44Z,-43.74,0.0,170.05,0.0,4.0,1.0,ML,,,,2.3,0.2,7,,,
1559299,1978-05-14T23:53:35Z,-37.02,0.1,177.01,0.1,12.0,0.0,ML,,,,3.9,0.4,7,,,
1559300,1978-05-15T01:27:54Z,-38.01,0.1,176.72,0.1,5.0,12.0,ML,,,,3.4,0.3,5,,,
1559301,1978-05-15T02:06:52Z,-38.03,0.1,176.74,0.1,3.0,21.0,ML,,,,3.3,0.3,4,,,
1679794,1978-05-15T09:19:26Z,-41.24,0.0,174.46,0.0,56.0,1.0,ML,,,,2.4,0.2,5,2.3,0.1,3
1559302,1978-05-15T11:15:06Z,-42.57,0.0,172.57,0.0,6.0,5.0,ML,,,,3.7,0.4,6,,,
1559303,1978-05-15T11:36:20Z,-38.02,0.1,176.7,0.1,4.0,20.0,ML,,,,3.4,0.3,5,,,
1559304,1978-05-15T11:37:11Z,-42.11,0.1,174.21,0.1,7.0,7.0,ML,,,,4.2,0.3,11,,,
1559305,1978-05-15T15:52:41Z,-37.95,0.1,176.67,0.0,12.0,0.0,ML,,,,3.1,0.2,4,,,
1559306,1978-05-15T20:33:57Z,-36.07,0.1,174.34,0.1,9.0,14.0,ML,,,,3.9,0.3,4,,,
1559307,1978-05-15T22:23:59Z,-36.02,0.1,174.3,0.4,12.0,0.0,ML,,,,2.9,0.1,1,,,
1559308,1978-05-15T22:33:19Z,-36.28,0.1,178.35,0.1,256.0,9.0,ML,,,,4.8,0.2,4,,,
1559309,1978-05-16T00:22:11Z,-36.1,0.0,174.3,0.0,12.0,0.0,ML,,,,2.8,0.4,2,,,
1559310,1978-05-16T00:30:05Z,-36.1,0.0,174.3,0.0,12.0,0.0,ML,,,,2.1,nan,1,,,
1679795,1978-05-16T01:05:43Z,-41.32,0.0,174.57,0.0,34.0,0.0,ML,,,,1.9,0.2,8,,,
1559311,1978-05-16T03:26:14Z,-45.29,0.0,167.46,0.1,105.0,5.0,ML,,,,3.7,0.3,4,,,
1679796,1978-05-16T04:40:08Z,-41.21,0.0,173.94,0.0,79.0,1.0,ML,,,,3.0,0.1,2,2.9,0.1,4
1679797,1978-05-16T08:35:43Z,-40.9,0.0,175.6,0.0,31.0,0.0,ML,,,,2.3,0.3,7,,,
1679798,1978-05-16T12:48:43Z,-40.83,0.0,175.51,0.0,13.0,2.0,ML,,,,2.2,0.2,2,2.5,0.1,3
1679799,1978-05-17T04:57:39Z,-41.55,0.0,174.15,0.0,22.0,2.0,ML,,,,2.8,nan,1,2.6,0.1,5
1559312,1978-05-17T06:28:55Z,-38.39,0.1,176.11,0.1,159.0,8.0,ML,,,,3.7,0.3,5,,,
1679800,1978-05-17T22:20:37Z,-41.09,0.0,174.68,0.0,63.0,1.0,ML,,,,2.1,0.1,5,,,
1559314,1978-05-18T11:12:20Z,-45.43,0.1,167.29,0.1,91.0,14.0,ML,,,,4.5,0.2,3,,,
1559315,1978-05-18T12:59:52Z,-37.92,0.1,176.03,0.1,213.0,14.0,ML,,,,3.7,0.2,6,,,
1559317,1978-05-18T23:21:23Z,-38.01,0.0,176.73,0.0,12.0,0.0,ML,,,,4.1,0.2,8,,,
1559318,1978-05-18T23:24:05Z,-38.04,0.1,176.66,0.1,12.0,0.0,ML,,,,3.2,0.3,4,,,
1559319,1978-05-18T23:26:14Z,-38.04,0.1,176.62,0.1,12.0,0.0,ML,,,,3.3,0.3,4,,,
1559320,1978-05-18T23:46:32Z,-37.98,0.1,176.78,0.1,12.0,12.0,ML,,,,3.4,0.3,4,,,
1679801,1978-05-19T06:00:40Z,-41.23,0.0,175.05,0.0,13.0,1.0,ML,,,,1.7,0.1,8,,,
1559321,1978-05-19T07:58:02Z,-35.81,0.1,179.4,0.1,200.0,24.0,ML,,,,3.9,0.3,4,,,
1559322,1978-05-19T08:46:10Z,-45.18,0.0,167.62,0.1,101.0,5.0,ML,,,,3.6,0.2,4,,,
1679802,1978-05-19T11:01:54Z,-41.09,0.0,174.5,0.0,39.0,2.0,ML,,,,2.0,0.2,8,,,
1679803,1978-05-19T16:44:59Z,-41.42,0.0,175.03,0.0,20.0,2.0,ML,,,,1.6,0.1,7,,,
1559323,1978-05-19T23:58:03Z,-44.85,0.0,168.16,0.0,12.0,0.0,ML,,,,3.4,0.3,4,,,
1559324,1978-05-20T00:25:22Z,-45.18,0.0,167.12,0.1,24.0,3.0,ML,,,,3.8,0.3,4,,,
1582950,1978-05-20T06:51:04Z,-43.56,0.0,170.51,0.0,0.0,0.0,ML,,,,2.6,0.1,3,,,
