PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Mb,Mb_Uncertainty,Mb_StationCount
2677896,2007-01-03T23:25:34Z,-44.06,0.0,169.56,0.0,12.0,0.0,ML,,,,1.7,0.2,5,,,
2677909,2007-01-04T00:05:40Z,-40.4,0.0,174.04,0.0,95.0,3.0,ML,,,,2.8,0.1,10,,,
2677917,2007-01-04T00:29:14Z,-41.98,0.0,172.56,0.0,5.0,0.0,ML,,,,2.8,0.2,18,,,
2920878,2007-01-04T00:31:10Z,-37.42,0.0,177.19,0.0,67.0,6.0,ML,,,,2.2,0.1,3,,,
2677929,2007-01-04T01:19:54Z,-45.74,0.0,167.14,0.0,5.0,0.0,ML,,,,2.3,0.1,3,,,
2677932,2007-01-04T01:32:13Z,-37.96,0.0,176.56,0.0,5.0,0.0,ML,,,,2.2,0.1,1,,,
2677948,2007-01-04T02:24:19Z,-38.66,0.0,177.84,0.0,12.0,0.0,ML,,,,2.5,0.1,4,,,
2677958,2007-01-04T02:51:44Z,-45.41,0.0,166.88,0.0,21.0,2.0,ML,,,,2.2,0.2,4,,,
2677962,2007-01-04T03:06:18Z,-41.26,0.0,174.58,0.0,20.0,1.0,ML,,,,1.8,0.1,4,,,
2677981,2007-01-04T04:08:08Z,-38.71,0.0,176.06,0.0,5.0,0.0,ML,,,,1.6,0.3,2,,,
2677985,2007-01-04T04:18:17Z,-37.93,0.0,176.3,0.1,161.0,4.0,ML,,,,3.3,0.3,12,,,
2677988,2007-01-04T04:27:36Z,-43.52,0.0,171.21,0.0,5.0,0.0,ML,,,,2.5,0.4,9,,,
2677993,2007-01-04T04:51:06Z,-38.65,0.0,177.82,0.0,12.0,0.0,ML,,,,2.6,0.1,4,,,
2678017,2007-01-04T06:11:37Z,-40.96,0.1,175.77,0.0,25.0,4.0,ML,,,,1.6,0.2,2,,,
2678018,2007-01-04T06:17:37Z,-41.26,0.0,174.37,0.0,14.0,2.0,ML,,,,2.2,0.2,13,,,
2678021,2007-01-04T06:30:26Z,-41.09,0.0,175.07,0.0,29.0,1.0,ML,,,,2.1,0.2,11,,,
2678028,2007-01-04T06:57:18Z,-40.55,0.0,174.67,0.0,23.0,2.0,ML,,,,2.5,0.2,5,,,
2678065,2007-01-04T08:52:04Z,-38.88,0.0,175.83,0.0,8.0,1.0,ML,,,,1.4,0.2,6,,,
2678068,2007-01-04T09:01:42Z,-47.03,0.1,165.89,0.1,33.0,0.0,ML,,,,2.5,0.5,2,,,
2678086,2007-01-04T09:45:47Z,-40.47,0.0,174.69,0.0,25.0,2.0,ML,,,,2.7,0.2,7,,,
2678099,2007-01-04T10:29:44Z,-38.07,0.0,176.69,0.1,135.0,5.0,ML,,,,3.1,0.3,9,,,
2678102,2007-01-04T10:37:56Z,-41.13,0.0,175.07,0.0,12.0,1.0,ML,,,,1.9,0.2,11,,,
2678111,2007-01-04T11:03:36Z,-45.09,0.0,167.13,0.0,5.0,0.0,ML,,,,2.5,0.2,10,,,
2920950,2007-01-04T11:03:50Z,-44.23,0.0,169.35,0.0,12.0,0.0,ML,,,,1.8,0.3,4,,,
2678121,2007-01-04T11:40:10Z,-39.98,0.0,175.08,0.0,64.0,3.0,ML,,,,2.4,0.2,7,,,
2678129,2007-01-04T11:59:51Z,-41.09,0.0,175.08,0.0,29.0,1.0,ML,,,,2.2,0.1,6,,,
2920953,2007-01-04T12:01:00Z,-39.17,0.0,175.63,0.0,1.0,0.0,ML,,,,1.3,0.1,1,,,
2678140,2007-01-04T12:40:54Z,-39.66,0.0,175.4,0.0,71.0,2.0,ML,,,,2.5,0.2,13,,,
2678141,2007-01-04T12:45:26Z,-36.8,0.1,177.15,0.1,33.0,0.0,ML,,,,2.6,0.0,3,,,
2678145,2007-01-04T13:11:40Z,-37.69,0.0,176.48,0.1,154.0,3.0,ML,,,,2.8,0.2,7,,,
2678147,2007-01-04T13:19:36Z,-37.85,0.0,176.83,0.0,5.0,0.0,ML,,,,1.7,0.1,3,,,
2678151,2007-01-04T13:30:11Z,-39.29,0.0,175.12,0.0,26.0,3.0,ML,,,,1.7,0.2,8,,,
2678155,2007-01-04T13:42:25Z,-38.73,0.0,177.98,0.0,43.0,3.0,ML,,,,2.5,0.2,7,,,
2920963,2007-01-04T14:55:30Z,-44.57,0.0,168.29,0.0,87.0,3.0,ML,,,,2.3,0.2,10,,,
2678172,2007-01-04T14:57:05Z,-39.66,0.0,175.02,0.0,115.0,2.0,ML,,,,2.9,0.2,16,,,
2678174,2007-01-04T15:04:16Z,-37.84,0.0,176.8,0.0,5.0,0.0,ML,,,,1.8,0.1,3,,,
2678175,2007-01-04T15:10:13Z,-42.03,0.0,172.84,0.0,70.0,2.0,ML,,,,2.1,0.4,2,,,
2678205,2007-01-04T16:51:06Z,-44.7,0.0,167.99,0.0,98.0,4.0,ML,,,,2.4,0.2,9,,,
2678206,2007-01-04T16:54:46Z,-38.98,0.0,175.4,0.0,10.0,1.0,ML,,,,1.7,0.1,14,,,
2678212,2007-01-04T17:22:17Z,-41.9,0.0,172.1,0.0,88.0,3.0,ML,,,,2.4,0.3,2,,,
2678214,2007-01-04T17:37:26Z,-40.91,0.0,175.44,0.0,30.0,1.0,ML,,,,2.3,0.1,4,,,
2678223,2007-01-04T18:12:02Z,-40.42,0.0,174.13,0.0,90.0,3.0,ML,,,,3.2,0.2,12,,,
2678236,2007-01-04T18:52:54Z,-39.41,0.0,177.79,0.1,33.0,0.0,ML,,,,2.4,0.4,2,,,
2678242,2007-01-04T19:13:59Z,-39.61,0.0,175.75,0.0,19.0,1.0,ML,,,,2.1,0.1,6,,,
2921329,2007-01-04T19:15:27Z,-42.73,0.0,171.77,0.0,12.0,0.0,ML,,,,2.6,0.2,5,,,
2678250,2007-01-04T19:37:26Z,-42.75,0.0,171.7,0.0,5.0,0.0,ML,,,,3.1,0.2,7,,,
2921332,2007-01-04T20:19:15Z,-36.95,0.1,177.19,0.1,217.0,6.0,ML,,,,3.2,0.1,5,,,
2678263,2007-01-04T20:20:25Z,-39.85,0.0,173.88,0.0,136.0,3.0,ML,,,,3.2,0.2,12,,,
2678303,2007-01-04T22:44:17Z,-38.84,0.0,175.98,0.0,11.0,2.0,ML,,,,1.4,0.2,5,,,
2678306,2007-01-04T22:57:47Z,-41.34,0.0,174.88,0.0,30.0,0.0,ML,,,,2.6,0.1,11,,,
2678349,2007-01-05T01:34:28Z,-38.25,0.0,178.36,0.0,5.0,0.0,ML,,,,3.1,0.2,4,,,
2678359,2007-01-05T02:08:39Z,-43.28,0.0,173.99,0.0,12.0,0.0,ML,,,,3.3,0.2,17,,,
2678382,2007-01-05T03:24:51Z,-39.51,0.0,177.06,0.0,12.0,0.0,ML,,,,2.5,0.1,8,,,
2678391,2007-01-05T03:57:31Z,-37.79,0.0,176.91,0.0,93.0,3.0,ML,,,,2.8,0.1,4,,,
2678423,2007-01-05T05:46:04Z,-45.07,0.0,167.42,0.0,115.0,3.0,ML,,,,3.1,0.2,9,,,
2678424,2007-01-05T05:48:11Z,-37.53,0.0,176.94,0.0,141.0,3.0,ML,,,,3.7,0.3,16,,,
2678448,2007-01-05T07:05:00Z,-44.5,0.0,168.78,0.0,5.0,0.0,ML,,,,2.2,0.1,5,,,
2678487,2007-01-05T09:17:45Z,-38.28,0.0,176.29,0.0,102.0,5.0,ML,,,,3.1,0.1,5,,,
2678489,2007-01-05T09:23:23Z,-39.14,0.0,177.61,0.0,33.0,0.0,ML,,,,2.6,0.1,3,,,
2678492,2007-01-05T09:30:37Z,-41.7,0.0,172.49,0.0,5.0,0.0,ML,,,,2.3,0.2,7,,,
2678495,2007-01-05T09:40:00Z,-44.92,0.0,167.67,0.0,73.0,3.0,ML,,,,2.1,0.1,4,,,
2678503,2007-01-05T10:05:57Z,-41.71,0.0,174.95,0.0,28.0,1.0,ML,,,,2.6,0.2,10,,,
2678505,2007-01-05T10:11:38Z,-41.26,0.0,172.73,0.0,156.0,2.0,ML,,,,4.4,0.2,20,,,
2678527,2007-01-05T11:25:32Z,-37.58,0.0,177.43,0.0,115.0,3.0,ML,,,,2.9,0.2,6,,,
2678544,2007-01-05T12:21:36Z,-41.13,0.0,173.93,0.0,51.0,2.0,ML,,,,2.6,0.2,6,,,
2678551,2007-01-05T12:41:17Z,-37.09,0.1,177.3,0.1,144.0,7.0,ML,,,,2.5,0.2,4,,,
2678564,2007-01-05T13:25:30Z,-37.19,0.1,177.21,0.1,169.0,7.0,ML,,,,2.7,0.0,3,,,
2678578,2007-01-05T14:15:25Z,-37.97,0.0,177.53,0.0,67.0,4.0,ML,,,,2.3,0.1,4,,,
2678587,2007-01-05T14:45:04Z,-39.25,0.0,177.56,0.0,33.0,0.0,ML,,,,2.0,0.1,3,,,
2678613,2007-01-05T16:12:26Z,-39.63,0.0,175.39,0.0,20.0,2.0,ML,,,,1.7,0.1,6,,,
2678623,2007-01-05T16:45:43Z,-44.94,0.0,167.62,0.0,67.0,3.0,ML,,,,2.0,0.3,3,,,
2678641,2007-01-05T17:50:23Z,-38.96,0.0,177.66,0.0,35.0,1.0,ML,,,,3.8,0.3,8,,,
2678643,2007-01-05T17:57:32Z,-38.93,0.0,177.84,0.1,33.0,0.0,ML,,,,2.6,0.0,2,,,
2678669,2007-01-05T19:21:03Z,-41.7,0.0,173.91,0.0,34.0,1.0,ML,,,,2.3,0.1,4,,,
2678674,2007-01-05T19:40:49Z,-37.46,0.0,177.26,0.0,5.0,0.0,ML,,,,2.2,0.0,2,,,
2678679,2007-01-05T20:00:57Z,-40.76,0.0,174.19,0.0,61.0,3.0,ML,,,,2.5,0.1,5,,,
2678706,2007-01-05T21:17:00Z,-35.28,0.0,178.77,0.1,33.0,0.0,ML,,,,3.1,0.0,3,,,
2678726,2007-01-05T22:09:56Z,-45.2,0.0,167.42,0.0,77.0,3.0,ML,,,,2.5,0.2,6,,,
2921888,2007-01-05T22:10:28Z,-41.57,0.0,172.45,0.0,12.0,0.0,ML,,,,2.2,0.3,2,,,
2678758,2007-01-05T23:41:21Z,-45.47,0.0,167.01,0.0,69.0,0.0,ML,,,,2.5,0.3,3,,,
2678785,2007-01-06T01:03:51Z,-39.34,0.0,174.89,0.0,30.0,1.0,ML,,,,2.0,0.2,8,,,
